date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu shot kaiser,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,california flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature
2012-51,15.0,15.0,0.0,38.0,0.0,1.0,1.0,5.0,3.0,30.0,30.0,0.0,8.0,0.0,48.0,4.0,3.0,0.0,0.0,11.0,13.0,0.0,13.0,2.0,10.0,23.0,1.0,1.0,3.0,2.0,7.0,40.0,7.0,6.0,36.0,7.0,5.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,45.0,4.0,2.0,7.0,7.0,11.0,7.0,10.0,3.0,3.0,9.0,63.0,0.0,0.0,51.0,0.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,90.0,3.0,1.0,14.0,34.0,9.0,15.0,2.0,15.0,0.0,70.0,0.0,0.0,2.0,1.0,7.0,8.0,54.0,1.0,12.0,3.0,11.0,8.0,11.0,16.0,2.0,3.0,2.0,64.0
2012-52,15.0,15.0,0.0,38.0,0.0,1.0,1.0,5.0,3.0,30.0,30.0,0.0,8.0,0.0,48.0,4.0,3.0,0.0,0.0,11.0,13.0,0.0,13.0,2.0,10.0,23.0,1.0,1.0,3.0,2.0,7.0,40.0,7.0,6.0,36.0,7.0,5.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,45.0,4.0,2.0,7.0,7.0,11.0,7.0,10.0,3.0,3.0,9.0,63.0,0.0,0.0,51.0,0.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,90.0,3.0,1.0,14.0,34.0,9.0,15.0,2.0,15.0,0.0,70.0,0.0,0.0,2.0,1.0,7.0,8.0,54.0,1.0,12.0,3.0,11.0,8.0,11.0,16.0,2.0,3.0,2.0,64.0
2013-01,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-02,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-03,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-04,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-05,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-06,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-07,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-08,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-09,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-10,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-11,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-12,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-13,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-14,12.0,0.0,14.0,14.0,21.0,0.0,2.0,2.0,4.0,13.0,30.0,7.0,7.0,0.0,37.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,11.0,1.0,13.0,18.0,1.0,1.0,5.0,2.0,6.0,20.0,4.0,6.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,50.0,5.0,1.0,3.0,4.0,11.0,11.0,6.0,2.0,0.0,7.0,54.0,0.0,0.0,54.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,81.0,2.0,1.0,20.0,38.0,4.0,12.0,2.0,15.0,0.0,77.0,0.0,1.0,2.0,1.0,3.0,6.0,46.0,0.0,6.0,3.0,2.0,8.0,10.0,12.0,2.0,5.0,1.0,60.0
2013-15,8.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,13.0,32.0,0.0,13.0,0.0,37.0,3.0,2.0,0.0,0.0,8.0,6.0,0.0,9.0,1.0,7.0,11.0,1.0,0.0,2.0,1.0,4.0,29.0,7.0,4.0,12.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,5.0,1.0,7.0,2.0,9.0,7.0,3.0,0.0,0.0,6.0,65.0,0.0,0.0,52.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,2.0,1.0,8.0,34.0,2.0,7.0,2.0,9.0,0.0,74.0,0.0,0.0,2.0,0.0,3.0,4.0,39.0,0.0,6.0,2.0,3.0,4.0,9.0,15.0,1.0,2.0,1.0,62.0
2013-16,8.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,13.0,32.0,0.0,13.0,0.0,37.0,3.0,2.0,0.0,0.0,8.0,6.0,0.0,9.0,1.0,7.0,11.0,1.0,0.0,2.0,1.0,4.0,29.0,7.0,4.0,12.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,5.0,1.0,7.0,2.0,9.0,7.0,3.0,0.0,0.0,6.0,65.0,0.0,0.0,52.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,2.0,1.0,8.0,34.0,2.0,7.0,2.0,9.0,0.0,74.0,0.0,0.0,2.0,0.0,3.0,4.0,39.0,0.0,6.0,2.0,3.0,4.0,9.0,15.0,1.0,2.0,1.0,62.0
2013-17,8.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,13.0,32.0,0.0,13.0,0.0,37.0,3.0,2.0,0.0,0.0,8.0,6.0,0.0,9.0,1.0,7.0,11.0,1.0,0.0,2.0,1.0,4.0,29.0,7.0,4.0,12.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,5.0,1.0,7.0,2.0,9.0,7.0,3.0,0.0,0.0,6.0,65.0,0.0,0.0,52.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,2.0,1.0,8.0,34.0,2.0,7.0,2.0,9.0,0.0,74.0,0.0,0.0,2.0,0.0,3.0,4.0,39.0,0.0,6.0,2.0,3.0,4.0,9.0,15.0,1.0,2.0,1.0,62.0
2013-18,8.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,13.0,32.0,0.0,13.0,0.0,37.0,3.0,2.0,0.0,0.0,8.0,6.0,0.0,9.0,1.0,7.0,11.0,1.0,0.0,2.0,1.0,4.0,29.0,7.0,4.0,12.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,5.0,1.0,7.0,2.0,9.0,7.0,3.0,0.0,0.0,6.0,65.0,0.0,0.0,52.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,77.0,2.0,1.0,8.0,34.0,2.0,7.0,2.0,9.0,0.0,74.0,0.0,0.0,2.0,0.0,3.0,4.0,39.0,0.0,6.0,2.0,3.0,4.0,9.0,15.0,1.0,2.0,1.0,62.0
2013-19,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0
2013-20,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0
2013-21,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0
2013-22,6.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,3.0,14.0,34.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,5.0,10.0,1.0,0.0,3.0,1.0,6.0,30.0,3.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,44.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,59.0,0.0,0.0,48.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,79.0,2.0,1.0,5.0,36.0,7.0,5.0,2.0,19.0,0.0,74.0,0.0,0.0,3.0,1.0,2.0,3.0,29.0,0.0,4.0,1.0,5.0,3.0,8.0,13.0,1.0,1.0,1.0,64.0
2013-23,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0
2013-24,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0
2013-25,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0
2013-26,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0
2013-27,6.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,19.0,0.0,12.0,0.0,26.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,23.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,4.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,0.0,9.0,45.0,0.0,0.0,45.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,83.0,1.0,1.0,4.0,31.0,4.0,9.0,2.0,6.0,0.0,74.0,0.0,0.0,2.0,1.0,3.0,2.0,24.0,0.0,3.0,1.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,50.0
2013-28,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0
2013-29,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0
2013-30,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0
2013-31,7.0,0.0,13.0,7.0,20.0,0.0,2.0,4.0,2.0,13.0,20.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,11.0,1.0,0.0,2.0,1.0,2.0,28.0,3.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,38.0,5.0,3.0,5.0,2.0,4.0,6.0,7.0,2.0,0.0,9.0,59.0,0.0,0.0,46.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,78.0,2.0,1.0,5.0,30.0,7.0,4.0,0.0,9.0,0.0,70.0,0.0,0.0,3.0,0.0,3.0,4.0,26.0,0.0,5.0,1.0,3.0,5.0,7.0,17.0,1.0,1.0,1.0,60.0
2013-32,16.0,7.0,20.0,7.0,0.0,1.0,1.0,2.0,12.0,23.0,20.0,0.0,7.0,0.0,30.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,10.0,0.0,8.0,14.0,1.0,0.0,8.0,0.0,2.0,26.0,6.0,4.0,13.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,26.0,46.0,3.0,0.0,5.0,2.0,6.0,10.0,8.0,2.0,0.0,12.0,69.0,0.0,0.0,48.0,0.0,2.0,4.0,31.0,2.0,0.0,0.0,0.0,77.0,3.0,1.0,9.0,40.0,4.0,12.0,0.0,13.0,0.0,68.0,0.0,0.0,2.0,0.0,11.0,6.0,37.0,0.0,5.0,1.0,10.0,4.0,10.0,9.0,1.0,3.0,1.0,75.0
