date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,flu in las vegas,oscillococcinum,cold or flu,flu medicine,flu shot side effects,diarrhea,flu complications,signs of the flu,how to get rid of the flu,body temperature
2012-49,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,29.0,0.0,0.0,0.0,49.0,2.0,4.0,0.0,0.0,17.0,17.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,34.0,34.0,0.0,34.0,0.0,0.0,33.0,0.0,13.0,0.0,25.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,13.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,0.0,21.0,0.0,33.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,65.0,0.0,19.0,5.0,21.0,22.0,22.0,65.0,0.0,62.0,0.0,0.0,10.0,67.0
2012-50,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,29.0,0.0,0.0,0.0,49.0,2.0,4.0,0.0,0.0,17.0,17.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,34.0,34.0,0.0,34.0,0.0,0.0,33.0,0.0,13.0,0.0,25.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,13.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,0.0,21.0,0.0,33.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,65.0,0.0,19.0,5.0,21.0,22.0,22.0,65.0,0.0,62.0,0.0,0.0,10.0,67.0
2012-51,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,29.0,0.0,0.0,0.0,49.0,2.0,4.0,0.0,0.0,17.0,17.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,34.0,34.0,0.0,34.0,0.0,0.0,33.0,0.0,13.0,0.0,25.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,13.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,0.0,21.0,0.0,33.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,65.0,0.0,19.0,5.0,21.0,22.0,22.0,65.0,0.0,62.0,0.0,0.0,10.0,67.0
2012-52,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,29.0,0.0,0.0,0.0,49.0,2.0,4.0,0.0,0.0,17.0,17.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,34.0,34.0,0.0,34.0,0.0,0.0,33.0,0.0,13.0,0.0,25.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,13.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,21.0,0.0,21.0,0.0,33.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,65.0,0.0,19.0,5.0,21.0,22.0,22.0,65.0,0.0,62.0,0.0,0.0,10.0,67.0
2013-01,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-02,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-03,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-04,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-05,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-06,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-07,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-08,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-09,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-10,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-11,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-12,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-13,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-14,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,22.0,15.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,7.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,67.0,22.0,0.0,0.0,21.0,50.0,0.0,7.0,5.0,0.0,22.0,0.0,22.0,0.0,76.0,0.0,0.0,0.0,21.0
2013-15,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,0.0,0.0,9.0,7.0,0.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,66.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,31.0,0.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,16.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,5.0,0.0,0.0,21.0,0.0,0.0,61.0,0.0,0.0,10.0,50.0
2013-16,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,0.0,0.0,9.0,7.0,0.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,66.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,31.0,0.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,16.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,5.0,0.0,0.0,21.0,0.0,0.0,61.0,0.0,0.0,10.0,50.0
2013-17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,0.0,0.0,9.0,7.0,0.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,66.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,31.0,0.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,16.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,5.0,0.0,0.0,21.0,0.0,0.0,61.0,0.0,0.0,10.0,50.0
2013-18,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,0.0,0.0,9.0,7.0,0.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,66.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,31.0,0.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,16.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,5.0,0.0,0.0,21.0,0.0,0.0,61.0,0.0,0.0,10.0,50.0
2013-19,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,30.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,13.0,5.0,0.0,15.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,21.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,66.0,20.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,58.0
2013-20,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,30.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,13.0,5.0,0.0,15.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,21.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,66.0,20.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,58.0
2013-21,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,30.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,13.0,5.0,0.0,15.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,21.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,66.0,20.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,58.0
2013-22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,30.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,13.0,5.0,0.0,15.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,21.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,66.0,20.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,58.0
2013-23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,17.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,34.0
2013-24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,17.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,34.0
2013-25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,17.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,34.0
2013-26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,17.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,34.0
2013-27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,17.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,34.0
2013-28,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,40.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,11.0,14.0,0.0,28.0,14.0,0.0,46.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,4.0,22.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,14.0,14.0,29.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,15.0,15.0,15.0,0.0,0.0,66.0,0.0,0.0,0.0,25.0
2013-29,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,40.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,11.0,14.0,0.0,28.0,14.0,0.0,46.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,4.0,22.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,14.0,14.0,29.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,15.0,15.0,15.0,0.0,0.0,66.0,0.0,0.0,0.0,25.0
2013-30,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,40.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,11.0,14.0,0.0,28.0,14.0,0.0,46.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,4.0,22.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,14.0,14.0,29.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,15.0,15.0,15.0,0.0,0.0,66.0,0.0,0.0,0.0,25.0
