date,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,pneumonia,fever flu,flu type a,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,cold versus flu,incubation period for flu,how long flu,treating the flu,flu treatments,flu complications,flu contagious,contagious flu,how to treat flu,flu fever,symptoms of bronchitis,cure the flu,flu vs cold,flu contagious period,bronchitis,flu test,signs of the flu,the flu virus,flu cough,treat flu,ear thermometer,taking temperature,treatment for flu,over the counter flu,reduce a fever,flu and cold,fight the flu,flu vs. cold,cure flu,human temperature,how to treat the flu,flu length,remedies for flu,how long does flu last,break a fever,flu shots,symptoms of flu,treat the flu,flu headache,flu report,incubation period for the flu,influenza a and b,how long is the flu contagious,normal body temperature,tamiflu,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,cold vs flu,flu like symptoms,flu recovery,flu versus cold,exposed to flu,body temperature,influenza type a,flu medicine,symptoms,flu texas,the flu symptoms,flu shot,flu or cold,the flu,cold vs. flu,flu a symptoms,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu
2012-49,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2012-50,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2012-51,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2012-52,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2013-01,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2013-02,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2013-03,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2013-04,14.0,2.0,5.0,56.0,9.0,5.0,12.0,4.0,50.0,45.0,4.0,1.0,7.0,11.0,27.0,4.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,3.0,13.0,12.0,1.0,14.0,5.0,0.0,1.0,0.0,50.0,8.0,9.0,8.0,11.0,14.0,12.0,11.0,11.0,3.0,4.0,22.0,2.0,0.0,18.0,58.0,8.0,1.0,5.0,18.0,12.0,4.0,21.0,1.0,2.0,0.0,13.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,13.0,20.0,3.0,7.0,6.0,2.0,5.0,2.0,2.0,3.0,66.0,0.0,0.0,70.0,0.0,4.0,3.0,1.0,15.0,0.0,21.0,5.0,5.0,3.0,1.0,6.0,4.0,23.0,30.0,2.0
2013-05,8.0,2.0,3.0,45.0,7.0,4.0,8.0,5.0,39.0,45.0,3.0,1.0,5.0,4.0,16.0,0.0,43.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,3.0,6.0,1.0,10.0,6.0,0.0,1.0,0.0,50.0,2.0,6.0,7.0,8.0,5.0,9.0,21.0,14.0,3.0,2.0,14.0,2.0,0.0,18.0,51.0,15.0,1.0,4.0,15.0,11.0,2.0,11.0,0.0,1.0,0.0,4.0,0.0,17.0,2.0,5.0,0.0,0.0,2.0,14.0,14.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,49.0,0.0,0.0,68.0,0.0,2.0,1.0,0.0,10.0,0.0,15.0,4.0,4.0,4.0,1.0,4.0,2.0,12.0,42.0,2.0
2013-06,8.0,2.0,3.0,45.0,7.0,4.0,8.0,5.0,39.0,45.0,3.0,1.0,5.0,4.0,16.0,0.0,43.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,3.0,6.0,1.0,10.0,6.0,0.0,1.0,0.0,50.0,2.0,6.0,7.0,8.0,5.0,9.0,21.0,14.0,3.0,2.0,14.0,2.0,0.0,18.0,51.0,15.0,1.0,4.0,15.0,11.0,2.0,11.0,0.0,1.0,0.0,4.0,0.0,17.0,2.0,5.0,0.0,0.0,2.0,14.0,14.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,49.0,0.0,0.0,68.0,0.0,2.0,1.0,0.0,10.0,0.0,15.0,4.0,4.0,4.0,1.0,4.0,2.0,12.0,42.0,2.0
2013-07,8.0,2.0,3.0,45.0,7.0,4.0,8.0,5.0,39.0,45.0,3.0,1.0,5.0,4.0,16.0,0.0,43.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,3.0,6.0,1.0,10.0,6.0,0.0,1.0,0.0,50.0,2.0,6.0,7.0,8.0,5.0,9.0,21.0,14.0,3.0,2.0,14.0,2.0,0.0,18.0,51.0,15.0,1.0,4.0,15.0,11.0,2.0,11.0,0.0,1.0,0.0,4.0,0.0,17.0,2.0,5.0,0.0,0.0,2.0,14.0,14.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,49.0,0.0,0.0,68.0,0.0,2.0,1.0,0.0,10.0,0.0,15.0,4.0,4.0,4.0,1.0,4.0,2.0,12.0,42.0,2.0
2013-08,8.0,2.0,3.0,45.0,7.0,4.0,8.0,5.0,39.0,45.0,3.0,1.0,5.0,4.0,16.0,0.0,43.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,3.0,6.0,1.0,10.0,6.0,0.0,1.0,0.0,50.0,2.0,6.0,7.0,8.0,5.0,9.0,21.0,14.0,3.0,2.0,14.0,2.0,0.0,18.0,51.0,15.0,1.0,4.0,15.0,11.0,2.0,11.0,0.0,1.0,0.0,4.0,0.0,17.0,2.0,5.0,0.0,0.0,2.0,14.0,14.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,49.0,0.0,0.0,68.0,0.0,2.0,1.0,0.0,10.0,0.0,15.0,4.0,4.0,4.0,1.0,4.0,2.0,12.0,42.0,2.0
2013-09,6.0,3.0,3.0,46.0,5.0,2.0,9.0,2.0,38.0,39.0,2.0,0.0,5.0,3.0,10.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,7.0,0.0,1.0,0.0,49.0,7.0,5.0,4.0,7.0,11.0,13.0,15.0,4.0,0.0,2.0,10.0,0.0,0.0,5.0,79.0,0.0,0.0,4.0,6.0,7.0,2.0,9.0,0.0,0.0,13.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,73.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,18.0,46.0,0.0
2013-10,6.0,3.0,3.0,46.0,5.0,2.0,9.0,2.0,38.0,39.0,2.0,0.0,5.0,3.0,10.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,7.0,0.0,1.0,0.0,49.0,7.0,5.0,4.0,7.0,11.0,13.0,15.0,4.0,0.0,2.0,10.0,0.0,0.0,5.0,79.0,0.0,0.0,4.0,6.0,7.0,2.0,9.0,0.0,0.0,13.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,73.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,18.0,46.0,0.0
2013-11,6.0,3.0,3.0,46.0,5.0,2.0,9.0,2.0,38.0,39.0,2.0,0.0,5.0,3.0,10.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,7.0,0.0,1.0,0.0,49.0,7.0,5.0,4.0,7.0,11.0,13.0,15.0,4.0,0.0,2.0,10.0,0.0,0.0,5.0,79.0,0.0,0.0,4.0,6.0,7.0,2.0,9.0,0.0,0.0,13.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,73.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,18.0,46.0,0.0
2013-12,6.0,3.0,3.0,46.0,5.0,2.0,9.0,2.0,38.0,39.0,2.0,0.0,5.0,3.0,10.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,7.0,0.0,1.0,0.0,49.0,7.0,5.0,4.0,7.0,11.0,13.0,15.0,4.0,0.0,2.0,10.0,0.0,0.0,5.0,79.0,0.0,0.0,4.0,6.0,7.0,2.0,9.0,0.0,0.0,13.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,73.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,18.0,46.0,0.0
2013-13,6.0,3.0,3.0,46.0,5.0,2.0,9.0,2.0,38.0,39.0,2.0,0.0,5.0,3.0,10.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,7.0,0.0,1.0,0.0,49.0,7.0,5.0,4.0,7.0,11.0,13.0,15.0,4.0,0.0,2.0,10.0,0.0,0.0,5.0,79.0,0.0,0.0,4.0,6.0,7.0,2.0,9.0,0.0,0.0,13.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,5.0,7.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,73.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,18.0,46.0,0.0
2013-14,4.0,2.0,0.0,58.0,4.0,0.0,0.0,3.0,24.0,33.0,2.0,0.0,5.0,2.0,6.0,2.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,39.0,4.0,2.0,4.0,5.0,12.0,12.0,17.0,7.0,0.0,3.0,12.0,0.0,0.0,5.0,45.0,0.0,1.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,66.0,0.0,0.0,68.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,8.0,35.0,1.0
2013-15,4.0,2.0,0.0,58.0,4.0,0.0,0.0,3.0,24.0,33.0,2.0,0.0,5.0,2.0,6.0,2.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,39.0,4.0,2.0,4.0,5.0,12.0,12.0,17.0,7.0,0.0,3.0,12.0,0.0,0.0,5.0,45.0,0.0,1.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,66.0,0.0,0.0,68.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,8.0,35.0,1.0
2013-16,4.0,2.0,0.0,58.0,4.0,0.0,0.0,3.0,24.0,33.0,2.0,0.0,5.0,2.0,6.0,2.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,39.0,4.0,2.0,4.0,5.0,12.0,12.0,17.0,7.0,0.0,3.0,12.0,0.0,0.0,5.0,45.0,0.0,1.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,66.0,0.0,0.0,68.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,8.0,35.0,1.0
2013-17,4.0,2.0,0.0,58.0,4.0,0.0,0.0,3.0,24.0,33.0,2.0,0.0,5.0,2.0,6.0,2.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,39.0,4.0,2.0,4.0,5.0,12.0,12.0,17.0,7.0,0.0,3.0,12.0,0.0,0.0,5.0,45.0,0.0,1.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,66.0,0.0,0.0,68.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,8.0,35.0,1.0
2013-18,3.0,0.0,2.0,48.0,2.0,0.0,6.0,0.0,11.0,26.0,1.0,0.0,4.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,31.0,4.0,1.0,3.0,2.0,7.0,9.0,13.0,0.0,1.0,2.0,9.0,0.0,0.0,16.0,30.0,11.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,44.0,0.0
2013-19,3.0,0.0,2.0,48.0,2.0,0.0,6.0,0.0,11.0,26.0,1.0,0.0,4.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,31.0,4.0,1.0,3.0,2.0,7.0,9.0,13.0,0.0,1.0,2.0,9.0,0.0,0.0,16.0,30.0,11.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,44.0,0.0
2013-20,3.0,0.0,2.0,48.0,2.0,0.0,6.0,0.0,11.0,26.0,1.0,0.0,4.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,31.0,4.0,1.0,3.0,2.0,7.0,9.0,13.0,0.0,1.0,2.0,9.0,0.0,0.0,16.0,30.0,11.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,44.0,0.0
2013-21,3.0,0.0,2.0,48.0,2.0,0.0,6.0,0.0,11.0,26.0,1.0,0.0,4.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,31.0,4.0,1.0,3.0,2.0,7.0,9.0,13.0,0.0,1.0,2.0,9.0,0.0,0.0,16.0,30.0,11.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,44.0,0.0
2013-22,3.0,0.0,0.0,42.0,2.0,0.0,4.0,2.0,16.0,23.0,1.0,0.0,5.0,1.0,4.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,3.0,5.0,9.0,5.0,4.0,0.0,4.0,6.0,0.0,0.0,11.0,27.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,42.0,0.0,0.0,74.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,22.0,0.0
2013-23,3.0,0.0,0.0,42.0,2.0,0.0,4.0,2.0,16.0,23.0,1.0,0.0,5.0,1.0,4.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,3.0,5.0,9.0,5.0,4.0,0.0,4.0,6.0,0.0,0.0,11.0,27.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,42.0,0.0,0.0,74.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,22.0,0.0
2013-24,3.0,0.0,0.0,42.0,2.0,0.0,4.0,2.0,16.0,23.0,1.0,0.0,5.0,1.0,4.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,3.0,5.0,9.0,5.0,4.0,0.0,4.0,6.0,0.0,0.0,11.0,27.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,42.0,0.0,0.0,74.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,22.0,0.0
2013-25,3.0,0.0,0.0,42.0,2.0,0.0,4.0,2.0,16.0,23.0,1.0,0.0,5.0,1.0,4.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,3.0,5.0,9.0,5.0,4.0,0.0,4.0,6.0,0.0,0.0,11.0,27.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,42.0,0.0,0.0,74.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,22.0,0.0
2013-26,3.0,0.0,0.0,42.0,2.0,0.0,4.0,2.0,16.0,23.0,1.0,0.0,5.0,1.0,4.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,3.0,5.0,9.0,5.0,4.0,0.0,4.0,6.0,0.0,0.0,11.0,27.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,42.0,0.0,0.0,74.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,22.0,0.0
2013-27,3.0,0.0,0.0,39.0,2.0,2.0,2.0,2.0,14.0,23.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,20.0,3.0,0.0,3.0,3.0,4.0,11.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,5.0,29.0,5.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,31.0,3.0
2013-28,3.0,0.0,0.0,39.0,2.0,2.0,2.0,2.0,14.0,23.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,20.0,3.0,0.0,3.0,3.0,4.0,11.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,5.0,29.0,5.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,31.0,3.0
2013-29,3.0,0.0,0.0,39.0,2.0,2.0,2.0,2.0,14.0,23.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,20.0,3.0,0.0,3.0,3.0,4.0,11.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,5.0,29.0,5.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,31.0,3.0
2013-30,3.0,0.0,0.0,39.0,2.0,2.0,2.0,2.0,14.0,23.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,20.0,3.0,0.0,3.0,3.0,4.0,11.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,5.0,29.0,5.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,31.0,3.0
