date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,2018 flu,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,sc flu,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,flu in sc,get over the flu,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature
2012-48,34.0,28.0,28.0,28.0,28.0,0.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,5.0,4.0,63.0,26.0,2.0,0.0,0.0,34.0,2.0,0.0,34.0,6.0,28.0,3.0,11.0,0.0,46.0,0.0,19.0,8.0,54.0,60.0,24.0,36.0,2.0,48.0,0.0,0.0,42.0,21.0,21.0,0.0,0.0,71.0,24.0,0.0,18.0,0.0,18.0,64.0,71.0,36.0,0.0,0.0,12.0,24.0,24.0,30.0,61.0,69.0,41.0,8.0,0.0,0.0,69.0,1.0,0.0,60.0,23.0,15.0,6.0,6.0,39.0,6.0,15.0,10.0,63.0,2.0,6.0,34.0,0.0,37.0,0.0,6.0,33.0,6.0,59.0,29.0,0.0,52.0,9.0,72.0
2012-49,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2012-50,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2012-51,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2012-52,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,17.0,12.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,75.0,0.0,0.0,58.0,0.0,15.0,0.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2013-01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-02,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-03,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-04,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-06,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-07,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-08,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-09,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-11,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-12,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,0.0,9.0,0.0,0.0,6.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,15.0,58.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,9.0,0.0,0.0,24.0,0.0,12.0,0.0,66.0
2013-15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0
2013-16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0
2013-17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0
2013-18,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,66.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0
2013-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,10.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2013-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,10.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2013-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,10.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2013-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,10.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,65.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2013-23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,70.0,0.0,13.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0
2013-24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,70.0,0.0,13.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0
2013-25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,70.0,0.0,13.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0
2013-26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,70.0,0.0,13.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0
2013-27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,70.0,0.0,13.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0
2013-28,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,40.0,0.0,0.0,0.0,0.0,16.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,64.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,36.0
2013-29,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,13.0,40.0,0.0,0.0,0.0,0.0,16.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,64.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,36.0
