date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,signs of flu,flu test,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,tamiflu,treatment for flu,taking temperature,exposed to flu,flu length,flu alabama,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu in alabama,flu complications,signs of the flu,how to get rid of the flu,body temperature
2012-45,28.0,0.0,39.0,39.0,0.0,7.0,7.0,10.0,13.0,35.0,35.0,0.0,26.0,1.0,3.0,45.0,18.0,2.0,0.0,0.0,27.0,4.0,0.0,32.0,10.0,18.0,36.0,9.0,0.0,21.0,0.0,39.0,21.0,14.0,34.0,61.0,14.0,0.0,0.0,3.0,1.0,35.0,24.0,0.0,0.0,12.0,0.0,12.0,18.0,40.0,16.0,11.0,11.0,16.0,0.0,0.0,31.0,14.0,19.0,29.0,24.0,24.0,16.0,4.0,34.0,0.0,72.0,1.0,0.0,30.0,8.0,8.0,38.0,0.0,29.0,6.0,8.0,31.0,1.0,0.0,1.0,0.0,13.0,66.0,2.0,3.0,11.0,3.0,3.0,8.0,22.0,6.0,25.0,0.0,81.0
2012-46,28.0,0.0,39.0,39.0,0.0,7.0,7.0,10.0,13.0,35.0,35.0,0.0,26.0,1.0,3.0,45.0,18.0,2.0,0.0,0.0,27.0,4.0,0.0,32.0,10.0,18.0,36.0,9.0,0.0,21.0,0.0,39.0,21.0,14.0,34.0,61.0,14.0,0.0,0.0,3.0,1.0,35.0,24.0,0.0,0.0,12.0,0.0,12.0,18.0,40.0,16.0,11.0,11.0,16.0,0.0,0.0,31.0,14.0,19.0,29.0,24.0,24.0,16.0,4.0,34.0,0.0,72.0,1.0,0.0,30.0,8.0,8.0,38.0,0.0,29.0,6.0,8.0,31.0,1.0,0.0,1.0,0.0,13.0,66.0,2.0,3.0,11.0,3.0,3.0,8.0,22.0,6.0,25.0,0.0,81.0
2012-47,28.0,0.0,39.0,39.0,0.0,7.0,7.0,10.0,13.0,35.0,35.0,0.0,26.0,1.0,3.0,45.0,18.0,2.0,0.0,0.0,27.0,4.0,0.0,32.0,10.0,18.0,36.0,9.0,0.0,21.0,0.0,39.0,21.0,14.0,34.0,61.0,14.0,0.0,0.0,3.0,1.0,35.0,24.0,0.0,0.0,12.0,0.0,12.0,18.0,40.0,16.0,11.0,11.0,16.0,0.0,0.0,31.0,14.0,19.0,29.0,24.0,24.0,16.0,4.0,34.0,0.0,72.0,1.0,0.0,30.0,8.0,8.0,38.0,0.0,29.0,6.0,8.0,31.0,1.0,0.0,1.0,0.0,13.0,66.0,2.0,3.0,11.0,3.0,3.0,8.0,22.0,6.0,25.0,0.0,81.0
2012-48,28.0,0.0,39.0,39.0,0.0,7.0,7.0,10.0,13.0,35.0,35.0,0.0,26.0,1.0,3.0,45.0,18.0,2.0,0.0,0.0,27.0,4.0,0.0,32.0,10.0,18.0,36.0,9.0,0.0,21.0,0.0,39.0,21.0,14.0,34.0,61.0,14.0,0.0,0.0,3.0,1.0,35.0,24.0,0.0,0.0,12.0,0.0,12.0,18.0,40.0,16.0,11.0,11.0,16.0,0.0,0.0,31.0,14.0,19.0,29.0,24.0,24.0,16.0,4.0,34.0,0.0,72.0,1.0,0.0,30.0,8.0,8.0,38.0,0.0,29.0,6.0,8.0,31.0,1.0,0.0,1.0,0.0,13.0,66.0,2.0,3.0,11.0,3.0,3.0,8.0,22.0,6.0,25.0,0.0,81.0
2012-49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,4.0,0.0,12.0,5.0,0.0,0.0,5.0,0.0,77.0,0.0,0.0,16.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,47.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,47.0
2012-50,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,4.0,0.0,12.0,5.0,0.0,0.0,5.0,0.0,77.0,0.0,0.0,16.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,47.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,47.0
2012-51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,4.0,0.0,12.0,5.0,0.0,0.0,5.0,0.0,77.0,0.0,0.0,16.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,47.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,47.0
2012-52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,4.0,0.0,12.0,5.0,0.0,0.0,5.0,0.0,77.0,0.0,0.0,16.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,47.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,47.0
2013-01,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-02,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-03,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-04,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-05,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-06,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-07,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-08,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-09,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-10,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-11,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-12,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-13,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-14,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,37.0,0.0,19.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,24.0,10.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,10.0,22.0,0.0,4.0,0.0,9.0,0.0,69.0,0.0,0.0,36.0,9.0,9.0,9.0,7.0,10.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,40.0,0.0,12.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,39.0
2013-15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,19.0,0.0,0.0,0.0,1.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,63.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,48.0
2013-16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,19.0,0.0,0.0,0.0,1.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,63.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,48.0
2013-17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,19.0,0.0,0.0,0.0,1.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,63.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,48.0
2013-18,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,19.0,0.0,0.0,0.0,1.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,63.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,48.0
2013-19,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2013-20,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2013-21,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2013-22,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2013-23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,8.0,10.0,0.0,0.0,4.0,0.0,66.0,0.0,0.0,50.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2013-24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,8.0,10.0,0.0,0.0,4.0,0.0,66.0,0.0,0.0,50.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2013-25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,8.0,10.0,0.0,0.0,4.0,0.0,66.0,0.0,0.0,50.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2013-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,8.0,10.0,0.0,0.0,4.0,0.0,66.0,0.0,0.0,50.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
