date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu connecticut,flu headache,flu vs. cold,ct flu,high fever,cvs flu shot,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu in ct,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu clinic,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature
2015-04-01,10,46,0,0,0,0,0,0,7,27,27,0,0,0,56,6,4,0,0,9,9,0,13,0,7,15,15,0,15,19,38,10,14,3,0,1,0,0,0,0,0,2,0,0,7,61,10,0,0,0,21,0,0,2,43,0,0,0,0,17,8,18,5,0,9,0,10,0,0,12,0,6,15,19,39,0,19,0,13,13,0,5,0,0,5,59,0,4,7,0,22,11,0,0,9,9,31
2015-05-01,8,0,0,0,0,0,0,0,0,0,0,0,28,0,44,2,3,0,0,5,2,0,4,0,6,16,0,0,0,0,20,0,29,0,0,0,4,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,42,0,0,9,0,9,9,14,0,0,5,0,15,0,10,0,0,0,12,0,30,0,20,0,0,0,0,0,0,0,8,61,4,0,4,0,0,0,11,0,0,0,73
2015-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0,0,3,3,0,0,0,0,0,0,0,15,0,33,9,9,0,0,1,3,0,0,0,20,0,2,0,2,20,0,0,0,20,0,20,0,0,35,1,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,6,12,0,0,0,19,0,0,0,0,0,0,5,0,37,0,4,0,0,0,0,0,0,0,9,26
2015-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,2,0,1,1,3,0,7,0,7,21,0,0,0,9,17,9,26,0,0,1,2,0,0,18,0,2,0,0,2,28,0,0,0,0,0,0,19,1,36,1,0,15,0,8,0,8,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,5,0,33,0,3,0,0,0,0,10,8,0,0,41
2015-08-01,5,0,0,0,0,0,0,0,6,0,25,0,25,0,39,2,3,0,1,4,1,0,3,3,0,28,0,0,0,9,31,0,13,0,1,0,3,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,0,1,37,0,0,0,0,8,0,0,0,0,25,0,9,0,0,5,0,0,16,0,18,0,18,0,0,0,0,0,0,0,5,33,0,3,0,0,10,0,0,0,0,0,62
2015-09-01,13,0,0,0,0,0,0,0,6,23,23,0,0,0,48,3,2,0,0,6,5,0,6,0,3,26,0,0,0,0,16,8,20,2,0,0,19,0,0,0,0,0,2,0,11,17,0,0,0,0,0,0,0,0,41,0,0,21,0,14,14,8,4,0,34,0,0,0,0,5,0,10,22,0,0,0,0,0,0,32,0,5,0,9,0,30,0,6,3,0,18,0,0,0,0,0,86
2015-10-01,33,0,0,37,0,0,0,5,14,21,0,0,0,0,58,4,1,0,0,13,7,0,7,0,7,18,0,0,12,0,23,0,26,0,1,0,56,0,0,0,16,2,0,0,24,8,28,0,0,0,0,0,16,1,41,0,0,0,0,13,0,4,7,0,51,8,24,0,0,5,0,14,16,0,0,0,15,10,0,20,0,4,0,13,13,46,0,6,3,0,35,0,9,0,14,7,64
2015-11-01,15,0,0,0,0,0,0,5,5,0,22,0,22,0,57,2,2,0,1,10,5,0,4,3,12,18,0,0,12,8,19,0,30,0,1,0,24,0,0,32,0,2,0,0,7,16,24,0,0,0,0,0,0,0,32,0,1,7,0,27,0,15,4,0,18,0,20,0,8,0,0,12,5,0,0,0,39,0,0,20,0,9,0,9,11,57,0,3,6,9,18,18,0,7,0,0,68
2015-12-01,12,0,0,0,0,0,5,8,8,0,0,0,0,0,56,3,1,0,0,8,12,0,6,3,6,48,0,0,12,0,52,0,37,0,0,0,13,0,0,32,0,2,2,0,6,24,20,8,0,0,0,0,0,2,35,0,0,7,0,13,0,25,4,0,18,0,12,0,0,0,0,16,11,0,23,0,15,0,15,15,0,0,0,9,6,49,0,6,7,9,9,9,9,0,0,7,63
2016-01-01,11,0,0,0,0,0,0,4,8,0,0,0,0,0,71,7,2,0,0,9,7,0,13,4,13,23,9,0,0,6,20,6,28,1,0,1,9,0,0,12,0,0,2,0,6,33,0,0,0,0,12,0,0,0,40,0,0,20,0,35,15,16,8,5,19,6,9,0,0,0,0,9,17,0,12,0,17,0,0,15,8,0,3,10,5,73,0,6,0,0,7,7,13,0,11,0,37
2016-02-01,15,28,0,0,0,0,0,6,8,0,24,0,16,0,67,12,8,0,1,13,9,0,24,0,7,37,0,0,18,6,43,17,34,1,2,1,7,0,0,0,12,3,1,0,7,37,0,0,0,0,0,12,25,2,41,0,0,0,0,20,0,44,8,3,16,6,30,0,0,7,0,9,16,0,12,12,29,0,0,23,0,3,0,10,16,72,0,7,5,0,7,0,0,5,8,0,50
2016-03-01,22,26,26,0,0,0,0,4,10,23,0,0,15,0,73,16,5,0,0,21,17,0,32,5,16,78,9,0,9,5,54,14,43,1,2,1,3,0,0,11,23,4,1,0,17,29,6,6,0,0,0,0,23,2,41,0,0,5,5,19,29,62,13,8,3,0,45,6,6,7,0,28,18,11,39,0,0,7,11,40,7,5,3,12,25,81,0,4,10,13,0,13,6,15,5,5,61
2016-04-01,14,0,0,0,0,0,0,4,10,16,16,0,16,0,58,5,4,0,0,10,8,0,10,2,8,37,0,0,0,11,34,0,46,2,2,0,2,0,12,12,0,4,2,0,8,9,0,0,0,0,0,0,25,2,40,0,0,10,0,5,15,14,8,3,5,12,18,0,0,4,0,19,16,0,12,24,0,0,0,19,0,3,0,5,10,81,0,3,4,0,7,7,0,5,5,5,48
2016-05-01,8,0,0,0,0,0,0,0,8,0,16,0,16,0,42,2,5,0,0,5,5,0,4,2,3,9,9,0,9,0,48,0,14,0,0,0,1,0,0,0,0,0,0,0,6,18,0,0,0,0,0,12,0,0,28,0,0,25,0,10,0,22,0,0,5,0,6,0,0,0,0,7,21,11,11,0,0,0,0,11,0,3,0,6,3,42,0,4,3,0,0,7,13,5,5,0,45
2016-06-01,5,0,0,0,0,0,0,0,0,34,0,0,0,0,33,0,1,0,0,3,3,0,0,0,2,10,0,0,0,0,33,6,12,0,1,0,1,0,0,0,0,0,0,0,2,42,0,6,0,0,0,0,0,1,29,0,0,0,0,16,0,6,0,0,0,0,6,0,0,0,0,4,4,12,25,0,25,0,0,8,0,0,3,3,4,36,0,7,2,7,0,0,0,0,0,0,34
2016-07-01,4,0,0,0,0,0,0,4,0,17,0,0,0,0,37,3,1,0,0,2,1,0,7,0,2,9,0,0,0,0,41,0,18,0,0,0,2,0,0,0,0,1,0,0,2,28,6,0,0,0,0,0,13,1,26,0,0,10,0,5,0,6,0,3,3,0,0,0,0,0,0,7,7,0,0,0,24,0,0,8,8,5,0,3,0,30,0,0,0,0,0,0,0,0,0,0,38
2016-08-01,4,0,0,0,0,0,0,4,13,34,17,0,0,1,33,2,1,0,0,2,1,0,5,0,2,24,0,0,0,6,24,0,27,0,0,0,2,0,0,13,0,1,0,0,3,19,13,6,0,0,0,0,0,1,34,0,0,5,0,5,0,0,0,0,17,0,0,0,0,4,0,0,13,0,0,12,24,0,0,0,0,0,0,3,0,29,0,2,0,0,0,7,0,0,0,0,45
2016-09-01,13,0,0,0,0,0,0,0,16,16,16,0,0,0,71,2,3,0,0,6,4,0,4,0,3,14,0,0,0,6,34,0,20,1,1,0,25,0,0,0,12,1,0,0,5,36,9,0,0,0,0,0,0,1,36,0,0,15,0,20,5,14,0,5,32,0,6,6,0,3,0,7,15,0,17,0,11,8,0,15,0,3,0,3,3,40,0,3,5,7,26,7,0,0,0,0,55
2016-10-01,21,0,0,0,0,0,0,0,8,15,0,0,0,0,54,5,3,0,0,12,6,0,9,0,4,61,0,0,17,5,16,5,40,1,1,1,42,0,0,0,0,1,1,0,13,35,38,0,0,0,0,0,35,1,32,0,0,5,0,24,5,13,8,5,49,0,6,0,0,7,0,8,12,11,0,0,22,0,0,7,0,0,0,12,3,58,0,2,5,0,44,12,0,5,0,5,71
2016-11-01,17,0,0,0,0,4,0,4,10,15,0,0,0,1,53,6,3,0,0,6,6,0,12,0,9,17,0,0,9,0,29,5,37,1,0,1,32,0,0,0,0,2,2,0,8,29,17,9,0,0,0,12,12,1,30,0,0,14,0,19,5,18,8,0,13,6,8,0,6,0,0,7,10,0,16,11,11,0,7,11,0,3,0,9,5,76,0,5,6,6,25,12,0,0,0,0,58
2016-12-01,20,0,0,25,0,0,4,4,4,0,0,0,15,0,60,7,2,0,1,14,9,0,13,6,9,42,8,0,12,0,77,5,23,1,2,0,18,0,11,0,11,1,1,0,10,19,22,6,0,0,0,11,0,1,31,1,0,5,0,9,5,50,5,7,10,5,43,0,5,6,0,14,24,11,32,0,11,0,35,35,0,9,3,9,24,81,2,3,4,6,6,12,12,0,5,0,39
2017-01-01,27,25,25,25,0,4,4,0,9,15,29,0,22,0,71,17,6,0,0,20,12,0,34,4,17,45,8,0,8,10,61,18,26,2,1,1,14,0,0,33,0,2,3,0,13,33,8,8,0,0,0,22,0,1,38,1,0,5,5,32,27,61,12,5,27,5,40,0,0,14,0,28,24,10,42,0,10,0,24,27,10,0,3,10,22,89,2,2,7,6,0,47,0,0,14,0,50
2017-02-01,25,0,0,26,0,0,6,8,16,0,31,0,46,0,65,16,9,0,0,21,18,0,33,4,14,61,0,0,9,5,68,8,33,3,1,0,9,0,0,0,35,1,2,0,12,41,6,15,0,0,0,12,59,1,27,0,0,19,0,43,29,52,18,8,10,11,48,0,0,15,0,25,23,22,39,11,22,7,18,29,15,3,3,8,27,75,2,4,6,0,0,25,19,5,10,10,92
2017-03-01,13,0,24,0,0,3,3,3,7,0,27,0,27,0,56,9,2,0,0,14,12,0,17,5,20,67,0,0,20,5,24,10,41,0,1,1,3,0,0,0,31,1,3,0,6,29,0,0,0,0,0,0,21,1,32,0,0,4,0,9,9,21,9,2,9,0,18,5,5,7,0,24,12,0,30,10,10,13,0,42,7,3,3,7,10,55,2,0,4,0,0,0,6,5,0,0,61
2017-04-01,10,0,0,25,0,4,4,0,6,15,0,0,0,0,57,9,7,0,0,11,6,0,18,4,5,42,0,0,8,0,29,5,37,1,1,1,1,0,0,11,0,2,1,0,2,36,0,0,0,0,0,0,0,1,37,0,0,5,0,5,0,13,3,0,8,5,14,0,0,5,0,6,21,0,21,0,11,14,7,14,7,3,0,5,8,57,2,3,6,0,0,6,0,5,0,0,68
2017-05-01,6,0,26,0,0,0,0,0,8,15,15,0,0,0,50,2,4,0,0,4,3,0,4,0,3,30,0,0,9,0,21,5,26,0,1,0,1,0,0,11,0,0,0,0,2,23,0,6,0,0,0,0,0,1,34,0,0,0,0,0,5,10,3,0,3,0,5,0,0,0,0,6,16,11,11,0,21,0,0,14,0,0,0,3,3,62,0,3,2,0,6,6,0,0,5,0,52
2017-06-01,4,0,0,0,0,0,0,0,4,32,16,0,0,0,39,2,3,0,0,2,3,0,3,0,2,9,0,0,0,6,23,0,31,0,1,0,2,0,0,0,0,1,3,0,1,33,0,0,0,0,0,0,0,1,24,0,0,10,0,15,5,8,0,3,5,0,0,0,0,0,0,7,16,11,0,0,17,0,0,8,0,0,0,5,0,45,0,0,2,0,0,0,7,0,0,5,42
2017-07-01,4,0,0,0,0,0,4,4,8,0,0,0,0,0,34,2,2,0,0,2,2,0,3,0,0,9,0,0,0,0,35,0,23,0,1,0,3,0,0,12,0,0,0,0,5,25,0,0,0,13,0,0,0,1,27,1,0,0,5,21,0,11,0,0,14,0,6,0,0,0,0,0,9,0,12,0,12,0,0,8,0,0,0,5,3,26,2,0,0,0,0,0,0,0,0,0,24
2017-08-01,6,0,0,0,0,0,0,0,10,16,0,0,0,0,33,1,1,0,0,4,2,0,2,0,3,13,0,0,0,0,22,6,20,1,0,0,5,0,0,0,12,3,1,0,0,36,6,0,0,0,12,0,0,1,24,0,0,5,0,5,0,11,0,5,3,0,6,0,0,3,0,3,5,0,11,0,11,0,0,7,0,3,0,3,3,34,0,0,2,6,13,0,0,0,0,0,52
2017-09-01,12,0,0,0,0,0,0,4,15,0,15,0,0,0,50,1,5,0,0,6,4,0,2,0,2,30,0,0,0,0,27,0,13,1,0,0,21,0,0,0,0,1,0,0,6,11,9,0,0,0,0,0,12,2,23,0,0,19,0,14,9,13,3,3,28,0,6,0,6,5,0,7,30,0,11,0,33,0,0,14,7,15,0,9,3,51,0,2,3,0,19,6,0,5,0,0,80
2017-10-01,22,0,0,0,0,0,0,4,18,0,14,0,0,0,46,5,2,0,0,13,6,0,11,0,10,29,0,0,17,0,26,5,23,1,1,0,63,0,11,0,22,1,1,0,12,25,27,0,0,0,0,22,11,2,25,0,0,9,0,13,0,15,5,0,49,0,16,0,0,6,0,3,19,0,10,10,0,7,0,14,0,0,0,9,9,52,0,6,8,0,18,0,0,0,0,0,67
2017-11-01,18,0,0,0,0,4,0,4,14,0,29,0,14,1,67,7,5,0,0,13,9,0,14,2,7,61,0,0,8,0,40,5,23,1,1,0,30,0,0,32,11,3,0,0,12,43,21,8,0,0,0,0,0,2,32,0,0,4,0,13,4,17,7,2,24,0,0,0,0,6,0,9,14,0,20,0,21,0,7,7,20,3,3,14,0,65,0,8,5,0,23,12,6,5,0,0,61
2017-12-01,21,24,0,24,0,0,0,3,11,0,14,0,0,0,86,9,3,0,1,18,15,0,17,4,10,36,8,0,8,5,57,12,32,2,1,1,20,0,0,0,0,2,2,0,16,19,13,0,0,0,0,11,32,1,48,0,0,13,4,13,9,36,5,0,33,5,18,0,5,8,0,21,21,10,25,20,10,10,10,10,27,0,0,13,10,85,2,6,5,11,6,11,11,0,9,5,55
2018-01-01,96,46,57,0,0,3,7,7,67,13,0,0,100,2,100,34,7,0,1,78,66,0,68,9,79,99,15,0,38,0,75,30,16,5,6,2,55,0,20,100,50,16,3,0,83,33,45,8,0,10,10,41,51,2,42,1,2,17,8,100,54,54,36,11,70,5,81,5,7,27,0,97,36,29,86,14,29,19,35,82,25,19,4,81,45,92,3,11,19,27,38,27,22,13,22,7,81
2018-02-01,100,0,50,38,0,4,7,7,100,29,15,0,66,1,90,51,10,0,1,100,72,0,100,16,89,100,34,0,42,5,90,49,52,3,4,4,52,0,33,99,33,23,7,0,100,58,42,33,0,22,0,22,100,2,56,1,1,18,14,60,55,70,27,2,55,11,100,13,11,40,0,100,43,0,100,42,21,24,42,86,28,3,10,100,55,98,0,4,35,48,12,84,42,48,10,7,82
2018-03-01,24,0,0,0,0,0,3,7,22,13,20,0,27,1,64,12,4,0,0,20,21,0,24,0,28,38,0,0,38,0,42,14,23,2,2,1,6,0,0,10,10,4,3,0,23,23,5,15,0,10,10,20,10,1,46,1,0,17,0,12,17,16,7,0,2,0,12,0,20,16,0,23,17,0,34,10,19,13,19,47,6,3,5,22,7,72,2,3,5,0,16,5,0,13,0,4,44
2018-04-01,17,24,24,0,0,4,4,4,5,14,14,0,28,0,56,10,3,0,0,12,10,0,20,2,9,48,0,0,0,5,64,10,22,3,1,1,3,0,0,10,0,1,0,0,11,26,0,5,0,0,0,32,0,1,41,0,0,13,0,13,22,26,7,0,14,0,15,5,10,8,0,12,20,0,15,10,10,13,7,30,7,3,3,6,8,72,2,7,7,6,0,11,11,9,7,0,60
2018-05-01,6,0,0,0,0,0,0,0,20,0,0,0,0,0,44,3,6,0,0,6,5,0,6,2,12,38,0,0,0,0,24,0,31,1,0,0,3,0,0,0,10,1,1,0,4,20,5,5,0,0,0,0,10,1,38,0,1,8,4,13,0,21,0,7,5,0,15,0,0,3,0,13,13,0,15,0,10,6,10,22,0,0,0,0,8,54,0,5,4,11,0,11,0,9,4,0,42
2018-06-01,5,0,0,0,0,0,0,0,4,0,14,0,0,0,41,2,1,0,0,2,2,0,4,0,2,16,0,0,0,5,27,0,50,1,0,0,2,0,11,0,0,0,0,0,1,21,0,0,0,0,0,11,0,2,29,0,0,13,0,4,9,14,2,2,0,0,5,0,0,0,0,0,15,0,10,0,10,7,0,7,7,0,3,6,3,53,0,2,2,0,6,0,0,0,0,0,30
2018-07-01,5,0,0,0,0,0,0,0,4,14,29,0,0,0,35,2,2,0,0,4,2,0,4,0,3,12,0,0,0,0,18,0,33,0,0,1,2,0,0,11,11,0,0,0,4,27,0,0,0,0,0,0,0,0,27,0,0,18,0,5,0,7,0,0,2,0,5,0,5,0,0,3,16,0,0,0,11,0,0,0,0,0,0,6,3,34,0,2,2,0,0,0,0,0,0,0,26
2018-08-01,7,0,0,0,0,0,0,0,7,14,14,0,0,0,40,2,2,0,0,3,3,0,4,0,2,21,0,0,0,5,31,5,15,0,0,0,4,0,0,0,11,2,0,0,8,39,6,0,0,0,0,0,11,1,33,0,0,14,0,9,9,10,0,0,20,0,0,0,0,3,0,3,14,0,0,0,10,0,0,14,0,0,0,12,0,34,0,0,4,0,0,0,0,0,5,0,45
2018-09-01,18,0,0,0,0,0,0,4,16,14,14,0,0,0,55,3,2,0,0,11,6,0,7,2,8,45,0,0,8,0,33,5,23,1,0,0,32,0,0,11,0,1,1,0,11,35,30,0,0,0,0,0,11,3,39,0,0,18,0,9,0,12,0,5,24,0,5,0,0,6,0,6,15,0,10,0,21,7,7,20,7,3,0,10,3,45,0,2,5,6,29,12,12,5,0,0,73
2018-10-01,39,0,23,23,0,0,3,0,33,14,14,0,0,1,64,7,3,0,1,20,10,0,15,2,7,39,0,0,23,10,36,7,26,1,1,0,100,0,0,20,0,7,2,0,34,28,70,5,0,0,0,0,21,2,33,0,0,17,0,4,0,7,7,2,83,0,10,0,5,10,0,13,24,0,10,10,24,6,0,26,6,6,0,29,6,68,0,6,5,6,100,17,11,0,9,0,74
2018-11-01,22,24,0,0,0,0,3,0,10,14,28,0,0,0,82,5,7,0,0,13,11,0,10,0,5,32,0,0,8,0,29,10,17,1,0,0,41,0,0,21,31,6,1,0,14,26,31,0,0,0,0,0,0,2,36,0,0,4,4,4,0,28,2,0,26,5,5,5,0,12,0,12,17,0,20,10,15,7,0,10,0,3,0,6,3,77,0,4,4,6,28,0,0,0,7,5,62
2018-12-01,25,0,24,24,0,0,0,4,12,28,14,0,14,0,83,20,5,0,0,18,18,0,39,3,15,48,0,0,16,5,57,5,17,2,2,1,22,0,0,10,10,3,1,0,16,21,13,5,0,0,0,11,11,0,21,0,0,13,0,35,9,54,14,5,24,5,44,0,5,11,0,27,24,10,20,10,10,7,10,46,7,0,6,10,24,70,0,5,8,17,11,11,0,9,5,5,48
2019-01-01,46,23,23,23,0,0,0,10,20,20,27,0,27,1,98,27,5,0,0,30,30,0,53,5,21,53,8,0,19,0,68,21,49,2,4,2,23,0,10,20,20,3,2,0,27,40,10,10,0,10,0,10,61,1,38,1,1,8,8,38,25,61,23,2,16,5,59,5,0,30,0,25,16,10,62,10,10,6,19,57,0,3,7,22,33,100,2,4,11,11,22,27,22,4,13,0,92
2019-02-01,43,25,100,99,0,0,4,9,22,15,29,0,36,0,77,32,4,0,0,38,28,0,63,6,24,58,8,0,21,0,100,20,49,4,3,1,16,0,0,22,11,6,4,0,24,50,0,28,0,0,0,22,22,2,37,1,0,9,5,18,32,69,20,0,12,8,80,0,8,27,0,36,25,0,83,21,16,7,31,45,7,3,10,28,44,82,2,8,9,6,36,12,0,22,7,5,65
2019-03-01,28,0,46,35,0,0,0,7,19,27,13,0,27,1,77,19,5,0,0,26,19,0,38,4,20,38,0,0,8,5,59,9,24,1,2,1,8,0,0,30,10,3,0,0,7,25,5,15,0,20,0,10,10,2,32,1,1,21,4,17,21,43,14,2,9,0,47,5,5,22,0,15,23,19,48,0,10,6,13,25,0,5,7,11,26,85,0,2,7,5,16,27,16,7,4,9,49
2019-04-01,16,0,0,0,0,0,0,4,12,28,0,0,0,0,57,11,3,0,0,12,11,0,22,2,16,24,0,0,16,5,59,12,29,1,2,0,4,0,0,21,21,2,2,0,10,39,0,11,0,11,0,21,0,2,40,1,0,9,4,13,22,28,14,0,12,0,28,0,5,15,0,11,27,10,25,0,15,0,20,20,0,3,3,10,16,73,0,2,6,0,0,6,0,5,0,5,64
2019-05-01,8,23,23,0,0,0,0,0,3,14,0,0,0,0,43,3,4,0,0,7,4,0,6,2,7,23,8,0,0,5,26,5,19,1,1,1,3,0,0,0,20,2,0,0,5,26,0,0,0,0,0,0,21,2,35,0,0,4,0,4,4,9,0,5,0,0,8,5,5,4,0,6,19,19,0,0,20,6,6,13,6,3,0,8,4,62,0,4,2,0,0,0,0,7,4,4,42
2019-06-01,6,0,0,0,0,0,4,0,5,15,0,0,14,0,48,3,3,0,0,4,3,0,6,3,3,21,0,0,8,5,41,0,20,1,1,1,1,0,0,11,0,0,0,0,2,19,0,0,0,0,0,0,0,2,21,0,0,9,0,5,5,12,5,5,5,0,11,0,0,3,0,0,13,0,21,0,16,0,7,0,0,0,0,9,6,38,0,0,2,6,0,6,0,0,5,0,38
2019-07-01,5,0,0,0,0,0,0,0,4,14,14,0,0,0,32,2,2,0,0,2,5,0,5,0,2,16,0,0,0,0,30,0,10,0,0,0,1,0,0,0,0,0,1,0,4,43,0,5,0,0,0,0,11,1,23,0,0,0,0,4,0,17,0,0,2,5,5,5,0,5,0,3,22,0,0,0,10,0,7,0,0,3,0,3,3,32,0,0,0,0,0,6,0,0,5,0,50
2019-08-01,6,0,0,0,0,0,0,0,9,14,14,0,0,0,43,2,2,0,0,3,3,0,5,0,0,20,0,0,0,0,22,0,12,0,0,0,4,0,0,0,11,0,0,0,2,29,0,0,0,0,0,0,11,1,30,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,3,17,0,0,0,30,0,0,0,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,61
2019-09-01,19,0,0,23,0,0,0,0,17,20,27,0,0,0,53,5,4,0,1,11,5,0,10,2,5,53,0,0,8,0,31,5,42,1,0,1,36,0,0,0,20,3,2,0,10,25,30,0,0,0,10,0,20,1,37,0,0,17,0,17,8,5,2,0,18,0,10,0,0,0,0,7,20,0,0,0,24,0,6,6,0,3,0,10,5,53,2,4,7,0,27,11,0,4,4,0,57
2019-10-01,39,22,22,0,0,3,0,6,11,13,0,0,0,0,69,6,2,0,0,20,6,0,12,2,9,29,0,0,7,4,31,7,38,1,1,1,97,0,0,19,9,4,2,0,26,19,100,10,0,0,0,10,0,1,37,0,0,8,4,16,0,15,6,2,68,0,18,0,0,10,0,11,16,0,14,0,18,6,6,12,6,3,0,24,10,73,0,4,10,5,56,15,5,4,4,0,54
2019-11-01,28,0,0,0,0,0,3,3,18,20,26,0,13,0,73,6,4,0,0,20,12,0,12,2,14,78,7,0,0,5,41,14,23,1,2,1,51,0,0,29,29,1,2,0,19,25,39,5,0,0,10,0,0,3,30,0,0,4,0,16,4,7,4,4,31,0,7,0,5,11,0,7,18,0,28,0,9,6,12,12,12,4,3,21,4,76,0,2,8,5,26,21,5,9,6,0,64
2019-12-01,31,22,22,0,0,0,3,6,13,25,13,0,25,0,89,24,6,0,1,23,14,0,47,3,16,39,0,0,0,0,69,13,29,1,4,0,28,0,0,19,9,4,2,0,16,21,24,10,0,0,0,29,29,1,29,1,1,0,4,12,16,47,19,4,21,5,65,7,0,15,0,18,16,9,81,0,0,0,27,12,6,3,0,17,36,98,0,4,6,0,5,15,0,10,6,0,27
