date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,flu like symptoms,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,type b flu,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,flu cough,over the counter flu,contagious flu,flu mississippi,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,tamiflu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,type a flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu
2015-07-01,3,0,0,0,0,0,0,0,20,22,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,17,17,0,0,0,0,30,0,54,0,0,18,0,0,0,4,0,0,0,30,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,11,0,0,16,0,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2015-08-01,3,0,0,0,0,0,0,0,19,0,0,0,0,7,28,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,11,0,42,0,0,0,7,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,60,0,0,9,0,0,0,0,20,0,0,0,37,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2015-09-01,8,0,0,0,0,0,0,0,37,0,0,0,0,2,44,4,0,0,0,7,5,5,0,7,0,15,15,0,0,0,0,22,0,41,0,0,0,19,0,0,0,0,0,0,56,0,0,0,0,0,0,13,13,0,0,0,0,0,0,25,0,0,0,0,10,0,14,0,65,0,0,0,0,3,0,6,3,10,0,0,0,0,36,0,18,0,0,0,0,0,0,0,0
2015-10-01,15,0,0,0,0,0,0,35,18,0,0,0,0,0,33,4,2,0,0,12,6,0,0,9,0,15,22,0,0,0,0,21,0,31,0,0,0,70,0,0,0,0,0,0,79,0,0,0,18,0,0,0,0,22,0,0,22,0,31,24,0,0,0,9,9,0,20,0,27,0,0,0,17,3,0,3,5,0,0,9,0,0,11,0,11,0,0,7,14,0,31,0,0
2015-11-01,12,0,44,0,0,0,0,0,36,19,0,0,19,2,54,5,6,0,0,9,12,0,0,9,5,15,15,0,0,0,0,42,0,32,0,0,0,40,0,0,0,0,27,0,53,18,0,0,0,12,0,37,0,0,0,0,22,0,16,16,0,9,9,0,14,0,14,0,21,0,0,0,0,5,0,4,7,0,0,0,0,0,46,0,23,7,7,7,15,0,31,31,0
2015-12-01,9,0,0,0,0,0,0,0,18,0,0,0,0,0,39,6,6,0,0,7,13,0,0,12,0,0,52,0,0,0,0,32,0,24,0,16,16,19,0,0,0,27,0,0,27,0,0,18,0,12,0,12,0,0,0,0,57,8,8,8,8,0,9,10,10,0,28,14,28,0,26,0,17,0,0,5,8,9,0,9,0,0,11,0,11,7,0,0,0,0,0,32,0
2016-01-01,6,0,60,0,0,0,0,12,0,0,0,0,0,3,39,2,3,0,0,4,8,0,0,5,0,0,25,0,0,0,0,11,0,38,11,11,0,6,0,0,0,0,36,0,18,0,0,0,0,8,0,8,8,0,0,0,15,0,11,11,5,0,0,0,0,0,9,0,38,0,0,0,12,0,0,4,4,0,0,0,0,0,8,8,19,5,5,5,5,0,0,21,0
2016-02-01,13,0,30,0,0,0,0,0,0,26,0,13,0,3,52,5,3,0,0,10,11,0,0,11,0,0,25,0,0,14,0,18,0,37,0,16,32,6,0,0,4,18,18,0,0,38,0,25,0,0,0,12,0,0,0,0,15,0,11,22,0,6,0,13,13,0,9,0,19,12,12,0,0,0,0,4,9,6,6,6,0,8,8,8,0,0,5,5,5,0,21,0,21
2016-03-01,14,29,0,0,0,0,0,0,12,0,0,0,0,2,51,9,2,0,0,13,12,3,0,18,3,10,29,0,0,10,0,31,10,26,10,0,10,2,0,0,0,0,35,0,35,12,0,0,0,0,12,8,0,0,0,0,22,0,5,58,5,18,9,12,25,0,27,18,36,11,23,0,0,0,3,3,20,6,6,19,0,0,7,11,22,5,10,10,5,0,21,21,0
2016-04-01,9,0,0,0,0,0,0,0,0,0,0,0,0,3,34,3,9,0,0,9,7,3,0,6,0,15,10,0,0,0,0,21,7,42,0,10,0,2,0,0,0,18,0,0,0,12,0,0,0,8,16,0,16,0,0,0,15,16,11,42,16,6,6,9,9,0,18,0,27,12,12,0,12,2,2,6,8,6,0,13,0,0,0,15,15,0,0,5,0,0,42,42,21
2016-05-01,10,0,0,0,0,0,0,0,12,0,0,0,0,3,38,4,2,0,1,5,7,0,0,8,3,10,10,0,0,0,0,18,15,55,0,0,11,0,0,0,0,0,19,0,19,13,0,0,0,17,9,0,0,0,0,0,16,6,6,33,6,7,0,7,10,0,10,0,29,0,0,0,24,0,0,3,2,0,0,0,0,8,16,0,8,5,0,5,5,0,22,0,0
2016-06-01,4,0,0,0,0,0,0,0,26,0,0,0,0,0,28,2,2,0,0,4,2,0,0,3,0,0,11,0,0,0,0,12,0,46,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,9,0,0,0,16,6,18,18,6,7,0,0,0,0,0,0,35,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,0,0,23,0,0
2016-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,3,0,1,3,2,3,0,0,3,0,0,0,0,0,0,23,0,34,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,4,0,0,0,0,0,0,12,12,27,0,0,0,2,24,0,3,0,0,2,3,0,0,0,0,0,10,0,0,0,0,15,0,11,0,0,0,2,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,24,0,0,0,0,0,0,2,2,0,0,0,0,0,8,0,8,0,0,5,0,0,0,0,0
2016-09-01,9,0,58,0,0,0,0,0,12,25,0,0,0,4,57,3,3,0,0,5,5,3,0,6,3,0,10,0,0,7,0,14,0,31,0,0,0,24,0,0,0,17,17,0,35,12,0,0,0,0,8,8,0,0,0,0,29,0,0,16,0,6,0,0,6,0,9,0,63,0,0,11,0,0,0,2,0,6,0,0,0,0,7,7,15,5,0,9,0,0,41,0,0
2016-10-01,16,0,0,0,0,0,0,0,35,0,0,0,0,1,44,4,4,0,0,14,10,0,0,7,0,10,14,0,0,0,0,17,7,62,0,0,15,42,0,0,2,26,18,0,35,12,0,12,0,12,0,0,8,0,0,0,60,5,10,31,10,0,6,6,25,0,0,0,45,11,11,0,0,0,3,3,4,6,0,0,0,0,8,7,8,0,0,5,10,0,21,20,21
2016-11-01,13,0,29,0,0,0,12,0,23,25,0,0,0,2,38,4,4,0,0,12,10,0,0,7,3,0,19,0,0,7,0,10,7,41,10,10,10,26,0,0,0,17,17,0,17,12,0,0,0,24,0,8,8,0,0,0,15,5,10,36,5,9,0,6,6,9,9,0,36,0,11,0,11,3,0,5,3,6,6,6,0,0,11,7,0,0,0,10,0,0,21,21,0
2016-12-01,12,0,0,0,0,0,0,0,0,24,0,12,12,2,53,8,4,0,0,15,10,0,0,16,0,0,9,9,0,0,0,37,0,30,10,10,10,12,0,0,0,17,0,0,17,0,0,0,0,19,0,8,0,0,0,14,14,15,10,65,20,6,6,21,9,0,9,9,17,11,11,0,33,2,2,3,9,0,6,18,0,0,14,11,7,0,0,5,5,0,20,20,20
2017-01-01,19,0,0,0,0,0,0,21,11,0,0,23,0,1,60,14,7,0,1,17,16,0,0,29,4,9,18,0,0,6,0,32,6,66,9,9,9,7,0,0,2,0,16,0,16,11,0,11,0,11,0,15,7,0,0,13,13,0,24,24,9,14,6,11,14,0,0,0,16,10,0,0,0,2,6,5,13,6,6,6,0,0,14,7,14,7,7,4,0,0,38,0,38
2017-02-01,35,0,28,0,0,0,0,11,34,12,0,24,0,1,51,25,4,0,1,39,30,3,0,50,9,9,28,9,0,7,0,57,7,55,0,10,30,18,0,0,8,51,0,0,17,12,0,29,0,38,15,11,0,0,0,14,57,15,60,25,15,12,6,18,12,0,35,9,69,11,60,0,11,3,4,11,53,0,0,24,0,14,18,29,0,9,5,9,9,0,20,0,40
2017-03-01,20,25,38,0,0,0,10,10,20,0,0,0,0,1,47,5,5,0,0,19,14,0,0,10,3,0,8,17,0,6,0,30,6,41,9,27,18,5,0,2,2,15,15,0,23,26,0,11,11,14,7,28,7,13,0,13,26,0,5,32,0,8,16,24,19,0,31,0,24,0,20,0,0,2,2,2,16,0,0,27,0,10,13,39,7,0,0,13,4,0,45,18,0
2017-04-01,10,0,27,0,0,0,0,0,11,0,0,12,0,2,38,3,4,0,0,9,7,3,0,7,3,0,14,0,0,0,0,10,13,19,0,10,0,0,0,0,0,16,0,0,16,0,0,11,0,0,0,7,0,0,0,14,14,10,20,20,10,0,6,12,6,0,8,0,25,11,0,0,0,0,0,3,14,6,0,0,0,0,0,7,11,4,0,7,0,0,0,39,19
2017-05-01,6,0,0,0,0,0,0,0,11,12,0,12,0,3,27,1,1,0,1,5,5,3,0,3,0,9,19,0,0,7,0,27,7,35,0,0,0,2,0,0,0,0,17,0,34,0,0,0,0,15,0,8,8,0,0,14,14,0,5,10,0,0,0,6,6,0,9,0,17,11,11,0,11,0,0,2,5,6,0,6,0,0,0,0,7,0,0,0,5,0,0,20,0
2017-06-01,4,0,0,0,0,0,0,0,12,13,0,0,0,0,27,2,1,0,0,2,4,3,0,5,3,0,0,0,0,0,0,14,0,36,10,10,0,2,0,0,0,0,35,0,18,12,0,0,12,16,8,8,0,15,0,0,15,0,0,16,0,6,6,9,6,0,0,9,32,0,11,0,11,0,2,2,2,0,0,6,0,0,11,8,7,0,0,5,0,0,0,42,0
2017-07-01,4,0,0,0,0,0,0,0,0,13,0,0,0,1,14,1,3,0,0,3,4,0,0,3,0,0,19,0,0,0,0,17,0,21,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,8,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,6,0,0,0,0,8,8,15,0,5,0,10,0,0,0,21
2017-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,3,0,0,5,4,0,0,3,0,0,17,0,0,0,0,16,0,19,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,0,0,5,0,6,0,6,0,0,12,0,32,0,0,0,0,2,0,2,5,0,0,6,0,0,0,0,7,0,0,0,0,0,18,0,0
2017-09-01,12,0,0,0,0,0,0,0,27,0,0,0,0,2,38,2,3,0,0,9,6,0,0,4,3,0,18,0,0,0,0,16,6,33,0,10,0,30,0,0,0,16,32,0,32,11,0,0,0,0,7,0,0,0,0,0,41,0,0,24,5,6,6,6,11,0,0,8,29,0,0,0,0,2,0,0,6,11,6,0,0,0,0,7,7,0,4,9,0,0,0,0,0
2017-10-01,16,0,51,0,0,0,0,10,15,11,0,11,0,2,38,6,3,0,0,17,11,3,0,12,0,9,21,0,0,6,0,12,6,59,0,9,9,54,0,0,2,0,15,0,31,0,0,11,0,21,0,25,0,0,0,0,26,0,9,9,5,5,5,5,8,0,16,0,48,0,15,0,0,2,2,2,8,0,0,5,0,0,7,7,7,0,0,4,0,0,55,18,0
2017-11-01,24,0,0,0,0,0,0,0,21,0,0,11,0,1,56,12,3,0,0,24,17,3,0,24,4,9,26,0,0,6,0,43,25,55,0,14,9,27,0,0,0,39,23,0,0,11,0,11,11,11,11,7,0,13,0,0,52,18,28,32,23,14,8,22,17,8,16,16,36,10,25,10,10,0,3,5,27,0,6,28,0,0,17,17,7,9,0,6,6,0,0,18,18
2017-12-01,56,26,52,0,0,0,0,21,26,0,0,34,23,6,64,48,7,0,0,60,34,3,0,98,8,17,48,0,0,12,0,94,28,32,14,19,28,36,0,0,9,47,16,0,16,22,0,38,22,47,14,18,14,26,0,13,26,37,37,75,56,19,11,100,25,0,40,8,36,20,66,26,0,2,8,5,67,0,22,100,0,10,20,74,13,39,4,28,13,0,28,37,0
2018-01-01,100,0,24,0,0,0,19,20,78,0,0,32,11,2,100,43,6,0,0,100,77,4,0,87,14,16,57,0,0,12,0,78,64,35,48,22,78,27,0,2,7,66,51,0,37,51,0,35,15,64,7,43,23,18,0,0,12,48,100,78,61,34,21,78,73,7,94,15,38,19,100,19,10,4,14,15,100,0,31,88,0,9,19,100,6,100,12,52,20,0,78,78,17
2018-02-01,66,26,77,0,0,0,0,16,73,11,0,23,11,3,71,32,2,0,0,71,60,0,0,64,9,9,52,0,0,9,0,80,65,55,14,23,28,35,0,4,4,39,47,0,31,43,0,27,21,21,14,32,14,26,0,13,20,42,47,28,51,16,19,50,61,12,40,8,28,10,51,15,10,3,7,9,79,5,11,60,0,0,20,60,40,47,8,32,11,0,55,37,37
2018-03-01,13,0,0,0,0,0,10,10,20,11,0,11,0,1,40,9,4,0,0,11,14,2,0,18,2,25,16,0,0,0,0,12,6,31,0,9,9,2,0,0,3,0,0,0,30,10,0,21,0,17,7,0,0,0,0,12,12,9,4,22,9,10,8,8,10,8,15,0,11,19,19,0,0,0,0,2,15,5,0,10,0,6,6,22,16,16,4,4,4,0,17,17,35
2018-04-01,8,0,0,0,0,0,0,0,20,11,0,0,0,4,44,2,3,0,0,9,5,3,0,4,3,0,17,0,0,0,0,30,21,36,9,9,0,0,0,0,0,15,15,0,31,0,0,0,0,0,0,7,0,0,0,0,19,9,5,32,18,0,0,0,11,0,8,0,27,0,10,0,0,3,2,2,5,11,0,0,0,0,33,13,13,4,0,4,0,0,18,18,0
2018-05-01,5,0,0,0,0,0,0,0,11,0,0,0,0,4,35,3,5,0,0,5,5,0,0,5,3,0,0,0,0,0,0,25,0,42,9,0,0,0,0,0,0,16,0,0,16,11,0,0,0,7,0,0,0,0,0,0,13,5,5,19,9,0,0,6,6,0,8,0,16,0,10,0,0,0,0,3,3,6,0,0,0,0,0,0,20,0,0,9,0,0,0,18,0
2018-06-01,5,0,0,0,0,0,0,0,11,0,0,0,0,1,32,1,4,0,0,3,2,0,0,3,0,0,13,0,0,0,0,23,0,29,0,0,0,6,0,0,0,0,0,0,16,0,0,11,0,7,0,0,0,0,0,14,14,0,0,19,5,0,0,6,6,0,0,0,13,0,11,0,0,0,0,3,2,0,0,0,0,0,0,0,7,4,0,4,0,0,0,0,0
2018-07-01,5,0,0,0,0,0,0,0,10,0,0,0,0,3,24,3,3,0,0,4,4,3,0,7,3,0,17,0,0,0,0,25,0,37,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,7,0,7,0,0,0,0,0,0,0,19,0,0,0,11,0,0,0,0,32,10,0,0,20,0,2,2,0,6,0,0,0,0,7,0,0,4,0,4,0,0,0,0,0
2018-08-01,6,0,25,0,0,0,0,10,30,22,0,0,0,3,31,2,1,0,0,4,3,0,0,4,0,0,0,0,0,0,0,15,0,27,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,14,0,21,0,13,0,0,64,0,9,9,0,0,5,0,0,0,8,0,39,0,0,0,10,1,2,2,1,5,0,0,0,0,6,0,6,4,0,4,4,0,0,0,0
2018-09-01,11,0,0,0,0,0,0,0,52,11,0,0,0,0,36,5,3,0,0,6,5,0,0,9,3,0,30,0,0,6,0,27,0,77,9,0,9,22,0,0,2,15,15,0,15,21,0,11,0,0,0,7,0,0,0,0,19,5,5,18,5,0,0,5,5,0,16,8,28,0,10,0,30,0,0,2,2,5,0,5,0,0,0,7,0,0,0,8,0,0,0,0,0
2018-10-01,26,0,0,0,0,0,0,10,41,11,0,0,0,1,52,5,4,0,0,20,11,3,0,11,0,8,30,0,0,0,0,18,0,45,0,9,0,100,0,0,0,31,23,0,15,11,0,11,0,14,7,11,0,0,0,0,13,5,18,41,9,11,0,5,8,0,16,0,24,10,0,0,10,0,0,2,8,0,0,5,0,0,7,0,0,13,0,4,4,0,27,18,0
2018-11-01,18,0,25,0,0,0,0,0,10,11,0,11,0,1,61,3,3,0,0,14,11,0,0,5,5,9,38,0,0,0,0,18,0,41,0,0,9,49,0,0,0,15,15,0,39,21,0,0,0,21,0,7,7,0,0,0,13,0,9,46,9,5,0,0,11,8,24,8,51,10,10,0,10,0,2,3,2,5,0,0,0,0,7,0,13,8,4,8,4,0,27,0,18
2018-12-01,21,0,26,0,0,0,0,21,11,11,0,11,11,1,58,9,3,0,0,16,15,5,0,17,0,0,30,0,0,6,0,22,0,23,0,0,14,27,0,2,0,16,31,0,16,0,0,11,0,14,0,7,0,0,0,0,13,5,28,38,14,6,8,28,14,0,16,8,28,10,20,0,20,0,2,3,8,11,6,28,0,7,7,20,7,13,6,17,4,0,19,0,18
2019-01-01,30,0,74,0,0,0,0,20,25,32,0,0,0,1,65,14,7,0,1,29,23,3,0,28,4,0,24,8,0,6,0,35,12,31,9,9,9,19,0,0,0,15,15,0,0,10,0,10,0,20,0,14,14,0,0,0,38,9,40,48,18,10,0,16,16,8,27,8,23,14,24,0,10,2,3,7,23,5,0,16,0,6,9,25,6,24,4,14,8,0,18,35,17
2019-02-01,65,26,65,0,0,0,10,11,47,23,0,23,0,3,59,49,2,0,1,79,51,3,0,100,11,13,100,9,0,16,0,62,22,47,14,47,65,27,0,2,4,32,24,0,16,43,0,22,0,79,0,36,7,0,0,13,33,33,75,98,47,31,8,89,31,8,85,24,36,10,92,15,10,4,8,8,89,6,33,95,0,10,17,87,7,60,9,41,6,0,83,55,37
2019-03-01,19,25,25,0,0,0,0,0,41,11,0,22,0,4,49,9,3,0,0,18,17,0,0,18,5,8,51,0,0,6,0,18,9,23,9,27,45,7,0,2,2,15,0,0,23,11,0,11,0,21,7,7,7,0,0,0,13,9,23,27,14,11,5,32,11,0,24,0,20,10,25,10,0,3,2,3,15,0,0,16,0,7,20,49,10,17,0,23,8,0,18,54,0
2019-04-01,9,0,26,0,0,0,0,0,10,0,0,0,0,0,50,3,3,0,1,11,8,0,0,7,5,0,22,0,0,6,0,25,6,42,0,9,9,4,0,0,0,0,16,0,39,11,0,0,0,0,0,11,0,0,0,13,13,19,5,19,19,11,5,11,11,0,20,0,40,10,10,0,0,0,0,2,4,0,0,11,0,0,7,7,0,4,4,17,0,0,18,0,18
2019-05-01,7,0,26,0,0,0,0,11,11,46,0,0,0,1,46,3,3,0,0,5,3,0,0,5,0,0,18,0,0,0,0,28,0,14,0,0,9,2,0,0,0,16,16,0,24,22,0,0,0,11,0,0,0,0,0,0,20,5,5,24,5,6,0,6,0,0,0,0,16,0,10,0,10,0,3,0,2,0,0,6,0,0,10,0,0,9,4,4,0,0,0,0,0
2019-06-01,4,0,0,0,0,0,0,0,0,0,0,12,0,2,36,2,2,0,1,6,2,0,0,4,0,9,9,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,8,8,0,0,0,14,0,0,40,5,0,0,6,6,0,8,0,17,0,11,0,0,0,0,0,3,6,0,0,0,0,7,7,7,0,0,5,0,0,0,0,0
2019-07-01,5,0,0,0,0,0,0,0,21,11,0,0,0,0,31,2,1,0,1,2,2,0,0,4,0,0,0,0,0,0,0,13,0,33,0,19,9,4,0,0,0,0,0,0,32,0,0,0,0,7,0,0,7,0,0,0,13,0,9,28,0,11,0,11,0,0,0,0,32,0,10,0,10,2,2,2,0,0,6,0,0,0,0,13,7,4,0,0,0,0,0,19,0
2019-08-01,6,0,0,0,0,0,10,0,10,0,0,22,0,1,38,3,3,0,0,6,3,0,0,5,3,8,17,0,0,0,0,12,0,31,9,9,18,14,0,0,0,0,15,0,15,0,0,10,0,0,7,14,0,0,0,0,32,0,0,18,0,0,0,11,0,0,0,0,55,0,10,0,0,0,3,0,2,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0
2019-09-01,13,0,0,0,0,0,0,0,29,21,0,0,0,0,46,4,2,0,0,10,7,0,0,7,0,8,24,0,0,0,0,17,11,30,8,8,0,35,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,42,4,4,13,13,5,0,10,5,0,0,0,48,0,9,0,14,0,0,1,3,5,0,0,0,0,6,12,18,4,0,0,0,0,17,17,0
2019-10-01,26,0,20,0,0,0,8,8,45,0,0,0,0,1,57,9,2,0,0,18,11,2,0,19,6,7,17,0,0,5,0,19,10,29,0,14,0,96,0,0,0,0,18,0,24,17,0,0,0,11,0,8,0,0,0,0,21,4,22,33,7,4,0,9,9,0,13,0,35,0,16,0,8,0,1,5,5,4,4,13,0,0,10,5,13,3,7,13,5,0,14,14,0
2019-11-01,25,0,0,0,0,0,8,0,8,25,0,8,0,2,55,11,4,0,0,20,15,0,0,23,6,6,64,6,0,0,0,39,9,24,14,20,27,55,0,0,1,11,11,0,35,16,0,8,0,21,5,5,5,0,0,0,34,10,21,21,17,10,4,6,4,0,9,0,39,15,11,7,8,1,7,4,9,0,4,8,0,0,10,17,5,11,0,16,3,0,27,27,0
2019-12-01,34,22,34,0,0,0,0,18,23,39,0,19,0,3,71,22,4,0,1,34,26,5,0,45,18,0,52,0,0,5,0,67,40,28,12,12,36,34,0,0,0,34,27,0,13,14,0,0,0,31,0,12,6,0,0,0,34,20,40,16,24,19,10,41,14,0,38,10,17,9,39,9,9,2,6,7,28,0,0,43,0,0,14,23,11,17,4,33,9,0,80,24,16
