date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,mn flu,influenza a and b,remedies for flu,flu season,flu shots,dangerous fever,flu versus cold,how long is the flu contagious,medicine for the flu,treating flu,flu how long,fever cough,flu and cold,flu in mn,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,flu contagious period,treating the flu,flu children,incubation period for flu,how long contagious,flu minnesota,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2015-04-01,24,3,0,100,0,0,19,7,1,0,3,5,0,38,0,19,0,13,6,9,9,0,18,9,1,13,5,12,0,0,0,13,0,25,44,0,28,1,1,0,2,0,14,0,0,17,0,25,34,0,0,0,0,1,1,1,38,0,0,56,20,1,3,23,3,11,0,3,13,7,25,7,50,0,29,0,20,0,8,31,15,0,0,21,0,7,10,21,27,7,15,8,8,0,5,0,72
2015-05-01,15,0,3,95,3,0,12,3,0,0,0,0,0,0,0,0,0,9,9,7,11,0,10,7,1,9,0,3,0,0,0,0,0,9,26,3,9,1,1,1,2,0,0,29,15,0,0,9,26,0,24,0,0,1,0,1,37,10,0,62,0,0,4,22,1,5,10,0,7,7,7,0,48,0,10,0,0,0,0,8,8,8,0,11,5,0,18,7,14,8,0,0,0,5,5,5,66
2015-06-01,8,0,0,36,0,0,5,1,0,3,0,6,0,0,21,21,0,9,4,6,6,0,5,6,0,9,3,14,3,0,0,0,0,15,19,0,9,0,1,0,1,0,0,16,0,0,0,19,78,0,13,0,0,0,0,2,35,0,0,0,0,0,2,8,2,5,0,0,4,0,0,0,36,0,11,0,11,0,0,8,0,9,0,6,0,0,0,8,15,8,0,8,0,0,0,0,44
2015-07-01,6,0,0,20,0,0,5,2,0,0,3,6,3,0,0,0,0,6,9,3,3,0,4,5,0,6,0,15,0,14,0,0,14,13,22,0,13,0,1,0,2,0,0,0,16,10,0,10,38,0,0,0,0,0,0,1,30,0,0,23,11,0,2,6,0,7,4,0,4,0,8,0,45,11,34,0,0,0,0,18,0,12,0,6,0,0,0,16,8,9,0,0,9,0,6,0,48
2015-08-01,7,0,0,7,0,0,2,1,0,0,3,6,0,0,0,0,22,6,7,3,4,1,6,5,1,6,0,3,0,0,0,14,0,13,3,0,31,0,1,0,6,0,0,16,16,0,0,10,48,0,13,0,0,1,0,1,35,0,23,23,0,2,0,10,3,7,0,0,4,0,16,0,41,11,0,0,0,0,0,9,0,0,0,6,0,0,0,0,23,0,9,9,0,0,0,0,40
2015-09-01,17,0,3,5,3,0,5,3,0,0,3,30,0,0,21,0,0,9,6,6,3,0,16,8,0,9,3,6,3,0,0,14,0,12,12,0,18,1,0,0,33,0,0,32,16,0,0,32,28,0,26,0,0,1,0,0,46,0,11,100,0,0,3,13,0,40,7,0,4,0,0,0,60,11,11,0,11,0,8,8,17,6,0,6,0,0,8,11,19,16,8,25,12,0,6,0,66
2015-10-01,25,0,3,8,0,0,13,6,0,0,8,41,0,0,19,0,0,15,3,16,11,0,16,9,0,15,5,15,3,0,0,13,0,17,17,0,26,1,0,0,53,0,0,15,29,17,0,9,30,0,12,0,12,2,1,2,46,0,0,67,0,0,4,23,1,62,7,3,3,7,7,0,55,0,20,10,15,0,8,16,8,5,5,5,0,11,18,14,14,0,8,8,34,5,5,5,59
2015-11-01,18,0,3,5,3,0,7,5,0,0,3,35,3,0,0,0,0,12,13,10,3,1,18,14,0,12,3,16,3,0,0,0,0,28,14,3,11,1,0,0,27,0,0,15,15,0,0,17,51,0,12,0,0,1,0,0,40,0,15,21,0,0,6,26,0,31,7,0,7,7,7,0,58,10,10,10,30,8,8,39,0,8,0,11,5,0,24,21,7,0,15,11,30,0,0,0,58
2015-12-01,18,0,3,3,0,0,8,3,0,0,5,5,0,0,19,0,0,22,10,17,3,1,26,11,1,22,3,13,3,0,0,25,13,36,22,6,8,1,2,0,12,0,29,0,14,13,0,13,21,0,0,12,0,3,0,1,32,0,10,10,0,3,1,47,3,15,5,3,13,11,7,7,43,10,15,0,20,0,15,15,8,5,0,21,0,7,38,10,34,11,15,23,15,5,7,5,45
2016-01-01,18,0,2,12,2,0,9,2,0,5,5,2,2,16,0,0,16,11,14,14,4,0,13,12,1,11,2,13,2,0,0,16,0,28,9,7,28,1,1,0,6,0,0,18,18,14,0,18,60,0,20,0,0,2,1,1,36,9,9,17,0,1,6,46,5,8,3,3,11,0,6,0,55,8,17,25,12,7,0,6,7,4,0,18,0,0,29,6,15,6,10,6,6,4,0,0,72
2016-02-01,18,3,0,3,2,0,23,2,0,2,7,7,2,0,16,16,0,26,13,12,4,1,24,15,0,26,2,6,0,11,0,0,11,34,2,10,19,1,1,0,5,0,0,25,12,0,0,7,79,0,30,0,10,1,0,1,49,9,9,17,9,1,7,29,1,7,8,0,11,6,12,6,62,8,8,0,8,7,7,13,0,14,9,18,4,6,29,12,12,6,10,10,6,4,6,0,56
2016-03-01,23,0,2,3,0,0,42,4,0,2,2,0,0,16,24,16,16,31,10,5,7,0,23,14,1,31,5,11,4,10,0,16,21,28,21,16,28,1,1,1,6,0,0,18,12,21,0,21,73,0,10,0,0,3,1,1,39,17,13,29,8,0,7,44,0,19,8,5,16,12,9,0,74,24,32,0,12,6,9,22,19,4,4,26,0,6,20,11,14,9,19,25,6,4,4,0,80
2016-04-01,12,0,0,8,2,0,17,2,0,2,2,0,0,16,16,0,16,17,6,14,4,0,13,10,0,17,4,17,2,10,0,0,0,21,2,7,12,2,0,1,4,0,0,0,24,7,0,14,45,0,0,10,0,2,1,1,39,8,0,17,8,2,4,17,2,9,7,0,5,0,12,0,69,8,0,8,16,0,13,13,13,7,0,9,0,0,11,20,14,0,6,16,0,8,8,0,58
2016-05-01,9,0,0,7,0,0,8,1,0,0,5,7,2,0,0,0,0,10,11,8,2,0,7,5,0,10,0,5,5,0,0,11,0,26,2,0,7,0,0,0,1,0,0,0,0,7,0,14,39,0,0,0,0,1,1,1,35,0,9,9,0,0,5,19,1,5,8,0,3,0,6,0,18,0,0,0,8,0,0,19,0,7,0,4,0,6,12,23,12,0,6,6,6,0,8,0,42
2016-06-01,6,0,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,11,7,5,2,0,5,4,0,11,0,2,2,0,0,0,0,28,0,0,8,0,0,0,2,0,0,13,0,0,0,19,31,0,0,0,0,1,0,2,34,0,9,14,0,3,1,16,3,3,0,0,0,0,7,0,30,0,9,0,0,0,0,7,7,0,0,0,0,0,9,6,0,0,10,0,0,0,0,0,41
2016-07-01,5,2,0,2,0,0,2,2,0,0,2,0,2,0,0,0,0,7,5,2,5,1,4,1,0,7,2,7,2,0,0,0,0,18,3,0,10,1,1,0,1,0,0,0,27,8,0,12,50,0,0,11,0,0,0,1,33,0,9,19,0,0,3,7,0,3,0,0,3,0,13,0,36,9,9,0,27,0,7,0,7,15,0,5,0,0,6,9,6,0,14,7,0,5,0,0,37
2016-08-01,7,0,2,5,2,0,2,1,0,0,2,7,2,0,0,0,0,6,6,9,2,1,6,4,0,6,0,2,4,0,0,12,0,18,5,3,25,1,1,1,4,0,0,13,0,0,0,0,42,0,11,0,0,1,0,2,33,0,9,19,0,0,3,10,1,12,0,0,6,0,0,0,46,0,0,0,23,7,7,7,7,5,0,10,0,0,6,0,6,21,10,7,7,0,0,0,23
2016-09-01,18,0,0,2,0,0,5,4,0,0,2,45,0,0,33,17,0,12,12,12,6,1,12,8,0,12,0,2,2,0,0,11,0,17,7,0,12,1,0,1,26,0,0,13,13,0,0,22,22,0,10,0,0,1,1,1,41,0,9,9,0,0,2,16,1,43,0,0,3,0,6,0,50,0,9,0,9,0,0,0,7,5,0,5,9,6,6,6,12,0,7,7,13,4,7,0,50
2016-10-01,26,2,2,4,0,0,6,5,0,2,7,54,2,0,32,0,0,9,6,10,3,0,20,8,0,9,4,13,2,0,0,10,0,25,14,0,19,1,1,0,53,0,0,24,24,7,0,14,28,0,19,0,0,1,0,2,37,0,0,25,8,2,4,17,4,43,3,0,8,0,6,0,42,0,8,0,8,0,6,6,0,9,0,13,9,6,17,26,29,0,6,9,100,4,4,0,66
2016-11-01,16,2,2,4,0,0,7,3,0,0,6,11,0,0,0,15,15,9,7,6,3,0,13,11,1,9,2,10,0,0,0,0,10,22,4,2,20,0,1,1,21,0,12,12,12,7,0,17,30,0,9,0,0,0,1,2,42,0,8,12,8,0,5,23,1,22,7,0,9,0,12,0,23,8,8,0,16,12,0,15,0,6,0,15,0,0,25,19,17,9,6,6,21,8,0,0,70
2016-12-01,19,0,0,5,0,0,9,1,0,0,0,13,0,0,30,15,0,22,18,12,2,0,15,12,0,22,6,10,0,10,0,10,10,35,4,4,4,1,1,1,14,0,0,40,23,0,0,10,43,0,27,9,0,1,0,1,27,8,0,16,8,1,7,57,2,9,4,0,19,0,14,6,31,15,15,8,12,6,15,18,6,12,0,31,0,5,27,22,8,6,18,21,15,0,4,4,61
2017-01-01,26,0,0,4,0,0,24,3,0,4,2,14,2,0,36,15,0,22,22,8,6,0,27,15,1,22,6,13,6,10,0,14,0,49,15,4,17,1,1,0,10,0,0,33,22,19,0,16,29,0,36,0,9,2,1,1,40,8,0,23,8,2,9,53,2,13,4,4,21,0,6,6,55,15,19,8,19,0,35,17,9,4,8,34,8,8,13,21,21,14,12,14,0,8,4,0,97
2017-02-01,30,3,3,12,6,0,52,5,1,0,7,2,0,0,16,16,16,39,18,20,11,0,34,22,1,39,7,27,4,21,0,10,21,53,11,9,11,1,2,1,9,0,0,47,24,7,0,24,82,0,66,19,19,3,1,2,40,33,0,50,8,8,12,49,11,12,9,3,15,12,27,6,59,32,32,8,0,6,12,31,0,4,4,24,8,6,42,11,25,25,18,18,0,8,6,4,100
2017-03-01,21,2,2,7,0,0,47,4,0,2,2,8,4,0,0,21,28,30,12,13,7,1,32,19,1,30,2,17,3,0,0,0,0,32,14,8,24,1,1,1,5,0,0,31,21,12,0,27,73,0,43,9,17,1,1,1,37,33,18,33,7,8,5,33,11,2,7,4,19,5,26,13,65,7,11,7,18,6,11,39,0,6,6,31,0,0,17,15,22,14,27,11,5,4,5,4,47
2017-04-01,13,6,4,7,0,0,26,1,1,4,8,4,2,0,0,14,0,11,9,12,2,0,19,6,1,11,3,5,0,0,0,10,0,36,2,0,13,1,1,1,2,0,0,11,11,0,0,10,54,0,9,9,18,1,1,1,35,8,15,31,0,0,2,29,1,5,2,2,14,6,0,0,74,7,15,0,8,0,12,6,6,8,0,22,0,5,10,11,8,6,0,6,6,0,4,4,93
2017-05-01,8,2,2,4,0,0,8,1,0,0,4,0,0,0,0,15,0,6,8,5,2,0,11,6,0,6,0,8,3,0,0,0,0,15,2,0,23,0,0,0,1,0,0,17,11,7,0,13,39,0,9,0,0,1,0,0,41,0,0,16,8,0,3,14,0,10,3,0,3,0,11,0,28,0,0,0,0,0,0,9,6,8,0,4,0,0,13,11,16,6,12,0,0,8,8,4,42
2017-06-01,6,2,0,2,0,0,4,1,0,2,0,0,2,0,0,32,0,3,9,6,4,0,5,4,0,3,2,10,2,0,0,21,0,16,5,2,21,1,0,0,1,0,0,0,12,7,0,25,38,0,0,0,0,0,1,0,30,0,0,8,0,0,0,14,0,7,11,5,3,0,6,6,39,0,0,0,8,0,0,6,6,4,0,4,0,6,6,9,0,6,9,6,0,4,0,0,37
2017-07-01,6,0,2,2,2,0,4,1,0,0,2,2,0,0,0,0,0,4,4,2,2,0,6,4,0,4,0,8,0,0,0,10,0,19,5,0,9,1,0,1,2,0,0,0,12,0,0,11,38,0,0,0,0,0,0,0,31,8,8,17,0,0,2,17,2,7,3,0,5,6,6,0,30,0,16,0,0,0,6,6,0,4,0,9,0,0,6,6,6,0,12,0,0,0,0,0,50
2017-08-01,7,0,2,0,0,0,4,1,0,0,6,8,2,0,0,0,0,7,5,8,2,0,7,5,0,7,2,3,0,0,0,0,0,7,4,2,13,0,0,1,5,0,0,0,0,6,0,13,23,0,0,0,0,0,0,0,29,0,0,31,0,2,2,18,4,13,0,0,8,0,6,0,28,0,0,0,8,0,0,6,0,8,0,12,0,5,10,10,11,0,6,6,0,0,0,0,37
2017-09-01,17,2,0,3,3,0,8,2,0,0,10,27,2,0,29,15,15,9,7,13,2,0,15,5,0,9,4,7,0,10,0,10,0,24,9,0,13,1,0,0,36,0,0,28,11,7,0,16,29,0,36,0,9,1,0,0,36,0,0,20,0,0,2,9,0,43,3,0,3,0,17,0,36,8,0,0,15,6,0,21,6,8,4,4,0,5,5,16,11,0,17,0,20,0,0,4,79
2017-10-01,28,0,4,3,0,0,8,5,0,0,8,63,2,0,13,13,13,11,6,23,6,0,22,13,0,11,2,6,4,9,0,9,0,36,12,10,18,0,0,1,64,0,0,20,10,9,0,15,47,0,16,0,0,1,0,1,36,0,0,14,0,2,5,25,3,54,5,0,8,10,15,0,51,7,28,0,10,5,0,5,5,4,0,13,4,0,12,19,24,16,13,5,53,4,0,4,70
2017-11-01,21,0,2,2,0,0,10,3,0,0,6,26,0,0,21,28,14,15,9,16,4,0,20,13,0,15,2,8,2,0,0,14,9,35,4,8,12,1,1,0,36,0,11,21,11,9,0,37,37,0,8,0,0,0,0,1,35,7,0,26,7,1,1,35,2,27,6,0,7,5,5,0,48,7,11,7,14,0,11,11,6,4,0,12,0,0,25,15,13,28,16,22,22,0,4,0,78
2017-12-01,34,2,4,5,3,0,29,4,0,2,10,18,4,14,57,14,14,34,15,18,7,0,38,25,1,34,11,26,5,9,0,9,9,33,15,2,25,3,2,1,26,0,11,54,16,13,0,31,66,0,61,9,9,2,2,2,48,15,0,30,15,10,7,68,13,29,6,2,33,5,13,0,65,44,37,11,15,6,23,20,11,10,4,53,0,5,46,8,41,20,31,22,17,6,11,4,93
2018-01-01,86,7,5,4,4,1,100,14,2,6,43,23,0,13,100,0,13,100,24,31,17,0,100,85,2,100,14,76,5,0,0,44,18,66,49,14,25,2,4,2,35,0,10,51,35,29,0,26,100,0,49,41,16,2,2,1,47,35,21,46,14,10,17,85,13,45,19,9,57,20,76,15,86,31,93,21,28,21,54,99,16,7,9,93,0,12,72,24,63,16,45,42,16,17,17,12,94
2018-02-01,72,2,9,3,3,1,93,14,3,4,39,21,2,15,51,44,29,94,19,24,18,0,89,71,0,94,18,69,2,10,0,48,14,79,52,17,28,4,3,3,18,0,11,100,39,42,0,23,87,0,54,27,9,5,2,2,50,27,12,27,12,12,18,74,16,34,26,5,48,28,53,6,100,11,68,8,15,24,41,82,15,10,6,77,0,5,37,13,66,17,46,38,12,15,19,10,63
2018-03-01,23,0,4,2,2,1,37,2,1,6,8,6,4,0,41,14,13,22,20,14,6,1,27,21,1,22,4,23,3,18,0,0,0,26,18,10,12,1,2,1,6,0,10,31,31,12,0,27,36,0,25,8,8,2,1,1,48,18,7,32,14,2,9,44,2,13,7,0,9,10,26,0,51,7,21,7,21,5,11,19,8,7,11,15,0,7,29,22,27,11,24,19,5,11,7,11,60
2018-04-01,16,4,2,6,0,0,22,2,0,4,6,0,0,0,28,14,0,20,13,8,0,0,20,10,0,20,6,15,2,0,0,14,0,22,2,4,16,1,1,0,3,0,11,42,21,6,0,15,37,0,34,0,0,1,1,2,47,11,7,29,7,2,7,29,2,8,11,2,5,5,16,0,68,7,7,0,11,6,8,17,6,6,4,8,0,5,30,25,20,5,8,8,5,0,4,0,67
2018-05-01,9,0,0,2,2,0,8,1,0,0,6,0,0,0,0,0,0,11,9,6,0,0,11,5,0,11,2,10,2,0,0,0,9,23,2,0,12,2,0,0,2,0,0,11,0,6,0,19,31,0,0,0,9,1,1,1,38,15,0,26,0,3,6,22,3,8,2,0,2,0,5,0,43,0,18,0,25,0,6,11,6,12,4,4,0,0,23,5,13,6,8,0,0,0,4,0,64
2018-06-01,6,2,2,3,2,0,4,1,0,0,2,0,0,0,15,15,0,5,4,9,2,1,6,4,0,5,0,0,4,0,0,0,0,18,4,4,22,0,0,1,1,0,0,0,23,10,0,10,43,0,0,0,0,1,1,0,31,0,8,12,8,1,1,18,1,5,3,0,0,0,6,0,20,15,15,8,0,6,6,0,0,12,0,0,0,0,8,11,5,6,0,0,0,0,0,0,31
2018-07-01,7,0,0,4,0,0,3,1,0,0,0,2,0,15,15,0,0,8,5,4,0,0,6,5,0,8,0,3,6,10,0,0,10,13,2,0,13,1,0,0,1,0,0,0,0,0,0,16,61,0,0,0,0,1,0,0,28,0,16,16,0,2,3,12,3,3,3,3,0,0,0,0,36,0,8,0,11,0,0,6,6,8,0,0,0,5,11,8,8,6,12,6,6,0,0,0,46
2018-08-01,7,0,2,3,2,0,3,1,0,0,4,6,2,0,0,0,0,10,8,5,2,0,6,6,0,10,2,2,0,0,0,0,0,27,8,0,21,0,0,0,6,0,0,11,0,6,0,13,29,0,0,0,0,0,0,1,38,8,0,19,0,1,1,11,2,12,2,5,5,6,11,0,52,0,30,0,11,0,0,0,0,8,4,8,0,0,10,5,8,0,6,0,6,4,0,0,51
2018-09-01,21,0,6,0,0,0,6,2,0,0,18,41,4,15,0,15,0,6,11,11,4,0,22,9,0,6,0,9,0,0,0,19,0,15,2,2,17,1,0,1,39,0,11,22,22,6,0,16,48,0,0,0,0,2,1,1,36,0,0,31,8,0,2,20,1,35,2,0,0,0,6,6,44,7,15,7,11,6,6,15,12,4,4,0,0,0,10,18,16,11,11,0,20,0,4,0,42
2018-10-01,40,0,2,3,0,0,13,6,0,0,8,86,2,14,21,0,0,26,11,15,11,0,29,13,0,26,3,10,2,0,0,9,0,27,12,2,17,1,0,0,90,0,0,21,26,6,0,18,46,0,17,0,0,1,1,1,40,0,7,11,11,0,7,25,4,72,6,0,11,11,5,0,69,0,25,0,7,6,6,17,0,4,0,17,0,0,18,15,30,8,22,8,63,7,4,0,40
2018-11-01,27,0,2,3,0,0,11,3,0,0,8,31,4,0,14,0,14,24,13,16,6,0,24,14,0,24,2,10,4,0,0,18,9,31,10,2,24,2,0,1,40,0,0,37,11,18,0,9,43,0,34,0,0,1,1,1,44,0,7,26,0,2,7,40,6,30,4,0,13,5,11,0,66,7,29,7,21,8,6,11,0,4,0,21,0,0,35,10,5,8,11,8,44,7,7,0,69
2018-12-01,32,0,6,5,2,0,13,3,0,2,10,12,2,0,42,14,0,33,15,17,4,0,33,17,1,33,4,19,3,0,0,0,9,48,12,6,15,1,2,1,18,0,0,53,11,9,0,16,43,0,43,9,9,1,1,1,38,15,7,22,11,3,5,98,6,23,2,5,13,5,8,0,48,14,29,7,29,6,23,20,6,6,8,21,0,0,36,13,25,19,22,17,14,9,7,0,63
2019-01-01,33,0,5,2,4,0,30,7,0,0,15,11,4,13,13,40,27,55,17,17,7,0,40,26,0,55,7,21,5,9,0,22,13,41,14,26,20,2,2,1,14,0,10,41,20,12,0,15,71,0,24,8,0,2,0,1,44,11,21,21,7,7,8,100,15,15,3,0,23,5,15,5,46,17,34,14,14,5,16,19,5,7,13,37,11,7,48,14,41,5,26,8,5,11,7,3,65
2019-02-01,28,2,4,2,0,0,45,3,0,2,8,4,2,0,44,0,0,45,25,16,3,1,33,21,0,45,6,15,5,10,0,10,29,43,15,15,13,2,2,1,7,0,0,50,34,32,0,26,61,0,36,0,0,1,1,1,41,16,8,20,12,6,11,58,8,18,9,0,25,6,19,6,59,8,19,8,15,9,18,27,12,12,4,41,0,8,37,11,32,20,38,9,9,4,8,0,62
2019-03-01,25,0,4,4,2,0,53,3,1,0,14,2,0,0,35,14,14,32,22,22,2,1,32,19,1,32,8,20,2,9,0,14,0,55,6,8,37,2,1,1,6,0,0,26,26,18,0,18,74,0,25,34,0,1,1,2,43,26,15,22,0,6,13,43,8,14,5,2,21,5,11,0,63,7,43,7,18,0,25,25,6,4,4,35,4,0,30,20,33,14,30,14,5,4,0,11,73
2019-04-01,15,2,2,5,0,0,22,1,0,2,6,4,2,0,14,0,0,22,11,17,10,0,21,8,0,22,3,11,2,0,0,14,0,37,4,10,14,1,1,1,4,0,0,21,11,9,0,22,46,0,17,9,0,2,1,2,38,7,7,22,7,2,5,22,3,8,5,0,11,5,11,0,50,7,14,0,18,6,23,17,0,4,4,17,4,5,28,15,25,6,16,8,6,4,4,11,60
2019-05-01,10,0,2,3,0,0,10,0,0,0,0,0,4,0,27,27,0,18,7,6,0,0,11,5,0,18,2,5,2,0,0,0,0,42,10,2,6,0,1,0,2,0,0,21,0,6,0,21,51,0,17,0,0,1,1,1,40,7,0,36,0,2,2,19,2,7,7,2,7,0,10,0,41,0,7,0,11,5,8,5,5,8,0,11,0,0,7,0,10,16,13,0,0,5,5,0,72
2019-06-01,6,2,2,2,2,0,3,0,0,0,6,2,0,0,0,0,15,4,3,2,0,0,5,5,0,4,2,4,0,0,0,10,19,19,0,2,13,1,0,0,1,0,0,33,0,10,0,6,68,0,0,0,0,0,0,2,33,0,0,23,8,4,2,18,7,3,0,0,4,0,6,0,28,0,11,0,0,0,0,0,6,4,0,6,0,5,11,11,11,6,12,0,0,0,0,0,44
2019-07-01,6,0,2,4,0,0,4,1,0,0,2,2,6,0,0,0,14,7,8,3,2,1,6,3,0,7,0,3,0,9,0,0,0,17,8,0,17,0,0,0,2,0,0,11,11,0,0,6,46,0,8,0,0,0,1,1,30,7,11,11,0,0,1,19,0,2,4,2,4,5,5,0,37,7,15,0,14,0,6,11,0,0,0,6,0,0,31,15,5,0,14,6,0,0,0,4,37
2019-08-01,7,0,0,4,0,0,3,1,0,0,2,4,2,0,14,14,0,4,4,6,4,1,8,5,0,4,2,3,3,0,0,9,0,16,8,2,12,1,0,0,7,0,0,0,10,0,0,30,64,0,0,0,0,0,1,1,33,0,0,15,7,0,1,11,0,8,2,2,5,5,0,0,50,0,0,0,7,0,6,11,6,4,0,8,0,0,15,7,0,0,11,5,5,4,0,0,43
2019-09-01,21,0,3,2,0,0,9,5,0,0,7,37,0,0,0,0,13,12,5,10,5,0,19,10,0,12,0,6,0,0,0,0,0,21,9,8,30,1,0,1,38,0,0,15,10,14,0,29,29,0,8,0,0,1,1,1,40,0,14,14,7,2,2,9,2,35,2,0,3,0,12,0,42,10,0,7,10,5,0,13,5,7,4,5,7,5,14,9,23,5,8,5,26,3,7,0,61
2019-10-01,43,0,6,2,0,0,10,6,0,0,5,100,2,0,0,12,12,21,17,22,7,0,33,11,1,21,2,20,0,8,0,20,16,29,14,2,18,1,0,0,100,0,0,33,19,22,0,24,57,0,45,0,0,2,1,1,38,0,7,33,0,3,8,18,6,90,13,2,5,0,19,0,65,13,13,0,13,0,0,20,5,3,3,8,0,0,11,22,31,12,14,10,82,3,3,3,58
2019-11-01,28,0,3,3,0,0,14,4,0,2,7,39,0,12,12,0,0,21,17,18,5,1,28,14,0,21,2,13,2,0,0,17,8,11,2,7,11,1,1,1,44,0,9,14,29,17,0,14,25,0,15,0,8,2,1,1,40,13,13,27,13,5,11,35,6,33,5,2,15,0,12,0,86,6,16,0,6,5,10,13,5,7,7,24,0,9,29,18,23,15,12,10,40,7,10,0,68
2019-12-01,49,2,2,0,2,0,68,8,2,0,14,29,5,12,79,18,0,75,28,25,14,1,62,34,1,75,11,23,4,8,0,16,20,78,21,14,18,3,4,1,35,0,14,51,46,37,0,11,75,0,30,0,0,3,1,1,36,19,6,32,16,7,18,66,12,32,11,5,55,9,25,5,71,6,66,6,19,7,39,37,20,7,8,89,3,15,42,15,42,26,55,14,17,9,17,6,78
