date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,2018 flu,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,colorado flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu shot walgreens,flu denver,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,fever,signs of flu,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature
2015-04-01,14,0,21,21,0,20,0,0,0,0,1,1,0,1,0,1,62,26,37,0,0,13,0,0,2,14,4,18,4,3,3,6,3,9,35,0,9,1,1,0,1,10,10,0,10,0,9,59,0,10,0,10,10,45,23,23,0,22,11,11,11,0,12,32,0,13,4,0,4,0,67,16,0,44,7,7,15,0,35,0,9,0,13,0,6,84,5,2,6,9,9,0,17,4,0,4,22
2015-05-01,12,0,0,0,0,21,0,0,2,1,0,0,0,0,0,0,64,23,19,0,0,4,0,0,1,7,0,9,0,3,0,5,3,0,18,0,9,0,1,0,1,0,0,21,0,0,14,70,0,0,0,0,26,23,23,35,0,0,12,12,0,0,3,23,0,4,0,4,0,0,63,12,0,46,0,0,8,9,18,0,0,0,0,0,0,61,0,5,5,9,9,13,9,0,0,0,64
2015-06-01,8,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,40,24,16,0,0,6,0,0,2,4,12,8,0,0,0,8,0,10,77,0,10,0,1,1,2,11,0,11,11,0,25,54,0,0,0,0,0,25,25,50,0,0,24,18,0,0,0,5,0,7,5,0,5,0,70,14,0,32,0,8,0,19,10,0,0,0,7,0,7,42,0,4,0,9,0,19,9,0,5,0,29
2015-07-01,6,0,0,0,0,8,0,2,2,1,1,0,0,0,0,0,52,19,15,0,0,5,1,0,2,7,4,7,0,0,0,9,3,9,58,18,0,1,1,0,0,0,0,10,0,0,9,87,0,0,0,0,0,0,23,46,0,0,0,23,0,3,0,28,3,7,4,0,4,0,71,14,0,45,0,0,7,9,0,0,0,13,6,0,6,22,0,4,0,0,0,0,0,0,13,0,35
2015-08-01,7,0,0,0,0,9,0,0,2,4,1,0,0,0,1,0,45,22,11,0,7,6,0,0,1,14,7,5,0,0,0,4,0,0,30,0,0,0,2,0,1,0,0,10,0,0,22,13,9,0,0,0,0,0,0,22,0,0,11,11,0,0,0,17,0,15,0,0,6,0,68,16,0,14,0,0,14,8,8,8,8,0,6,0,9,34,0,2,5,8,0,8,8,0,0,0,21
2015-09-01,19,0,0,0,0,16,0,1,1,13,0,1,0,0,0,1,50,19,26,0,7,6,1,0,2,6,5,13,0,3,0,13,3,0,51,0,12,0,20,2,1,0,13,9,13,0,8,24,0,13,0,9,0,20,20,30,0,0,10,39,0,2,13,35,2,55,4,0,8,0,64,14,0,58,0,0,0,0,35,8,8,6,6,0,11,40,0,2,2,0,0,11,11,4,0,0,100
2015-10-01,33,0,18,18,0,23,1,0,1,34,3,1,0,0,1,1,54,16,36,0,6,12,0,0,5,13,3,17,0,0,0,41,0,8,35,8,8,1,58,6,3,0,17,9,0,0,12,36,16,17,0,0,31,30,0,40,0,0,10,20,0,0,9,20,4,74,9,0,6,0,61,13,0,59,0,0,6,0,27,0,15,6,0,0,8,46,2,6,0,8,8,19,11,0,8,0,54
2015-11-01,25,0,20,0,0,16,0,0,0,19,0,1,0,0,0,0,56,22,29,0,0,14,0,0,3,18,7,14,4,3,6,21,3,18,57,0,13,1,27,2,4,0,15,10,10,0,40,36,9,15,0,0,15,45,0,45,0,0,11,33,11,10,20,69,12,34,4,0,13,0,63,15,0,58,0,0,7,9,60,9,9,0,0,0,19,68,0,16,5,17,8,26,17,0,4,0,52
2015-12-01,18,20,20,0,0,17,0,0,2,7,3,1,0,0,0,0,69,29,36,0,0,18,0,0,4,14,3,17,0,0,0,18,0,17,73,8,9,0,13,1,1,0,33,10,10,0,26,39,0,33,0,0,24,22,0,0,0,0,16,32,0,2,5,56,10,21,12,0,12,0,68,16,0,36,22,7,7,17,17,8,8,6,6,0,18,72,4,7,11,12,17,12,21,4,0,0,56
2016-01-01,21,15,15,15,0,14,0,1,2,4,1,2,0,0,0,0,61,24,27,0,5,15,1,0,4,13,4,13,0,2,0,12,2,19,51,0,16,1,6,1,2,0,7,11,21,0,7,39,20,7,7,7,29,25,33,41,16,0,8,16,0,4,5,34,7,20,9,3,9,0,67,14,0,64,11,5,0,9,22,0,0,7,5,0,14,64,2,4,3,12,9,9,6,0,3,0,54
2016-02-01,20,23,16,16,0,24,0,1,2,3,2,4,0,2,1,1,83,36,22,0,8,16,0,0,5,16,8,11,5,2,2,15,0,10,57,7,13,1,5,1,2,7,11,15,7,0,24,44,14,11,7,0,19,51,17,34,17,17,13,34,17,0,17,55,2,10,5,3,13,0,71,20,0,78,0,0,17,7,39,13,13,5,7,10,19,62,0,10,3,6,6,32,19,7,7,0,60
2016-03-01,25,0,0,22,0,45,1,1,2,2,1,3,0,3,1,1,84,44,29,0,5,20,1,0,7,22,5,14,5,0,3,24,2,16,50,6,12,0,4,0,2,0,10,10,24,0,29,86,10,10,7,7,21,48,16,32,16,16,0,12,8,0,23,53,2,11,14,6,29,0,70,19,0,37,5,5,16,18,77,0,25,0,4,11,43,83,0,7,9,12,6,27,18,0,12,0,50
2016-04-01,15,15,0,0,0,21,1,0,1,2,3,1,0,0,1,0,51,17,14,0,0,14,1,0,3,12,5,7,0,0,0,11,0,13,66,0,7,1,2,0,1,0,0,11,7,0,20,60,7,0,0,0,18,51,17,0,0,17,8,12,0,0,7,29,6,11,5,3,8,0,67,14,0,55,5,5,5,7,23,0,0,0,5,0,12,49,2,3,5,6,10,10,13,0,0,0,29
2016-05-01,9,0,0,15,0,14,0,0,1,2,2,1,0,0,0,0,47,36,17,0,5,8,0,0,1,7,7,8,0,0,0,5,0,7,46,0,7,0,1,0,1,0,7,7,15,0,13,44,0,7,0,0,7,34,17,17,0,0,17,25,0,0,4,24,0,6,3,3,6,0,62,13,0,39,11,0,6,20,10,0,7,0,9,5,10,43,0,4,5,6,16,6,6,0,0,0,43
2016-06-01,6,0,17,0,0,4,0,0,1,1,0,0,0,0,0,0,33,12,6,0,0,5,0,0,2,0,0,3,0,2,0,0,0,7,28,0,7,1,2,0,1,0,8,0,8,0,0,36,0,8,0,0,8,0,0,18,0,0,9,9,0,0,2,14,2,3,3,0,7,0,67,14,0,23,6,0,0,7,7,0,0,5,0,5,10,32,0,3,2,0,7,7,14,0,0,0,28
2016-07-01,5,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,32,18,0,0,0,3,1,0,2,3,4,0,0,0,0,2,2,0,49,0,0,0,1,0,1,0,8,0,0,0,7,39,0,8,0,0,15,18,18,36,0,0,18,18,0,2,4,16,2,3,0,0,3,0,66,12,0,35,0,0,6,14,14,7,0,0,0,0,5,30,0,0,2,0,0,7,0,0,0,0,24
2016-08-01,6,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,38,9,9,0,0,4,0,0,2,6,0,4,0,0,0,2,0,7,38,0,7,1,4,0,2,0,0,0,16,0,21,49,7,0,0,0,0,18,0,18,0,9,0,26,0,2,6,23,4,12,0,0,5,0,60,10,0,41,0,0,6,10,21,7,0,0,0,0,7,31,2,3,4,7,0,10,0,0,0,0,45
2016-09-01,18,0,0,0,0,11,0,1,1,23,1,1,0,1,1,2,77,17,17,0,6,8,0,0,2,12,8,8,0,0,2,16,0,7,46,0,13,1,27,1,2,0,7,7,15,0,17,30,7,7,7,7,19,26,0,25,17,0,8,21,0,7,4,22,7,34,3,5,3,0,62,11,0,50,0,0,6,0,13,13,0,0,5,0,5,51,0,4,3,6,0,10,13,0,0,0,43
2016-10-01,31,15,15,0,0,16,1,1,2,36,1,2,0,0,0,0,47,17,14,0,5,12,0,0,4,8,0,7,0,8,2,28,0,0,55,0,10,1,56,4,5,0,14,7,11,0,23,33,13,14,0,0,22,17,0,17,0,0,8,29,0,0,9,50,0,52,3,0,3,0,60,12,0,82,0,0,0,6,42,6,0,0,5,5,5,46,0,3,2,9,6,19,9,0,0,0,42
2016-11-01,23,15,15,15,0,18,0,0,1,13,0,2,0,1,0,0,60,29,21,0,5,14,0,0,6,14,3,10,0,0,0,19,0,13,42,6,6,0,25,2,3,0,0,7,18,0,13,49,20,0,7,0,14,33,0,0,16,0,8,20,8,7,13,54,9,31,3,0,9,0,61,12,0,48,16,5,5,0,28,0,19,5,9,0,14,48,0,10,2,16,15,16,13,0,6,3,28
2016-12-01,23,29,14,0,0,18,0,1,2,2,0,2,0,1,0,0,63,28,46,0,0,17,0,0,5,15,4,23,2,3,2,17,0,9,37,0,15,0,12,1,3,0,21,10,14,0,9,47,6,21,7,0,10,39,47,39,16,8,8,19,0,7,12,85,14,19,6,6,12,0,61,14,0,31,5,15,15,9,42,6,12,0,4,0,18,69,2,10,3,18,9,33,18,9,0,3,55
2017-01-01,28,21,42,14,0,34,0,0,4,4,2,2,0,2,1,1,80,25,35,0,15,22,1,0,8,22,5,17,0,2,6,17,4,9,59,9,6,1,8,0,3,0,33,13,20,0,15,27,12,33,20,0,23,15,30,45,46,7,11,30,0,5,8,55,10,24,11,3,13,0,71,18,0,29,15,5,25,12,20,6,40,4,11,8,19,71,3,6,5,23,20,26,12,3,6,3,41
2017-02-01,29,29,29,29,0,53,0,1,1,3,2,1,0,3,2,2,82,41,28,0,5,26,1,0,9,25,2,14,5,3,0,13,0,25,77,6,19,1,10,0,1,0,21,17,21,0,16,63,13,21,7,14,42,16,0,56,16,8,0,23,16,3,14,55,5,15,11,3,15,0,67,18,0,82,15,5,21,21,52,6,15,4,7,0,22,86,0,7,2,30,18,36,15,3,9,6,49
2017-03-01,24,0,26,0,0,35,2,1,3,0,2,4,0,2,1,0,69,42,51,0,5,17,1,0,11,26,6,25,2,4,2,16,2,11,52,8,8,0,4,0,2,0,6,15,15,0,17,42,14,6,9,12,28,42,14,14,21,0,10,14,0,6,11,88,6,9,8,3,19,0,65,17,0,50,9,14,27,5,33,0,14,4,6,0,28,65,0,7,4,11,13,27,13,0,8,0,41
2017-04-01,14,0,14,14,0,23,1,0,1,1,1,1,0,1,1,0,59,37,24,0,5,12,1,0,5,22,2,12,2,0,0,11,2,0,70,6,12,0,1,0,2,0,7,16,13,0,18,60,24,7,0,0,26,30,0,15,0,7,7,26,7,3,8,41,7,11,6,3,16,0,68,15,0,49,0,0,5,6,23,0,9,10,4,8,23,72,3,2,3,0,6,17,6,6,3,0,73
2017-05-01,10,0,14,0,0,17,0,1,0,0,1,1,0,0,0,0,49,17,10,0,0,8,1,0,2,12,2,5,0,2,2,5,0,6,47,12,6,1,1,0,2,0,0,7,0,0,24,15,6,0,0,7,20,15,0,30,0,7,7,15,0,2,8,23,2,11,0,3,9,0,60,14,0,39,0,5,5,12,23,0,6,0,4,0,13,57,0,2,3,11,17,14,0,3,0,3,32
2017-06-01,7,0,0,15,0,6,0,0,2,1,1,1,0,0,0,1,34,13,16,0,5,5,0,0,1,11,3,8,0,0,0,8,0,6,56,0,12,0,1,0,1,0,0,0,7,0,19,57,6,0,7,0,0,16,16,0,16,0,8,16,0,0,0,24,0,5,3,3,3,0,64,14,0,26,10,0,5,6,12,0,6,0,4,0,4,31,0,2,3,0,12,6,18,0,0,0,46
2017-07-01,6,14,0,0,0,4,0,1,0,2,0,2,0,1,1,0,39,10,8,0,13,4,0,0,2,5,2,4,0,2,0,5,0,0,37,0,9,0,1,0,0,0,0,7,0,0,19,44,6,0,0,0,0,0,47,23,0,0,12,27,8,2,2,14,2,4,3,6,3,0,71,12,0,15,0,0,5,12,6,0,6,4,4,4,4,32,2,2,2,9,0,6,6,0,6,0,30
2017-08-01,9,0,0,13,0,6,0,0,0,4,2,2,0,0,0,0,38,9,7,0,9,7,0,0,2,7,2,3,2,0,0,7,0,6,28,0,0,0,6,0,1,0,6,0,19,0,20,26,9,6,0,0,6,14,0,0,0,7,14,18,0,0,3,22,3,10,3,0,4,0,64,13,0,33,9,0,0,6,14,6,0,4,8,0,6,29,0,3,3,0,11,33,5,0,0,0,47
2017-09-01,20,0,0,13,0,13,0,0,0,18,0,1,1,1,1,0,48,17,36,0,10,9,0,0,2,8,5,18,0,0,0,17,0,9,63,6,0,1,27,1,2,0,6,0,6,0,17,32,6,6,0,0,26,15,15,15,0,0,7,11,0,0,5,16,0,31,3,0,0,0,65,16,0,38,5,0,0,11,20,0,0,0,8,4,0,42,0,1,2,8,6,14,8,0,3,3,45
2017-10-01,33,13,13,40,0,14,0,1,1,34,0,1,1,0,1,0,57,33,19,0,7,14,0,0,5,15,8,9,0,4,0,30,0,11,60,0,17,0,61,5,2,0,13,0,25,0,41,38,6,13,0,0,29,22,29,22,0,0,7,18,0,3,11,40,5,61,7,0,7,0,67,12,0,38,14,5,5,8,25,0,0,12,4,4,10,57,1,4,2,8,11,30,11,0,3,3,74
2017-11-01,29,0,27,14,0,23,1,0,3,18,2,2,1,2,1,1,62,39,51,0,5,20,1,0,7,8,5,25,0,4,2,13,2,12,47,0,9,1,30,3,2,0,29,13,29,0,15,59,6,29,7,0,23,15,15,30,15,0,0,15,11,5,15,64,7,31,10,0,17,0,65,16,0,29,5,0,15,14,46,9,11,4,4,4,25,65,0,5,3,11,8,34,17,3,6,3,49
2017-12-01,46,14,20,13,0,48,1,0,4,8,1,2,0,2,1,1,68,34,68,0,0,41,1,0,15,32,4,33,2,3,5,31,4,17,55,0,20,2,21,2,6,0,26,20,39,0,9,65,15,26,16,0,46,45,15,45,38,7,7,37,7,13,15,100,16,33,17,6,37,0,70,20,0,49,34,10,15,9,49,9,20,4,8,4,55,59,3,10,4,23,23,40,40,6,6,3,35
2018-01-01,100,13,58,45,0,100,1,1,5,18,2,3,100,4,2,0,100,23,100,0,5,100,2,0,26,84,7,49,6,9,6,100,0,61,83,17,47,1,36,2,9,6,65,28,40,0,14,60,37,65,6,19,44,85,78,71,14,14,0,28,11,17,25,85,19,54,42,7,68,0,81,19,1,37,32,14,70,5,91,16,41,10,6,16,100,96,3,12,4,68,30,100,51,11,11,8,75
2018-02-01,83,14,42,21,0,91,2,1,4,10,2,3,89,3,2,1,93,47,97,0,5,85,1,0,21,100,7,48,5,9,3,82,4,57,65,21,21,1,23,1,8,10,100,23,47,0,21,70,18,100,0,10,77,76,69,23,0,0,15,19,15,20,22,75,22,46,25,7,57,0,81,22,1,49,30,10,54,12,100,15,35,15,11,11,84,87,4,5,8,43,37,43,43,12,15,3,73
2018-03-01,27,0,13,0,0,37,4,1,3,2,1,2,26,2,1,1,82,41,30,0,5,27,1,0,7,28,2,15,2,0,2,26,2,11,41,6,19,0,4,0,2,0,12,19,19,0,28,56,20,12,0,12,25,35,0,28,0,0,0,17,7,9,18,51,11,9,16,4,29,0,71,19,0,37,14,0,46,8,52,11,16,4,4,0,44,86,3,4,1,5,16,21,19,5,0,5,63
2018-04-01,18,0,13,13,0,17,0,0,0,1,1,0,8,1,1,0,63,26,28,0,0,14,0,0,3,20,5,14,0,2,2,12,6,17,31,0,11,1,2,0,1,0,6,13,6,0,35,46,17,6,6,0,22,29,0,44,15,0,0,29,0,3,10,29,6,19,4,3,14,0,70,17,0,43,9,0,14,6,25,6,17,4,8,4,20,61,1,7,3,17,11,17,6,0,3,3,39
2018-05-01,11,0,0,0,0,11,0,1,3,1,0,1,10,0,0,0,47,26,12,0,0,10,1,0,2,13,2,6,0,0,0,6,0,6,28,6,6,0,2,0,0,0,22,0,12,0,11,60,6,22,6,0,13,29,0,14,14,7,0,32,7,2,6,31,3,5,5,0,4,0,66,16,0,37,9,0,5,5,17,6,0,0,8,0,6,59,0,4,1,5,11,11,11,0,6,0,36
2018-06-01,9,14,0,14,0,8,0,0,0,1,1,2,6,0,0,0,48,15,25,0,0,6,0,0,3,8,2,12,0,2,0,6,0,0,18,0,9,0,1,0,1,0,7,13,0,0,24,42,6,7,0,0,7,15,0,0,0,0,0,22,0,2,3,28,2,14,3,0,3,0,62,12,0,39,0,0,0,17,9,0,6,0,0,4,4,46,2,3,5,0,0,6,0,0,0,0,41
2018-07-01,7,0,13,0,0,7,1,0,1,1,1,0,3,0,0,0,39,17,9,0,5,4,0,0,1,2,0,5,0,0,0,2,0,0,34,0,11,0,1,0,0,0,6,6,13,0,14,46,0,6,0,0,19,14,0,29,0,0,7,11,0,0,2,18,3,6,3,0,3,0,66,13,0,24,0,0,0,0,6,0,0,0,4,0,4,25,0,1,1,5,5,5,5,0,0,0,40
2018-08-01,9,0,0,0,0,6,0,0,1,2,1,1,6,0,0,0,39,25,30,0,0,3,1,0,2,5,2,15,0,0,0,8,0,17,66,0,11,0,4,0,1,0,6,6,6,0,17,37,6,6,0,0,6,14,0,28,0,0,7,7,0,2,3,14,2,11,5,0,4,0,59,13,0,37,0,0,0,5,16,0,5,0,6,0,6,33,0,2,4,8,0,13,0,0,0,0,44
2018-09-01,23,0,20,13,0,19,0,0,1,16,2,1,20,1,1,0,63,17,33,0,5,7,0,0,4,10,2,16,0,2,0,17,0,8,45,0,8,1,29,3,2,0,6,0,6,0,20,23,6,6,0,0,19,0,0,36,0,0,0,14,0,0,6,21,3,36,3,3,4,0,62,13,0,42,5,5,5,6,14,0,0,0,14,0,6,56,1,3,3,8,5,11,11,0,6,0,48
2018-10-01,46,0,13,0,0,20,1,0,1,56,1,2,41,0,0,0,63,16,55,0,0,20,1,0,7,17,2,27,0,7,2,38,0,5,49,0,8,1,83,7,5,6,6,6,28,0,20,36,6,6,0,0,12,42,42,14,0,0,7,10,7,3,9,34,5,95,9,0,12,0,63,13,0,32,0,0,5,16,32,5,5,4,6,8,18,41,1,1,1,13,16,19,11,0,3,0,44
2018-11-01,31,26,0,13,0,19,0,0,3,18,2,4,25,1,1,1,67,23,40,0,5,19,0,0,3,10,0,20,0,3,4,20,0,14,45,6,11,0,34,3,5,0,13,9,38,0,23,49,6,13,6,0,28,72,29,29,14,0,7,18,7,3,13,41,3,34,5,0,10,0,67,14,0,38,0,5,9,6,39,6,8,4,4,4,14,55,1,3,4,16,5,36,11,3,3,0,42
2018-12-01,35,13,20,13,0,41,1,1,2,8,1,1,19,4,2,2,78,42,49,0,7,32,0,0,13,17,3,24,2,3,12,27,2,45,39,0,22,0,17,1,3,6,22,19,31,0,17,97,11,22,6,0,35,22,14,58,14,7,14,32,0,2,24,70,8,18,10,0,25,0,66,17,0,47,5,5,52,11,78,11,19,0,6,4,36,100,2,11,5,22,5,46,19,3,0,0,73
2019-01-01,45,12,31,31,0,54,0,1,3,5,2,2,13,2,1,1,82,51,87,0,9,42,1,0,14,37,4,42,0,4,2,44,3,21,45,11,21,1,21,2,5,6,27,27,21,0,22,100,16,27,36,18,51,75,20,27,82,10,0,47,0,15,18,66,16,18,15,3,36,0,71,18,0,71,9,9,40,10,68,8,31,8,4,6,53,84,1,8,3,28,10,21,26,5,11,5,63
2019-02-01,44,13,47,27,0,67,2,0,4,4,1,4,3,2,1,0,91,43,62,0,0,35,1,0,17,38,3,30,0,2,2,35,2,26,71,11,40,1,9,0,2,0,19,16,29,0,9,73,23,19,19,0,35,66,44,43,44,0,7,32,14,13,21,67,13,21,19,6,47,0,75,20,0,67,24,0,38,20,76,6,14,8,6,6,70,90,0,11,5,33,30,41,19,0,11,0,59
2019-03-01,33,0,13,25,0,57,1,1,2,3,3,1,2,2,1,0,91,34,65,0,9,28,0,0,13,37,2,32,2,6,6,23,0,24,51,11,32,1,9,1,3,6,27,0,12,0,36,55,11,27,9,9,42,14,21,69,21,7,0,7,0,15,20,73,18,22,12,0,30,0,71,19,0,27,4,9,36,8,80,0,19,4,8,8,44,84,1,6,3,37,5,21,24,3,5,5,32
2019-04-01,15,0,13,0,0,19,0,1,3,2,1,2,2,1,0,0,52,33,23,0,0,12,0,0,2,12,3,11,2,0,0,11,2,14,67,0,17,0,4,0,1,0,6,6,12,0,31,59,6,6,0,0,25,21,0,36,0,7,7,18,7,3,5,36,6,12,9,0,9,0,67,15,0,46,5,0,5,16,30,5,8,12,16,0,14,64,0,4,6,11,5,14,8,0,0,3,49
2019-05-01,11,0,0,0,0,11,1,1,1,1,2,1,2,1,1,0,61,14,48,0,5,10,1,0,4,15,3,23,0,4,2,4,0,5,46,0,5,0,3,0,0,0,6,12,12,0,17,39,8,6,0,0,12,14,28,35,0,0,7,17,7,5,2,23,5,7,8,3,7,0,70,14,0,27,9,9,0,8,22,5,5,0,8,0,10,54,0,4,4,13,8,11,5,0,3,0,41
2019-06-01,8,0,0,0,0,10,0,0,0,2,0,1,0,0,0,0,48,24,22,0,5,7,1,0,2,6,0,11,0,0,0,5,2,0,35,0,9,0,2,0,0,0,7,7,13,0,6,21,6,7,0,0,13,15,0,22,0,0,7,15,0,0,0,20,2,0,4,0,4,0,67,13,0,29,0,0,0,17,12,0,6,4,4,0,6,56,0,2,4,11,0,17,0,0,0,0,43
2019-07-01,8,0,0,0,0,8,0,0,0,1,0,1,0,1,0,0,38,14,5,0,5,5,0,0,2,4,3,2,0,4,2,5,0,5,55,0,0,0,1,0,0,0,6,6,9,0,17,34,0,6,6,0,15,14,14,14,14,7,10,10,0,0,3,20,0,4,3,0,8,0,63,12,0,41,0,0,0,0,8,0,5,0,4,0,12,33,0,4,0,11,0,8,5,0,0,3,33
2019-08-01,9,0,0,0,0,5,0,1,0,3,1,1,1,0,0,0,39,24,22,0,4,4,0,0,2,5,3,11,0,2,0,10,0,11,26,0,0,0,4,0,0,0,6,6,9,0,11,24,16,6,0,6,12,14,0,14,0,0,7,20,0,1,4,18,3,5,3,0,3,0,62,13,0,71,4,0,4,5,10,0,5,8,4,4,4,33,0,2,1,0,8,8,5,0,0,0,55
2019-09-01,23,0,0,0,0,13,0,0,1,27,2,2,0,0,1,0,59,11,30,0,4,9,0,0,4,10,2,15,0,2,0,19,0,5,41,0,5,0,35,3,2,0,6,0,23,0,32,47,5,6,0,0,9,13,0,20,0,7,10,20,0,1,9,17,3,35,4,0,3,0,66,13,0,60,4,4,4,8,31,5,10,0,7,0,4,53,1,3,3,10,5,33,0,0,0,0,64
2019-10-01,48,0,12,0,0,16,0,0,2,62,1,0,2,1,0,0,65,13,42,0,0,17,0,0,5,12,0,20,0,3,2,55,2,17,57,0,20,0,100,10,5,0,14,11,28,0,15,48,5,14,0,6,25,45,0,32,0,0,0,31,0,3,14,34,7,74,5,0,10,0,65,13,0,50,8,0,8,10,39,5,5,4,7,4,14,58,0,3,3,12,7,17,5,7,0,0,42
2019-11-01,37,12,24,0,0,21,0,0,2,19,1,2,1,1,1,0,71,24,30,0,4,24,0,0,7,25,6,15,2,2,2,32,4,13,39,10,16,0,46,3,4,0,20,17,17,0,16,37,21,20,6,0,20,53,13,46,13,7,7,20,13,6,9,57,7,38,5,0,20,0,67,14,0,47,0,0,22,10,43,5,5,4,7,4,30,69,1,6,7,8,25,15,5,3,10,0,62
2019-12-01,48,0,24,24,0,51,4,1,2,15,2,4,1,3,1,1,95,65,84,0,4,35,1,0,14,39,0,41,0,3,3,34,4,10,67,8,18,1,30,3,4,12,23,23,26,0,24,47,16,23,6,0,23,99,26,53,13,7,7,26,10,20,22,78,22,29,14,5,45,0,70,19,0,26,26,9,48,13,66,13,25,4,7,9,67,86,1,10,3,20,20,65,13,3,3,3,36
