date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,wisconsin flu,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,flu shot walgreens,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,flu in wisconsin,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,flu complications,signs of the flu,treat flu,how to get rid of the flu
2015-04-01,24,0,29,0,0,22,0,1,2,5,3,3,0,1,3,69,10,1,0,0,22,3,0,25,6,13,16,6,0,51,0,3,0,17,50,8,25,0,2,0,0,0,0,0,16,0,37,15,22,0,0,0,0,0,0,1,49,0,0,45,0,4,5,31,4,11,7,0,11,0,0,7,61,17,28,0,11,8,8,25,0,0,0,20,7,10,52,16,31,17,0,17,0,0,46,46,46
2015-05-01,13,29,0,0,0,12,0,0,0,0,9,3,0,0,0,57,4,1,0,1,8,0,0,15,0,13,13,0,0,19,0,0,3,0,46,0,17,0,0,0,0,0,0,10,0,0,29,51,22,10,0,10,10,2,1,0,34,15,0,15,0,2,7,18,2,13,4,4,0,0,0,7,27,0,0,0,11,0,12,25,0,13,7,0,0,0,16,21,31,26,9,9,0,0,0,23,23
2015-06-01,8,32,0,0,0,4,0,0,0,3,0,3,0,0,0,28,2,1,0,0,4,3,0,8,0,0,7,0,0,9,0,0,0,9,32,0,0,0,2,0,0,0,0,11,23,0,8,40,0,0,0,0,0,0,0,2,40,0,16,0,0,0,0,7,0,12,0,0,0,0,0,0,59,12,12,12,12,0,0,0,0,7,0,0,0,0,11,34,23,0,9,9,0,0,25,0,0
2015-07-01,6,0,0,0,0,2,0,0,0,7,3,3,0,0,0,25,1,1,0,0,3,3,0,8,0,0,7,0,0,4,0,4,4,0,37,0,9,0,2,0,0,11,11,11,0,0,0,24,8,0,11,12,0,0,0,0,28,0,0,16,0,0,2,10,0,4,4,0,0,0,0,0,15,0,0,0,12,0,0,9,0,7,0,0,0,0,11,23,11,0,0,0,0,25,0,0,0
2015-08-01,8,0,0,32,0,3,0,0,1,7,3,3,0,0,0,32,0,1,0,1,5,0,0,0,0,7,14,0,0,0,0,0,0,0,32,0,0,0,5,0,2,0,11,11,11,0,0,16,8,0,11,0,0,0,0,1,36,0,0,49,33,2,2,16,2,14,4,0,0,0,0,0,52,0,0,0,12,0,0,18,9,7,0,0,0,0,23,23,23,9,0,19,0,0,0,50,0
2015-09-01,18,0,0,0,0,10,0,0,1,33,0,3,0,1,0,54,3,1,0,0,14,3,0,7,0,13,16,0,0,3,0,0,0,17,50,0,8,0,22,0,2,0,10,11,26,0,15,22,0,0,10,0,21,1,0,0,36,0,15,30,0,2,3,14,2,60,0,0,7,7,7,0,14,11,11,0,34,0,0,13,0,0,0,7,0,0,21,16,26,9,9,13,9,24,47,23,0
2015-10-01,30,0,28,0,0,10,0,0,0,66,3,0,0,0,0,61,7,2,0,0,20,3,0,19,3,6,27,0,0,17,0,0,3,0,27,8,12,0,58,0,5,0,15,0,54,0,42,41,0,0,15,0,10,0,1,0,42,0,0,28,0,2,5,22,3,61,5,0,4,0,6,0,57,32,16,0,11,8,8,16,0,0,0,6,6,0,29,29,34,8,12,8,89,22,22,0,44
2015-11-01,21,0,0,0,0,8,0,0,1,15,0,3,0,1,0,70,2,1,0,0,19,0,0,9,3,0,12,0,0,11,0,0,0,16,44,0,8,0,28,0,2,0,15,10,20,0,7,28,14,0,15,0,0,1,0,3,54,0,0,43,0,0,2,24,2,52,4,4,11,6,0,0,32,22,22,0,22,8,16,24,16,6,0,26,0,0,30,30,25,17,12,8,37,0,22,22,33
2015-12-01,18,0,27,27,0,10,1,0,1,15,3,0,0,0,1,71,5,3,0,0,17,3,0,17,3,0,30,0,0,5,0,3,3,16,47,8,8,1,10,0,2,0,0,19,0,0,7,34,14,0,0,10,0,0,0,1,36,0,28,97,0,5,4,51,3,23,14,0,19,0,6,0,38,11,42,10,10,16,8,23,8,6,0,31,0,10,77,19,19,8,16,12,12,0,43,22,0
2016-01-01,19,0,24,49,0,8,0,0,0,3,0,3,3,0,0,75,9,3,0,0,17,2,0,23,2,11,30,0,0,6,0,3,3,10,38,0,0,0,8,0,0,9,17,9,26,0,43,31,0,9,17,0,0,1,0,1,32,0,0,37,0,2,7,51,4,8,5,0,6,0,11,0,51,28,9,0,33,7,10,7,7,11,0,11,0,0,47,30,43,7,25,22,14,0,0,29,29
2016-02-01,20,0,24,0,0,20,1,0,1,8,4,8,0,0,0,59,7,3,0,0,20,6,0,25,6,11,38,0,0,8,0,3,4,7,49,0,14,1,6,0,0,0,13,9,0,0,18,80,6,0,13,13,9,2,0,2,57,25,12,12,0,4,6,42,5,11,5,6,11,6,0,0,34,9,14,0,14,7,14,38,7,6,0,17,0,0,26,30,17,11,18,22,0,0,0,38,19
2016-03-01,21,24,24,72,0,32,1,1,0,3,5,9,0,0,0,95,5,2,0,0,21,2,0,21,2,5,19,0,0,24,0,4,3,24,41,21,7,1,5,0,0,0,17,8,17,0,12,54,12,9,17,9,0,1,3,4,50,24,0,12,0,4,5,44,5,14,12,0,15,0,6,0,62,19,23,0,28,0,17,10,0,0,0,27,0,8,39,30,38,7,14,11,7,0,0,48,0
2016-04-01,13,0,25,0,0,12,1,0,0,0,3,7,0,0,0,60,3,2,0,0,10,0,0,10,3,6,22,0,0,6,0,0,3,11,43,0,14,1,1,0,0,0,9,18,18,0,19,44,0,9,9,9,0,0,2,0,46,0,0,0,0,3,2,29,6,9,3,3,8,0,12,0,87,10,19,0,14,0,0,14,14,6,0,11,0,0,9,22,27,7,7,0,0,0,0,20,20
2016-05-01,10,0,0,0,0,7,0,1,0,8,3,0,0,0,0,43,3,0,0,0,8,0,0,11,3,6,6,6,0,3,0,0,3,7,39,0,7,0,3,0,0,0,0,9,9,0,13,38,0,0,0,0,0,0,0,0,32,0,13,38,0,2,5,21,2,6,5,0,5,0,6,0,58,10,0,0,0,0,0,0,0,6,0,6,6,0,18,0,18,7,7,7,0,0,0,0,0
2016-06-01,7,27,0,0,0,4,0,0,1,3,3,0,0,0,0,34,5,1,0,1,6,0,0,14,0,0,6,0,0,3,0,0,3,12,23,8,8,0,2,0,0,0,10,10,10,0,0,41,7,0,10,0,0,0,0,1,33,14,0,0,0,0,3,12,2,10,0,0,7,0,0,0,19,0,11,0,11,0,0,0,0,6,0,13,0,0,29,10,10,16,8,8,0,0,22,22,22
2016-07-01,6,0,0,0,0,2,0,0,1,12,0,4,0,1,0,36,0,1,0,1,4,3,0,8,0,0,6,0,0,5,0,0,0,8,23,0,0,0,3,0,1,0,0,10,0,0,0,41,7,0,0,0,10,0,0,0,25,0,14,28,0,2,3,19,2,3,0,0,3,0,0,6,25,0,0,0,11,0,0,8,8,0,0,0,0,0,24,0,0,0,16,8,0,0,0,0,0
2016-08-01,9,27,28,0,0,4,0,0,0,7,3,3,0,0,0,33,0,1,0,0,5,0,0,3,0,6,6,0,0,6,0,0,3,0,39,0,16,0,5,0,1,0,0,10,20,0,14,28,0,0,0,0,0,0,0,1,37,0,0,0,0,2,3,20,3,11,3,0,0,6,0,0,39,0,11,0,16,0,0,16,0,0,0,0,0,0,10,10,0,0,8,0,0,0,0,0,0
2016-09-01,16,0,0,0,0,6,0,1,0,22,0,3,0,0,0,80,4,2,0,0,12,0,0,10,0,11,20,0,0,7,0,0,0,7,40,0,7,0,22,0,2,0,18,9,36,0,6,32,0,9,18,0,0,0,0,0,40,0,0,39,0,6,2,16,6,37,3,3,0,12,0,0,65,15,0,0,10,0,0,14,0,0,0,0,0,0,18,18,13,22,7,7,22,0,20,0,0
2016-10-01,29,0,24,24,0,9,0,0,0,51,0,4,3,0,1,67,4,1,0,0,20,2,0,11,0,11,13,0,0,14,0,3,0,10,34,0,14,0,59,0,3,0,0,17,21,0,12,48,18,0,0,0,0,0,0,0,41,0,0,12,0,3,8,16,7,55,3,3,5,0,6,0,56,9,9,0,14,0,7,7,0,5,0,11,5,8,34,21,30,7,21,7,53,19,38,38,0
2016-11-01,21,24,0,0,0,8,0,0,0,23,0,0,3,0,1,90,6,2,0,0,15,2,0,18,2,5,21,0,0,8,0,0,0,21,76,7,7,1,28,0,3,0,9,9,13,0,12,49,0,0,9,9,0,0,1,2,29,0,0,25,0,1,4,28,1,31,3,0,3,0,11,0,45,9,9,0,37,0,0,21,0,6,0,0,0,9,17,39,30,7,14,7,29,0,19,19,0
2016-12-01,19,0,23,0,0,8,0,0,0,10,7,2,0,0,0,83,8,2,0,0,21,0,0,26,4,0,28,10,0,3,0,3,0,17,56,0,17,2,15,0,2,0,17,25,12,0,23,23,6,8,17,0,0,1,0,2,27,0,12,35,0,1,6,61,2,19,3,3,9,0,5,5,43,18,36,0,9,7,7,13,0,0,21,16,5,0,21,25,21,10,17,7,10,0,28,37,18
2017-01-01,29,22,0,0,0,16,0,0,1,11,2,0,0,0,0,97,14,3,0,0,27,5,0,37,3,5,37,7,0,16,0,3,5,13,45,6,13,1,9,0,1,0,8,16,0,0,6,45,6,8,8,8,8,4,1,0,32,0,0,11,0,3,11,89,5,21,9,3,24,0,15,0,21,26,22,9,9,0,29,35,6,15,0,31,0,16,32,32,28,7,23,26,13,0,18,18,62
2017-02-01,32,0,36,24,0,58,1,0,1,3,5,4,0,0,1,70,22,3,0,0,30,5,0,54,11,13,32,5,0,25,0,0,3,10,54,7,24,1,12,0,1,0,30,21,25,0,30,66,6,9,30,26,9,2,1,1,50,12,0,85,0,8,8,65,14,17,9,3,30,0,17,0,33,9,55,9,18,7,10,48,14,16,0,71,0,0,51,42,51,14,42,11,0,0,19,28,19
2017-03-01,25,0,32,0,0,43,1,0,1,5,2,6,2,0,0,65,9,2,0,0,26,2,0,33,7,5,26,0,0,15,0,2,2,18,69,0,12,2,6,0,1,8,15,15,19,0,26,52,10,0,15,15,0,1,0,5,42,11,11,53,11,7,11,50,11,8,4,3,16,0,20,5,20,8,24,16,12,6,24,30,6,19,10,19,0,0,22,22,26,9,31,13,9,0,16,25,34
2017-04-01,15,0,34,0,0,21,1,0,0,4,2,2,0,0,0,68,3,1,0,0,14,2,0,14,0,5,13,0,0,16,0,0,3,13,26,0,16,0,2,0,0,0,0,16,16,0,35,52,17,0,0,0,0,1,0,1,36,0,0,12,0,3,7,41,5,9,6,3,6,5,5,0,52,9,13,0,0,0,7,16,6,10,0,10,0,12,24,20,16,20,10,10,0,18,0,0,18
2017-05-01,9,0,0,0,0,7,0,0,0,0,0,2,0,0,0,50,1,1,0,0,7,2,0,5,2,0,13,0,0,5,0,3,3,7,53,7,13,1,2,0,0,0,8,8,8,0,23,35,6,0,8,0,0,2,0,0,37,12,0,12,0,3,5,25,4,10,3,0,4,0,0,0,49,9,9,0,22,0,0,7,7,5,0,5,0,0,16,25,25,14,0,0,0,0,0,19,18
2017-06-01,7,0,0,0,0,7,0,0,0,5,0,3,0,0,0,38,1,0,0,0,6,3,0,3,0,0,6,0,0,4,0,0,3,0,39,7,7,0,1,0,1,0,9,9,0,0,0,51,13,9,9,0,9,1,1,0,33,0,13,38,0,0,2,16,0,6,3,0,5,0,6,0,11,0,10,0,29,7,0,11,7,6,0,11,6,0,18,18,31,7,0,0,0,0,0,30,0
2017-07-01,6,0,0,0,0,3,0,0,1,3,0,4,0,0,0,27,0,0,0,0,6,0,0,18,8,0,6,0,0,3,0,0,0,0,21,7,7,0,2,0,0,0,0,0,9,0,19,31,0,0,0,0,0,0,0,1,32,0,0,13,0,0,0,16,2,5,3,0,6,0,0,0,35,10,19,0,10,0,21,0,7,0,0,11,0,0,18,9,18,15,15,0,0,0,0,0,20
2017-08-01,9,0,0,0,0,5,0,0,0,9,3,0,0,0,0,31,2,1,0,0,4,0,0,5,0,5,10,0,0,4,0,0,0,0,40,0,13,1,6,1,1,0,0,0,25,0,6,41,0,0,0,0,0,1,0,0,23,0,0,36,0,0,3,15,0,13,3,0,3,0,0,0,38,0,0,0,9,0,0,0,7,5,0,0,5,0,17,8,0,7,7,14,7,0,0,0,0
2017-09-01,18,0,0,23,0,7,0,0,0,27,2,2,2,0,0,47,2,2,0,0,11,5,0,7,0,0,26,5,0,13,0,0,0,7,33,0,13,1,23,1,3,0,8,12,0,0,12,23,17,0,8,0,0,2,0,1,29,0,0,12,0,0,3,14,2,37,3,0,3,5,5,0,54,9,0,0,0,7,7,13,7,5,0,0,0,0,16,16,12,10,7,14,27,0,18,0,0
2017-10-01,32,0,43,22,0,8,0,0,0,58,0,3,2,0,0,64,4,3,0,0,22,2,0,12,2,5,36,5,0,15,0,0,3,12,40,12,12,1,65,1,6,0,8,0,12,0,11,71,16,0,8,12,0,1,1,0,33,0,0,55,0,1,7,24,2,60,8,0,3,5,10,0,35,17,33,0,8,6,6,19,6,5,0,5,0,0,23,15,23,6,13,6,42,0,17,34,0
2017-11-01,23,0,21,0,0,9,0,0,1,29,2,3,0,0,1,61,3,1,0,0,17,0,0,12,4,12,16,5,0,4,0,0,2,12,95,6,6,0,37,0,5,0,15,11,22,0,16,47,5,0,15,0,0,1,1,0,29,0,0,32,0,3,8,31,5,39,3,3,8,0,0,0,44,12,20,0,32,0,12,18,0,14,0,19,0,15,37,19,37,9,9,9,40,0,0,17,0
2017-12-01,34,0,21,0,0,26,0,0,2,17,3,3,0,0,1,77,16,4,0,0,31,8,0,42,3,9,44,5,0,17,0,2,5,21,71,9,32,0,17,0,1,7,22,33,18,0,21,52,16,0,22,7,7,3,1,1,58,0,0,74,11,7,8,99,9,26,7,3,26,10,24,10,48,16,36,8,16,6,12,12,0,14,5,52,0,7,48,26,30,9,21,25,15,16,41,16,16
2018-01-01,100,20,100,30,0,98,3,0,2,35,4,4,2,2,1,100,30,9,0,0,100,3,0,100,14,13,100,11,0,81,0,5,2,54,57,14,34,2,42,50,4,7,50,35,57,0,30,100,55,14,50,25,0,5,2,0,60,40,10,51,20,20,33,100,25,59,27,6,55,0,51,0,65,12,85,19,31,11,40,100,9,9,5,100,0,21,78,32,82,32,71,44,21,32,79,79,32
2018-02-01,88,22,54,32,0,100,3,1,1,23,5,6,0,0,1,98,32,8,0,1,97,4,0,95,12,10,96,10,0,58,0,4,0,34,77,18,46,3,24,51,2,8,100,38,38,0,27,54,65,0,100,39,8,6,1,3,62,44,11,44,22,15,31,66,21,45,36,3,61,15,60,0,100,25,100,13,8,22,22,71,12,15,15,94,0,12,73,31,100,45,54,29,10,34,85,43,26
2018-03-01,30,40,30,20,0,37,1,0,1,4,5,4,0,0,1,85,13,4,0,0,27,0,0,33,3,4,40,0,0,23,0,2,2,17,80,9,20,1,5,14,0,0,32,11,14,0,15,65,15,0,32,0,7,1,1,1,52,0,10,41,0,7,15,47,9,11,13,4,14,5,19,0,88,8,39,8,15,11,11,11,6,9,0,27,5,14,43,32,21,24,24,12,6,16,16,48,16
2018-04-01,18,0,20,0,0,21,2,0,1,3,0,2,2,0,0,51,8,2,0,0,14,2,0,21,2,9,27,0,0,13,0,2,5,0,41,6,6,0,1,7,0,0,18,7,7,0,15,25,10,0,18,11,0,1,1,1,51,21,0,41,0,3,9,35,4,12,5,0,13,0,14,5,52,8,16,0,16,0,0,26,0,0,0,23,5,0,25,18,18,18,9,15,0,0,24,32,0
2018-05-01,10,0,0,0,0,8,0,0,0,2,0,0,0,0,0,58,2,2,0,1,9,8,0,6,2,7,25,0,0,5,0,0,2,12,35,6,6,1,1,4,0,0,14,0,0,0,26,36,5,7,14,0,0,1,0,0,36,0,10,10,10,1,8,25,2,10,3,0,8,0,5,0,42,8,8,0,16,6,6,12,6,0,0,9,5,0,33,7,11,0,15,6,0,0,24,16,16
2018-06-01,6,0,0,0,0,4,0,0,0,0,2,7,0,0,0,37,2,1,0,0,4,2,0,3,0,10,7,0,0,3,0,0,3,0,41,0,0,0,3,3,0,0,8,0,8,0,17,22,0,0,8,0,8,0,0,0,31,0,11,22,0,1,1,16,4,4,3,3,0,0,0,0,26,8,0,0,21,0,0,6,0,0,0,0,0,0,8,16,16,13,13,0,0,0,0,17,18
2018-07-01,7,0,0,0,0,1,0,0,0,5,2,7,0,0,0,39,1,1,0,0,6,3,0,4,0,5,14,0,0,2,0,0,2,12,30,0,9,0,1,3,0,0,0,8,8,0,5,43,5,0,0,8,0,0,0,2,27,0,0,33,0,0,2,16,1,3,3,0,3,0,10,0,25,12,0,0,8,0,0,6,12,5,0,0,0,0,15,8,19,0,0,6,6,0,34,0,0
2018-08-01,9,0,0,0,0,3,0,0,1,14,0,2,0,0,0,40,2,1,0,0,7,2,0,13,2,0,14,0,0,2,0,0,2,6,48,6,12,1,3,2,0,0,0,0,0,0,11,21,0,0,0,0,0,1,0,1,32,0,21,21,0,0,1,13,1,9,0,3,3,5,5,0,20,0,20,8,24,6,6,9,0,5,0,5,0,15,22,15,8,0,6,0,0,17,17,0,0
2018-09-01,21,0,0,0,0,7,0,0,0,51,2,4,0,0,0,53,4,3,0,1,15,0,0,10,2,0,34,0,0,23,6,0,5,12,56,0,9,0,30,12,2,0,22,15,29,0,10,31,10,0,22,0,7,1,0,0,41,0,10,10,0,3,4,19,3,59,3,0,5,10,10,0,57,0,20,0,16,6,6,12,0,0,0,9,0,15,11,11,18,6,12,9,18,0,32,33,0
2018-10-01,42,29,29,0,0,10,0,0,0,100,3,2,0,0,1,72,3,3,0,0,31,2,0,14,3,11,37,0,0,29,2,2,2,22,42,6,6,1,90,16,7,0,14,14,49,0,25,25,15,0,14,0,0,1,0,0,38,0,0,10,0,4,7,19,7,82,0,0,5,14,14,5,50,8,15,0,0,0,8,23,0,9,0,9,0,0,24,7,45,9,6,6,73,0,31,15,0
2018-11-01,27,0,0,0,0,10,0,0,1,18,4,4,0,0,0,81,6,2,0,0,22,3,0,23,3,5,27,0,0,11,4,2,0,26,61,0,12,1,40,9,3,0,0,7,29,0,21,5,0,7,0,0,7,1,0,0,43,0,10,0,0,1,6,42,3,30,9,0,10,0,9,0,43,8,0,8,0,6,15,18,12,0,5,33,0,0,33,29,47,9,24,30,52,0,16,16,16
2018-12-01,31,0,31,0,0,13,1,0,1,9,4,4,0,0,1,69,8,3,0,0,32,2,0,28,7,9,35,5,0,14,4,7,2,21,39,6,9,1,20,7,2,7,26,19,15,0,16,26,16,7,26,7,8,1,1,1,38,0,0,11,21,3,10,90,3,16,5,0,28,5,24,0,29,12,48,8,40,0,15,21,6,5,5,72,0,7,45,7,44,9,28,12,12,17,33,33,33
2019-01-01,35,20,0,20,0,21,0,0,0,6,4,4,0,1,0,79,15,5,0,0,33,2,0,37,12,13,53,0,0,18,55,2,0,14,56,6,20,1,14,3,1,0,14,18,28,0,15,60,5,7,14,14,0,1,0,0,28,20,10,40,10,10,7,94,11,20,5,0,29,5,5,0,23,19,34,15,8,11,45,31,6,4,4,63,0,0,81,32,70,20,41,12,15,0,16,47,31
2019-02-01,27,0,32,21,0,42,0,0,1,5,6,3,0,1,1,77,17,2,0,0,24,2,0,43,5,5,29,0,0,21,45,2,0,24,55,9,6,1,9,1,1,0,15,23,19,0,16,64,16,0,15,11,0,0,1,0,41,22,0,44,22,7,9,49,9,14,4,0,26,5,25,10,54,8,29,17,0,6,21,34,6,5,0,44,5,11,53,15,42,13,25,16,6,0,51,51,17
2019-03-01,36,40,40,41,0,72,1,0,0,4,5,5,0,1,0,85,18,4,0,1,35,4,0,59,7,22,45,4,0,19,49,0,5,14,60,6,14,1,9,1,0,0,25,18,36,0,20,75,5,0,25,11,0,2,1,3,34,10,0,10,20,10,16,62,15,13,13,3,23,5,5,0,47,31,39,0,27,0,29,46,6,5,9,37,5,11,43,36,43,27,42,18,12,0,31,48,24
2019-04-01,20,41,41,0,0,24,1,0,0,7,2,3,0,0,0,68,6,2,0,0,18,2,0,27,2,7,25,5,0,14,35,0,2,6,38,12,12,0,4,1,0,7,14,7,11,0,5,31,15,0,14,15,7,0,1,1,40,10,0,31,0,4,9,50,6,9,6,0,14,5,9,0,52,8,12,0,16,0,12,15,6,5,0,33,0,0,22,25,18,18,15,12,0,0,32,16,16
2019-05-01,11,20,20,0,0,9,0,0,1,4,2,4,2,0,0,50,5,2,0,0,8,0,0,17,2,0,17,0,0,3,8,2,0,11,33,6,11,0,2,0,0,0,7,7,10,0,25,35,10,0,7,7,0,0,0,1,35,10,0,20,0,2,7,28,3,9,3,0,5,0,14,0,23,8,23,0,15,0,0,17,0,13,4,13,0,0,24,21,31,6,17,12,0,0,0,15,31
2019-06-01,7,0,0,0,0,3,0,0,0,0,2,6,0,0,0,46,4,2,0,0,5,0,0,9,2,5,21,0,0,2,7,0,2,6,42,0,0,0,3,1,0,0,0,0,0,0,16,37,5,0,0,0,0,1,0,0,35,0,0,11,0,1,3,13,2,7,3,3,4,0,0,0,30,8,8,0,8,0,0,6,0,14,0,5,0,8,19,15,11,6,6,0,0,0,0,17,17
2019-07-01,7,0,41,0,0,1,0,0,0,2,0,2,0,0,0,40,4,1,0,0,7,4,0,6,0,0,7,0,0,5,6,0,0,6,47,6,6,0,2,0,0,0,7,0,11,0,5,41,0,0,7,7,0,0,0,0,28,0,0,10,0,1,3,17,2,5,3,0,5,0,5,0,38,0,0,0,8,6,0,9,0,5,0,14,0,0,11,22,7,0,6,12,0,0,16,16,0
2019-08-01,9,0,0,0,0,3,0,1,0,16,0,2,0,0,0,46,4,1,0,0,5,4,0,10,0,0,16,0,0,4,11,2,0,6,35,6,6,0,7,0,1,0,7,0,7,0,10,57,10,0,7,0,0,0,1,1,29,0,0,42,0,3,3,16,3,7,0,0,3,0,10,0,29,8,16,0,8,12,6,12,6,5,0,0,0,0,18,15,15,0,6,6,6,0,33,0,16
2019-09-01,22,0,19,19,0,6,0,0,0,47,2,2,0,0,0,63,5,3,0,0,15,0,0,18,2,8,40,0,0,17,58,0,4,0,56,11,8,0,32,1,3,0,14,20,20,0,9,19,19,0,14,0,0,2,0,0,37,0,10,29,0,4,5,16,5,47,8,2,2,0,4,0,53,7,7,7,15,5,0,13,5,4,4,0,0,0,7,33,13,14,17,6,22,0,30,15,22
2019-10-01,46,0,37,18,0,13,0,0,0,99,2,2,0,1,0,95,12,3,0,0,30,2,0,32,5,8,31,4,0,16,100,0,0,16,34,5,11,0,100,0,12,0,30,7,23,0,14,37,9,7,30,0,0,2,1,1,42,9,0,28,0,3,7,22,3,73,5,0,9,4,4,0,47,7,18,0,14,5,16,21,5,17,0,21,4,0,16,30,53,8,25,0,69,15,29,30,15
2019-11-01,33,39,19,19,0,11,0,0,0,40,2,3,6,0,0,99,7,3,0,0,25,4,0,21,5,0,36,0,0,15,44,0,2,16,62,5,8,0,52,0,6,0,17,20,24,0,33,47,14,0,17,0,0,1,1,1,29,0,10,38,0,4,8,31,5,44,7,0,15,0,18,4,54,11,26,7,18,5,8,30,0,13,0,26,0,0,30,24,47,11,14,11,65,31,23,15,15
2019-12-01,39,0,47,19,0,30,1,0,0,20,10,7,0,0,0,94,19,6,0,0,39,0,0,62,11,8,69,4,0,22,60,7,2,40,45,5,19,0,23,1,2,7,27,46,27,0,9,28,33,7,27,7,0,2,1,2,35,38,0,19,0,8,13,70,13,26,2,5,45,4,9,0,52,14,61,14,18,13,37,32,13,17,0,99,9,0,43,20,66,25,25,11,17,15,52,22,22
