date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu game,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2015-05-01,5,0,12,0,12,0,2,0,5,25,42,0,0,0,1,34,3,0,0,0,3,2,1,0,5,5,3,3,0,0,0,2,25,55,0,7,0,1,0,0,0,9,9,4,0,29,0,0,0,0,6,0,12,29,0,0,15,0,4,2,9,5,2,2,2,0,0,0,71,3,1,4,11,4,4,0,5,4,3,5,0,3,0,4,0,52,0,4,3,0,2,2,0,3,3,53
2015-06-01,5,0,13,0,0,0,2,0,0,0,26,0,0,0,1,31,1,0,0,0,2,3,0,0,2,8,1,1,0,0,2,2,18,36,0,7,5,1,0,0,0,0,5,7,0,25,0,0,0,0,3,3,0,45,0,0,0,0,3,0,2,0,3,2,2,0,0,0,75,1,1,9,16,0,4,7,4,0,0,5,0,6,0,2,2,26,1,2,3,2,3,2,0,4,0,60
2015-07-01,4,0,11,11,0,0,0,2,2,7,22,0,0,0,1,28,2,1,0,0,2,2,1,0,4,5,2,2,0,0,2,3,21,43,0,0,0,1,0,0,0,8,0,4,0,34,6,0,0,0,3,0,5,13,13,13,13,0,2,3,4,3,3,2,4,0,0,0,72,2,0,2,12,0,3,0,6,0,0,0,0,2,2,5,0,27,1,2,1,2,2,4,2,2,0,54
2015-08-01,4,0,0,0,0,0,0,1,6,7,36,0,0,0,1,35,1,1,0,0,3,2,1,0,2,4,1,3,0,2,0,2,18,38,0,4,4,3,0,0,0,4,4,0,0,23,4,0,0,0,5,5,3,25,0,0,0,0,3,1,5,2,1,11,1,0,0,0,71,2,0,3,19,6,0,0,7,2,0,4,0,3,0,3,2,32,0,1,1,0,4,4,0,0,2,65
2015-09-01,9,10,0,11,11,0,0,0,7,0,22,0,0,0,1,44,2,1,0,0,4,2,1,0,4,9,4,4,0,2,0,0,17,39,0,4,10,23,0,0,0,11,8,4,0,42,0,0,4,3,11,3,14,13,0,0,0,0,6,1,5,1,1,32,1,0,0,0,74,1,1,9,18,0,8,3,3,2,0,9,2,4,0,2,0,47,0,2,3,7,11,2,0,2,0,65
2015-10-01,16,0,10,10,0,1,0,0,3,7,14,0,7,0,2,55,4,1,0,0,10,2,0,0,6,12,3,5,0,3,0,2,24,47,4,15,4,53,0,0,0,6,6,6,0,41,4,0,8,0,16,8,11,56,12,0,12,1,9,4,12,3,7,68,3,0,0,0,77,5,0,16,16,6,5,0,5,2,4,14,0,2,2,3,2,53,1,4,6,2,4,3,2,7,2,62
2015-11-01,11,0,0,0,0,2,0,5,6,0,29,0,0,0,2,61,4,1,0,0,9,2,1,0,6,9,1,6,0,2,2,2,29,37,4,15,0,28,0,0,0,8,4,10,0,59,11,0,8,0,5,3,5,26,0,0,19,0,10,1,12,3,7,33,5,0,0,0,75,3,0,10,18,3,6,3,6,2,2,11,0,3,2,9,0,72,1,2,4,4,7,7,0,2,2,49
2015-12-01,10,0,0,0,0,0,0,0,4,21,0,0,21,0,2,62,5,1,0,0,8,3,1,0,9,10,0,7,1,3,0,2,33,49,0,9,16,10,0,0,0,0,18,18,0,63,4,4,4,0,3,8,8,12,0,0,12,0,7,4,6,8,8,13,6,0,0,0,72,1,1,12,16,3,7,0,9,2,2,17,4,5,0,7,1,74,0,1,2,5,8,7,0,2,4,63
2016-01-01,9,9,18,9,0,0,4,5,6,6,12,0,0,0,1,52,4,1,0,0,7,3,1,0,6,4,3,7,1,2,0,1,29,45,3,10,3,10,0,0,0,9,13,3,0,49,10,3,7,0,11,5,7,21,11,0,11,1,11,3,9,5,3,7,4,0,0,0,71,5,1,9,22,8,0,0,8,2,4,9,2,5,3,6,0,64,1,2,3,4,12,2,0,0,2,77
2016-02-01,12,9,9,0,14,0,1,1,4,6,6,0,13,0,2,55,7,1,0,0,11,5,2,0,12,12,1,7,1,2,2,2,30,70,3,8,17,5,0,0,1,10,11,11,0,62,9,4,9,2,26,0,16,28,0,0,11,0,15,5,11,6,6,8,7,0,0,0,76,5,1,18,18,3,16,0,3,2,8,24,3,5,2,15,0,64,1,4,5,6,11,5,2,6,2,83
2016-03-01,14,0,25,8,8,0,1,1,5,6,34,6,22,1,1,55,10,1,0,0,14,7,2,0,17,18,3,5,0,3,4,4,31,43,3,13,15,5,0,0,0,21,10,7,0,71,5,0,10,2,23,2,6,54,10,0,20,3,14,7,20,9,8,6,6,1,0,0,74,5,0,22,26,4,32,2,7,2,7,30,0,5,1,21,0,63,1,5,5,4,15,6,0,3,3,72
2016-04-01,9,17,13,9,0,0,0,0,1,23,18,0,12,0,2,44,6,0,0,0,8,12,1,0,9,8,1,5,0,1,2,4,18,55,6,12,5,2,0,0,0,6,3,6,0,61,8,0,7,0,11,9,2,36,10,0,15,1,10,3,8,5,7,6,2,0,0,0,71,2,1,12,17,5,6,0,7,4,4,15,2,4,1,7,0,52,1,3,1,6,7,1,0,7,4,68
2016-05-01,9,0,0,0,0,1,0,0,4,18,12,0,0,1,3,35,2,1,0,0,6,48,1,0,3,7,2,5,0,0,2,2,16,47,0,7,16,1,0,0,0,6,3,3,0,44,4,0,4,0,2,2,7,27,0,0,16,0,6,3,2,3,4,4,3,0,0,0,72,4,0,6,17,3,10,0,5,2,0,8,2,3,3,3,3,43,1,2,2,2,2,2,0,2,0,58
2016-06-01,5,0,9,0,0,0,1,1,6,13,0,0,0,0,1,35,2,1,0,0,2,21,1,0,3,3,1,3,0,0,0,2,15,42,0,0,3,1,0,0,0,0,5,3,0,44,0,0,0,2,7,2,0,28,0,0,11,0,5,0,3,0,4,5,2,0,0,0,73,1,0,5,12,0,3,0,4,4,0,11,0,3,0,1,0,35,0,2,0,2,5,2,0,0,0,43
2016-07-01,4,9,0,0,0,0,0,0,3,13,6,0,0,0,1,23,1,1,0,0,2,12,2,0,1,3,2,3,0,2,0,2,13,39,3,7,3,1,0,0,0,5,0,5,0,31,0,0,0,0,5,0,5,50,0,0,22,1,4,2,3,3,2,4,0,0,0,0,72,3,0,2,13,0,0,0,4,0,0,4,0,1,1,1,0,25,0,1,1,0,4,2,0,2,0,44
2016-08-01,5,0,0,0,0,0,0,0,3,0,19,0,0,0,1,32,2,0,0,0,2,6,0,0,3,3,1,2,0,0,0,3,13,33,3,7,3,6,0,0,0,0,3,0,0,36,4,0,4,0,2,0,0,39,0,0,11,1,3,1,3,2,2,5,1,0,0,0,68,2,1,2,16,3,0,0,5,0,0,3,0,1,0,1,0,27,0,2,1,0,3,2,0,2,0,52
2016-09-01,9,9,0,0,0,0,3,3,6,0,24,0,0,0,2,68,4,1,0,0,5,6,1,0,6,5,2,6,0,2,0,2,17,49,0,8,10,27,0,0,0,10,3,13,0,44,7,0,0,0,0,5,5,27,11,0,11,0,9,2,5,5,1,26,3,0,0,0,69,3,1,5,21,0,4,0,3,0,0,7,2,4,0,4,0,41,0,2,2,2,10,4,0,2,0,55
2016-10-01,13,0,17,0,0,0,0,2,7,0,18,0,0,0,2,43,4,2,0,0,9,4,0,0,7,7,2,8,0,3,1,1,21,52,3,8,3,31,0,0,0,9,17,15,0,37,7,0,5,2,11,0,9,26,0,0,21,0,8,3,9,4,2,36,3,0,0,0,64,6,1,8,18,2,4,2,2,7,0,7,4,4,0,1,1,48,0,3,3,6,8,2,1,3,2,67
2016-11-01,11,0,9,0,9,0,1,0,4,29,18,0,0,0,1,52,3,3,0,0,8,4,1,0,5,12,1,11,0,3,0,1,26,59,3,8,14,19,0,0,0,11,5,5,0,44,12,0,7,0,11,2,2,36,0,0,0,1,8,5,8,5,3,19,3,0,0,0,66,5,0,12,16,12,10,2,10,2,4,8,4,3,0,5,0,62,1,4,5,4,7,6,0,5,2,48
2016-12-01,13,8,24,16,0,0,2,5,0,17,17,0,11,1,2,54,8,1,0,0,9,6,1,0,14,12,2,9,1,3,4,2,50,46,7,18,19,13,0,0,0,10,6,4,0,50,10,6,11,0,12,8,10,20,0,10,0,1,19,4,9,6,2,13,8,0,0,0,64,6,1,10,18,7,15,5,7,2,4,11,5,4,1,14,1,61,1,5,4,7,12,3,1,4,3,57
2017-01-01,16,0,24,8,8,1,0,4,4,0,32,5,27,0,2,54,9,3,0,0,17,4,0,0,14,15,1,12,1,4,1,4,28,60,17,10,17,13,0,0,0,17,8,13,0,42,23,0,16,2,24,2,12,57,0,9,29,2,11,6,20,11,3,10,5,0,0,0,69,5,1,19,16,8,16,0,11,2,7,23,5,3,2,13,1,63,1,1,5,6,20,8,0,11,5,65
2017-02-01,26,8,42,17,21,2,2,4,8,6,23,0,17,0,3,54,20,2,0,0,27,4,1,0,34,34,3,12,1,9,9,4,47,55,14,26,53,10,0,0,0,18,11,17,0,85,20,3,23,0,40,13,26,71,20,10,20,2,28,8,32,18,4,13,11,1,0,0,75,17,1,43,18,12,40,4,8,8,17,60,3,9,4,44,1,73,1,4,8,7,33,10,1,15,5,71
2017-03-01,18,11,22,29,14,0,3,6,9,5,45,0,15,0,3,46,13,2,0,0,18,3,2,0,21,26,3,9,2,4,5,4,32,51,5,13,25,5,0,0,0,14,10,23,0,46,16,0,9,0,28,7,18,52,17,9,26,3,14,12,23,15,1,5,11,1,0,0,69,17,2,31,18,6,23,3,7,4,10,30,5,6,1,21,1,62,1,4,5,5,19,8,1,10,5,71
2017-04-01,8,0,16,8,8,0,0,2,3,0,6,0,6,0,1,40,6,1,0,0,10,2,1,0,10,10,1,4,0,2,1,1,21,50,6,4,10,3,0,0,0,9,14,6,0,56,6,0,5,0,6,0,4,19,10,0,10,2,10,4,8,6,2,4,5,0,0,0,70,5,1,15,13,5,13,0,3,3,3,19,3,2,2,13,0,44,1,2,4,1,5,3,0,5,2,58
2017-05-01,5,8,0,0,0,0,0,0,4,6,23,0,6,0,1,31,2,0,0,0,3,3,1,0,3,6,1,4,0,1,1,0,17,48,6,6,3,1,0,0,0,3,4,3,0,36,7,0,0,0,11,4,8,40,0,0,10,0,9,0,8,3,3,4,2,0,0,0,68,2,1,8,19,5,4,0,5,0,3,9,2,1,1,5,0,41,1,1,3,1,4,3,0,0,2,74
2017-06-01,5,0,9,9,0,0,0,0,1,0,19,0,0,0,3,32,2,1,0,0,3,3,0,0,3,3,1,2,0,3,0,2,21,57,3,7,3,3,0,0,0,3,5,3,0,46,10,0,3,0,7,2,2,27,0,0,11,0,6,1,3,3,2,8,2,0,0,0,69,2,0,4,10,3,4,0,5,2,0,2,2,3,0,1,0,29,0,2,2,5,3,0,0,3,0,33
2017-07-01,4,0,0,0,9,0,0,3,4,6,19,0,6,0,2,30,1,0,0,0,4,1,1,0,2,3,1,3,0,0,2,2,15,48,0,5,7,2,0,0,0,7,3,7,0,47,0,0,4,0,9,0,5,16,0,0,11,0,2,1,3,0,1,6,2,0,0,0,73,0,0,3,14,3,3,0,4,2,0,6,0,3,0,3,0,30,1,1,2,2,10,0,0,2,2,58
2017-08-01,6,8,0,8,8,1,0,0,8,11,11,0,0,0,1,30,1,1,0,0,5,3,0,0,1,4,1,4,0,0,1,1,14,33,0,4,3,8,0,0,0,7,7,6,0,41,8,0,3,2,13,6,2,0,10,0,0,1,6,1,5,3,5,15,2,0,0,0,68,3,1,7,12,5,2,5,7,0,2,3,2,4,1,1,0,31,1,2,2,2,10,4,0,4,2,50
2017-09-01,9,0,8,0,0,0,0,0,10,6,12,0,0,0,1,38,3,2,0,0,6,2,1,0,5,7,1,8,1,0,0,4,20,40,9,8,5,30,0,0,0,6,9,3,0,49,3,0,3,0,2,2,11,26,0,0,10,1,6,3,6,3,1,25,4,0,0,0,67,4,1,4,22,0,7,2,5,2,0,12,4,1,0,4,0,46,1,1,2,3,9,3,0,5,0,55
2017-10-01,14,8,24,0,0,0,0,1,3,5,16,0,0,0,1,51,5,1,0,0,10,1,1,0,8,6,1,8,1,2,0,2,16,61,3,15,6,45,0,0,0,9,10,3,0,40,13,0,5,0,10,8,6,48,10,0,10,1,10,2,11,6,3,36,4,0,0,0,70,5,0,10,16,2,9,2,5,2,2,15,5,3,1,4,0,46,1,1,5,3,8,3,1,2,2,66
2017-11-01,14,8,8,0,0,1,0,1,14,11,17,0,6,0,2,56,5,2,0,0,11,2,0,0,8,7,2,9,0,2,0,2,26,57,3,13,6,28,0,0,0,10,9,11,0,57,10,3,8,0,8,4,2,43,0,0,15,1,10,3,15,6,4,21,6,0,0,0,68,5,1,13,20,5,12,5,9,2,6,13,5,4,0,10,0,60,0,3,5,6,10,3,0,3,2,73
2017-12-01,23,8,20,16,12,0,2,5,11,11,28,6,61,0,2,69,17,3,0,0,19,3,0,0,29,20,3,11,2,5,6,3,50,51,13,35,32,19,1,0,1,14,20,7,0,59,21,0,22,0,31,6,6,63,15,10,24,2,17,11,24,21,6,22,8,1,0,0,66,11,1,30,21,3,35,5,8,4,21,25,6,2,5,36,0,81,2,3,5,4,24,9,0,9,4,78
2018-01-01,100,19,88,15,50,1,9,21,76,11,100,5,89,2,5,100,60,5,0,0,100,5,6,0,100,100,6,33,4,31,11,3,100,60,39,77,87,58,100,1,2,51,77,59,0,85,58,6,68,8,100,33,74,74,37,14,23,5,54,53,94,59,7,53,32,3,0,0,99,42,10,100,33,25,100,20,3,29,38,100,16,7,19,100,3,100,3,4,28,11,100,44,5,36,9,100
2018-02-01,88,38,100,25,37,2,4,13,100,23,45,11,68,1,4,90,48,5,0,0,85,3,3,0,80,91,7,26,1,33,13,2,75,100,48,59,62,45,74,0,1,46,100,45,0,72,67,5,86,6,92,34,53,75,55,10,35,7,54,29,100,48,6,48,38,3,0,0,92,48,7,83,26,23,82,10,10,26,39,65,15,5,9,84,1,90,4,5,23,19,66,28,8,32,9,99
2018-03-01,14,15,11,7,0,0,0,8,17,10,30,0,15,0,1,48,8,2,0,0,14,1,1,0,14,20,4,9,0,3,1,1,26,51,0,12,7,3,14,0,0,13,13,8,0,44,26,0,16,2,26,8,9,44,0,18,22,0,12,6,15,8,3,9,9,0,0,0,69,6,1,14,16,3,9,4,3,3,5,20,5,4,2,10,1,65,1,3,6,3,16,6,1,2,6,75
2018-04-01,8,0,16,8,0,0,1,1,8,11,5,0,0,0,1,44,3,2,0,0,6,1,1,0,5,7,2,9,0,3,1,1,23,63,3,9,3,3,7,0,0,6,9,3,0,52,6,3,8,0,8,4,6,24,9,19,10,1,10,7,10,4,3,8,4,0,0,0,70,7,1,6,17,2,5,2,5,2,0,8,5,5,1,2,1,56,1,2,3,1,9,2,0,3,3,59
2018-05-01,5,8,0,8,0,0,0,1,2,0,11,0,0,0,1,40,3,1,0,0,5,1,1,0,5,3,2,4,0,3,3,3,24,37,3,6,12,2,2,0,1,12,5,3,0,50,3,0,5,0,0,4,2,30,15,0,0,3,6,1,7,3,1,3,3,0,0,0,68,2,1,4,20,2,5,0,7,3,2,10,3,3,0,4,0,45,1,2,1,3,4,1,0,2,0,46
2018-06-01,4,8,8,0,0,0,0,0,7,0,29,0,6,0,1,35,2,1,0,0,3,2,1,0,3,2,1,3,1,0,1,0,20,45,6,3,6,1,0,0,0,7,3,3,0,63,7,3,10,0,4,2,2,35,0,0,25,0,5,2,2,4,4,4,4,0,0,0,68,1,0,2,16,0,7,2,5,2,2,3,3,4,0,2,0,41,1,1,2,3,4,1,0,3,2,43
2018-07-01,4,0,8,0,0,0,0,1,2,17,6,0,0,0,1,30,1,0,0,0,3,1,0,0,2,2,1,4,1,1,0,1,19,37,0,4,0,2,2,0,0,7,0,6,0,27,6,0,0,2,2,2,2,19,0,0,0,0,3,3,3,4,1,3,2,0,0,0,70,2,0,2,13,0,2,0,5,2,2,3,2,1,1,2,0,27,1,1,1,1,5,1,0,3,0,44
2018-08-01,6,8,8,0,8,0,0,0,15,0,21,0,0,0,1,36,1,1,0,0,4,3,0,0,2,3,1,5,0,1,0,1,30,39,0,3,3,7,3,0,0,3,6,11,0,67,6,0,0,0,8,0,4,33,0,0,14,0,5,2,5,2,2,11,4,0,0,0,68,3,0,3,17,0,4,2,4,2,2,3,2,3,0,3,2,42,0,2,2,2,6,2,0,2,2,71
2018-09-01,13,0,12,8,0,0,1,2,11,0,27,0,0,0,1,41,5,2,0,0,8,1,1,0,9,6,1,7,0,3,0,2,29,52,0,8,3,35,11,0,0,7,14,7,0,37,6,3,3,4,12,4,8,42,14,0,9,0,7,3,13,4,4,41,2,0,0,0,69,5,0,5,20,5,4,0,6,2,2,7,3,5,2,5,2,44,0,1,4,3,5,5,0,7,0,55
2018-10-01,24,0,15,0,8,0,1,3,14,11,21,0,11,0,2,47,7,2,0,0,15,1,1,0,12,8,1,8,0,7,2,2,24,71,3,13,6,79,18,0,0,10,10,7,0,53,3,0,6,0,20,4,6,28,9,0,9,2,13,3,15,7,3,52,4,0,0,0,72,10,1,11,16,4,6,0,8,3,4,10,5,1,0,6,0,56,0,3,8,3,7,3,0,4,0,61
2018-11-01,17,0,23,8,16,0,1,0,8,5,32,0,11,0,3,73,6,3,0,0,13,1,1,0,10,13,1,14,0,7,2,3,30,54,11,11,6,39,13,1,0,6,10,10,0,51,12,0,12,0,20,6,6,47,19,0,9,1,9,7,15,4,3,25,7,0,0,0,69,6,1,16,19,3,10,3,9,2,2,18,2,2,3,9,0,69,1,4,7,6,6,3,1,6,0,50
2018-12-01,26,0,12,8,8,0,2,8,9,17,57,6,23,0,3,76,18,3,0,0,22,3,2,0,30,22,4,18,2,4,6,3,55,48,8,21,32,25,13,0,0,24,27,15,0,77,16,7,28,0,23,8,11,55,20,0,25,2,15,10,33,16,7,17,13,1,0,0,70,7,2,19,19,4,37,4,16,5,14,24,4,5,5,33,1,83,1,3,7,11,25,9,3,10,3,72
2019-01-01,23,8,21,17,8,0,2,1,22,11,23,0,11,0,4,78,14,3,0,0,22,1,1,0,23,22,1,19,1,4,4,1,25,62,8,15,21,15,4,1,0,19,21,21,0,57,16,3,25,2,25,8,17,15,10,10,15,3,14,12,25,15,10,10,7,1,0,0,73,14,1,22,19,8,19,2,8,5,9,16,8,3,3,19,1,72,1,4,6,11,23,4,4,14,5,76
2019-02-01,26,0,14,9,9,1,1,1,12,6,38,6,19,1,3,60,19,2,0,0,28,2,2,0,32,30,1,15,1,7,5,4,46,48,12,17,15,11,1,0,0,15,30,21,0,67,24,4,16,7,16,5,16,66,22,0,44,2,15,15,30,22,5,14,14,1,0,0,74,13,2,20,16,4,36,5,7,6,16,26,9,4,5,33,3,74,2,3,6,9,24,8,2,8,4,64
2019-03-01,15,0,13,9,17,0,0,7,6,30,36,6,30,0,2,58,12,2,0,0,15,1,2,0,21,16,3,12,0,4,7,1,34,76,5,27,16,4,1,0,0,16,19,14,0,58,22,0,12,0,20,0,15,36,10,31,10,2,10,7,18,14,5,8,8,1,0,0,72,9,1,19,17,6,31,0,7,3,12,19,4,6,4,22,0,60,2,3,5,5,19,7,0,7,2,64
2019-04-01,9,0,9,0,0,0,0,1,12,0,30,0,6,0,2,47,6,1,0,0,7,1,1,0,11,9,2,8,1,1,1,1,28,59,5,14,13,3,0,0,0,5,3,6,0,69,7,0,12,2,9,4,9,53,11,0,11,1,10,6,11,9,3,8,4,0,0,0,69,6,1,6,19,0,14,4,6,0,7,7,0,6,0,13,1,58,1,1,3,2,8,3,2,6,0,59
2019-05-01,6,0,17,0,0,0,0,0,6,11,28,0,6,0,2,42,4,1,0,0,4,1,1,0,7,5,2,5,0,1,0,2,27,36,3,6,5,2,1,0,0,6,4,4,0,68,5,0,5,0,4,2,0,40,0,0,10,1,4,2,4,8,3,4,1,0,0,0,70,4,1,4,16,0,7,0,2,3,3,5,2,2,0,10,0,48,1,3,1,3,6,1,0,4,0,60
2019-06-01,4,0,9,0,0,0,0,0,0,6,19,0,6,0,2,33,2,1,0,0,5,1,1,0,3,5,1,3,0,2,2,3,18,54,0,7,3,1,0,0,0,6,6,3,0,32,4,0,4,0,5,0,2,44,0,0,0,0,4,2,4,3,5,3,2,0,0,0,71,2,0,3,20,5,5,0,3,2,2,6,0,3,0,4,0,39,0,1,2,2,9,0,0,2,0,53
2019-07-01,4,0,8,0,0,0,0,0,2,6,6,0,0,0,2,32,2,1,0,0,3,1,0,0,4,3,2,4,0,0,0,0,21,65,3,9,3,1,0,0,0,6,4,3,0,35,7,0,3,0,4,2,0,20,10,0,20,1,5,0,4,4,1,3,0,0,0,0,68,2,0,4,14,0,2,0,5,3,2,3,0,2,1,4,1,34,0,1,1,0,1,0,0,2,2,43
2019-08-01,6,0,0,0,0,0,0,1,9,0,32,0,0,0,1,37,2,1,0,0,3,1,0,0,4,3,1,6,0,0,0,1,16,46,6,4,4,9,1,0,0,6,6,6,0,41,8,0,3,0,6,4,6,0,0,0,19,1,2,1,6,5,3,10,4,0,0,0,65,2,1,5,17,5,7,0,8,2,3,7,0,5,0,2,0,36,0,3,2,3,3,2,0,4,2,46
2019-09-01,13,12,12,8,0,0,0,1,20,5,5,0,5,0,2,47,4,1,0,0,8,2,0,0,7,6,1,7,0,0,1,1,25,65,0,8,6,33,0,0,0,8,18,10,0,43,5,0,9,0,14,0,2,38,0,0,9,1,7,3,9,7,4,27,4,0,0,0,69,4,0,5,17,4,11,4,6,2,3,7,3,5,1,9,1,54,1,3,3,1,7,3,1,2,0,71
2019-10-01,21,0,31,8,16,0,2,1,22,11,11,0,0,0,2,53,7,2,0,0,14,1,1,0,11,10,1,12,1,6,1,5,26,42,3,7,10,77,1,0,0,17,19,22,0,51,12,3,12,4,10,2,10,33,9,0,14,1,9,2,17,6,3,51,5,0,0,0,68,7,0,11,20,4,12,2,8,2,3,7,5,4,2,9,0,50,1,1,8,1,12,4,1,5,0,65
2019-11-01,21,8,20,12,16,0,0,3,15,6,39,0,17,0,4,59,13,3,0,0,18,3,0,0,21,15,1,16,1,3,3,3,40,58,3,9,9,45,0,0,0,15,28,10,0,74,14,6,19,4,12,8,8,74,10,0,10,4,14,8,23,12,3,32,7,0,0,0,67,10,2,19,21,2,21,5,2,3,9,17,6,5,2,12,2,74,1,2,7,8,17,7,1,12,2,65
2019-12-01,37,16,31,12,16,1,3,8,22,27,75,0,48,0,3,82,36,4,0,0,40,3,3,0,60,32,4,21,2,13,9,3,87,62,23,39,59,26,1,0,1,38,43,22,0,97,44,5,43,0,43,10,22,93,14,0,0,5,27,29,54,44,1,19,23,2,0,0,72,20,2,39,21,15,61,7,10,11,25,37,6,4,9,60,1,85,2,3,10,12,35,16,1,15,6,42
