date,flu,flu recovery,having the flu,flu rhode island,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,cvs flu shots,is the flu contagious,do i have the flu,flu in ri,cold versus flu,incubation period for the flu,flu vs cold,flu type a,flu care,flu headache,flu vs. cold,human temperature,high fever,cvs flu shot,spanish flu,flu treatments,cold vs flu,influenza type a,dog flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,fever flu,stomach flu,how long does flu last,swine flu,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,flu map,treatment for flu,taking temperature,exposed to flu,flu symptoms 2019,keto flu,flu length,bronchitis,get over the flu,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2015-04-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,9,0,0,7,8,0,21,9,17,27,0,0,0,0,20,0,27,0,0,0,0,0,0,0,25,0,27,0,0,94,31,0,63,0,33,0,99,0,0,0,0,0,0,0,0,7,7,7,0,0,19,0,0,0,59,0,0,0,0,21,0,0,10,0,0,15,0,0,0,0,41,0,0,0,0,0,0,0,0,0,54
2015-05-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,4,0,0,5,5,0,13,0,9,28,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,28,0,0,0,65,65,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,17,7,7,0,40,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,41,0,0,0,0,0,24
2015-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,2,2,0,0,0,9,29,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,35,0,0,0,40,0,0,24,0,7,7,0,0,0,0,0,0,0,62,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,41
2015-07-01,3,0,0,40,0,0,0,0,0,0,0,0,0,0,38,9,4,0,0,2,4,0,18,9,9,0,0,0,0,0,14,0,56,0,0,0,0,51,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,14,7,0,0,20,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,24
2015-08-01,4,0,0,40,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,4,4,0,0,0,9,29,0,0,0,0,14,0,14,0,0,0,0,26,0,0,0,29,0,0,0,0,66,0,0,0,0,0,34,0,0,0,40,0,24,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,24
2015-09-01,14,0,0,18,0,0,0,40,0,0,0,0,0,0,31,0,8,0,0,8,7,0,0,8,16,0,0,0,26,0,13,13,45,0,0,0,0,24,0,0,0,0,0,0,0,0,31,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,29
2015-10-01,27,0,0,34,0,0,0,0,0,0,0,0,0,0,60,11,4,0,0,14,4,0,22,0,0,24,0,0,36,0,12,12,18,18,18,0,0,44,0,0,0,0,0,0,0,42,42,82,0,0,0,0,0,0,0,0,0,0,20,20,0,6,6,0,0,0,17,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,41,0,0,0,0,0,44,0,0,0,61
2015-11-01,22,0,0,44,0,0,0,0,0,0,0,0,0,0,71,0,4,0,0,11,8,0,0,0,8,24,0,0,0,0,24,0,12,0,18,0,0,67,0,0,0,0,0,25,0,28,28,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,37,0,11,0,0,0,45,0,0,0,42
2015-12-01,15,0,0,26,0,0,0,0,0,0,0,0,0,0,52,6,8,0,0,10,8,0,11,0,8,0,0,0,0,0,42,12,0,18,18,0,0,22,0,0,22,0,0,50,0,29,29,29,0,0,29,0,0,0,34,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,35,0,0,19,0,19,0,4,9,0,0,13,0,0,0,0,79,0,5,0,0,0,0,0,0,0,34
2016-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,4,0,0,11,15,0,7,0,7,23,0,0,23,0,17,0,34,0,0,0,0,21,0,0,0,0,0,0,0,26,78,26,53,0,0,0,0,0,32,0,32,0,0,0,0,6,17,0,0,0,0,0,0,0,16,0,0,0,17,17,0,8,4,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0,13,0,51
2016-02-01,19,0,16,16,0,0,0,0,0,0,0,0,61,0,78,9,9,0,0,14,14,0,18,0,7,34,0,0,0,0,11,0,22,34,0,17,0,0,0,0,0,23,0,23,0,0,39,0,0,0,0,0,27,0,63,0,0,0,0,0,0,0,17,17,0,0,32,0,0,0,0,16,0,17,0,0,0,0,8,0,0,25,0,0,0,0,24,0,0,17,16,16,0,0,13,0,32
2016-03-01,26,0,15,30,0,0,0,0,0,0,0,0,0,0,40,12,7,0,0,23,25,0,23,7,23,21,0,0,22,0,43,0,11,16,0,16,0,20,0,0,0,0,0,44,0,24,25,0,0,0,0,0,26,0,30,30,0,0,0,18,0,8,24,0,0,0,23,0,0,0,46,16,0,0,0,25,16,0,21,4,0,0,12,0,0,0,50,0,0,16,15,15,15,12,12,0,36
2016-04-01,14,0,0,32,0,0,0,34,0,0,0,0,0,0,59,7,3,0,2,14,10,0,14,0,14,22,0,0,22,0,16,0,11,0,0,0,0,20,0,0,0,0,0,0,0,25,26,26,0,0,0,0,0,0,0,0,0,0,0,19,0,11,11,5,0,0,16,0,0,0,24,0,0,0,0,34,0,8,19,0,0,12,0,0,0,0,33,0,0,0,0,0,0,0,0,0,44
2016-05-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,3,0,0,2,3,0,10,7,7,22,0,0,0,0,22,11,11,0,0,0,0,21,0,0,20,0,0,0,0,26,0,0,26,0,27,0,0,0,0,0,0,0,0,19,0,6,11,6,0,0,16,0,0,0,0,0,0,0,17,17,17,4,0,0,0,12,0,0,12,0,38,0,0,0,0,0,0,0,0,0,44
2016-06-01,6,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,2,0,0,0,0,49,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21
2016-07-01,6,0,0,35,0,0,0,0,0,0,0,0,66,0,19,4,0,0,0,7,2,0,8,0,8,73,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,17,0,0,0,0,18,0,0,0,19,0,0,4,0,0,0,0,0,0,0,16,0,0,18,0,0,0,0,0,0,27
2016-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2,3,0,0,0,0,24,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,21,0,6,6,0,0,0,18,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,35
2016-09-01,16,0,0,31,0,0,0,0,0,0,0,0,59,0,65,5,3,0,0,7,6,0,10,7,7,0,0,0,0,0,11,0,11,16,0,0,0,60,0,0,0,0,0,0,0,0,100,25,25,0,0,0,0,0,0,0,30,0,0,18,0,5,13,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,4,0,0,12,0,0,0,0,47,0,0,0,16,0,48,12,12,0,43
2016-10-01,23,0,0,15,0,0,0,0,0,0,0,0,0,0,53,3,3,0,0,13,14,0,6,6,13,20,0,0,21,0,15,0,0,15,15,0,0,19,0,0,0,0,0,0,0,0,0,48,24,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,0,0,15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,53,0,0,0,45,0,37,0,0,0,29
2016-11-01,19,0,0,15,0,0,0,0,0,0,0,0,56,0,43,3,0,0,0,14,7,0,7,7,0,21,0,0,0,0,26,0,21,16,0,0,0,38,0,0,19,21,21,0,0,24,37,49,0,0,25,0,0,0,0,0,0,0,0,35,0,5,8,5,0,0,0,0,15,0,30,0,0,0,32,16,0,4,0,4,0,0,0,0,0,0,41,0,5,0,31,0,15,0,12,0,59
2016-12-01,17,0,0,57,0,0,0,0,0,0,0,0,53,0,73,11,3,0,0,15,13,0,22,9,12,30,0,0,40,0,19,0,15,15,29,0,0,18,0,0,18,0,0,0,0,23,46,23,0,0,0,0,0,0,56,28,0,0,0,17,0,7,17,12,0,0,14,0,0,0,50,28,0,0,0,23,0,7,7,0,0,0,0,0,0,0,64,0,4,28,15,0,15,0,0,0,45
2017-01-01,28,0,0,20,0,0,0,0,0,0,0,0,50,0,82,9,4,0,0,23,17,0,17,6,17,47,0,0,19,0,23,9,9,14,0,14,14,34,0,0,0,19,0,19,0,32,22,21,21,0,0,0,0,26,0,26,52,0,0,16,0,14,32,7,5,0,20,0,13,0,27,40,0,0,14,43,0,5,3,3,0,10,10,0,0,0,69,0,4,41,20,14,14,11,10,0,42
2017-02-01,34,0,14,14,0,0,0,30,0,0,0,0,52,0,66,11,6,0,0,32,23,0,21,6,21,39,0,0,20,0,19,10,39,15,0,15,0,18,0,0,36,0,20,20,0,34,34,0,23,0,0,0,0,27,0,0,0,0,0,0,0,14,14,10,5,0,28,0,14,0,42,0,0,15,15,45,0,10,21,3,0,0,0,0,11,0,55,0,0,0,14,14,0,0,16,0,66
2017-03-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,8,0,0,17,7,0,21,5,5,17,0,0,34,0,8,0,25,0,0,0,0,31,0,0,0,0,0,17,0,0,20,0,20,0,0,0,0,0,24,0,24,0,0,14,0,8,17,11,0,0,24,0,0,0,31,0,0,0,13,26,0,3,15,3,0,0,0,0,0,0,40,0,4,0,12,12,0,0,14,0,14
2017-04-01,18,0,14,14,0,0,0,0,0,0,0,0,51,0,43,9,6,0,0,15,10,0,18,6,9,57,0,0,0,0,19,9,14,21,0,14,0,34,0,0,0,0,19,19,0,22,55,0,22,0,0,0,0,79,0,0,0,0,0,0,0,7,14,5,0,0,27,0,13,0,20,13,0,0,15,22,0,3,7,3,0,10,0,0,0,0,28,0,0,14,14,0,0,0,0,0,42
2017-05-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,3,0,0,7,3,0,12,12,6,19,0,0,19,0,14,0,14,14,0,0,0,17,0,0,17,0,19,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,5,0,13,0,0,0,13,14,0,0,0,15,14,3,3,3,0,0,0,0,10,0,41,0,0,14,14,0,0,0,0,0,16
2017-06-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,6,3,0,0,0,13,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,19,0,0,0,0,0,36,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,22,0,0,0,15,0,0,0,0,0,17
2017-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,5,0,0,0,0,0,22,0,0,0,16,0,0,0,0,0,0,11,0,0,11,0,18,0,0,0,0,0,0,0,0,0,34
2017-08-01,8,0,0,13,0,0,0,0,0,0,0,0,0,0,37,3,0,0,1,3,4,0,6,0,0,19,0,0,0,0,19,9,14,0,0,0,0,17,0,0,0,0,0,0,0,22,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,10,0,0,10,0,24,0,0,0,0,0,0,0,0,0,26
2017-09-01,14,0,0,13,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,10,3,0,0,0,6,18,0,0,18,0,17,0,35,0,0,0,0,32,0,0,0,0,0,0,0,20,31,20,0,0,0,0,0,0,0,0,25,0,0,30,0,0,17,4,4,0,0,0,13,0,13,13,0,0,14,0,0,3,5,0,0,19,0,0,10,0,38,0,4,13,0,0,13,10,0,0,80
2017-10-01,28,0,0,12,0,0,0,0,0,0,0,0,0,0,65,3,11,0,0,22,12,0,5,0,8,43,0,0,17,0,13,0,8,13,13,0,0,47,0,0,0,0,17,0,0,0,20,60,20,0,0,0,0,0,0,0,24,0,0,0,0,4,4,4,0,0,0,0,0,0,37,0,0,0,13,13,13,0,9,3,0,0,0,0,9,0,23,0,0,0,0,0,50,0,10,0,29
2017-11-01,20,0,0,20,0,0,0,0,0,0,0,0,0,0,74,3,0,0,0,10,8,0,6,0,12,47,0,0,0,0,19,9,9,14,0,0,0,26,0,0,0,19,19,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,34,13,0,0,15,29,0,7,0,0,0,10,0,0,10,0,44,0,4,14,0,0,14,21,0,0,32
2017-12-01,29,0,0,14,0,0,0,0,0,0,0,0,0,0,81,6,6,0,0,12,16,0,12,0,15,49,0,0,20,0,20,0,24,0,0,15,0,36,0,0,0,20,0,0,0,23,23,23,0,0,0,0,24,0,28,28,0,0,0,0,0,5,20,10,0,0,14,0,0,0,64,14,0,15,0,15,0,0,10,0,0,0,11,0,0,0,72,0,4,15,14,15,29,11,0,0,22
2018-01-01,86,0,0,86,0,0,0,0,0,0,0,0,100,0,79,26,6,0,0,79,60,0,53,6,49,46,0,0,37,0,41,14,23,28,35,14,14,77,0,0,25,19,19,38,0,22,54,54,43,0,45,0,23,0,52,26,0,0,0,16,0,30,62,16,5,0,40,0,0,0,40,13,0,14,0,93,14,10,59,11,0,10,20,0,0,0,49,0,4,14,61,0,0,0,16,0,47
2018-02-01,100,0,21,36,0,0,0,0,0,0,0,0,54,0,96,50,9,0,0,100,66,0,100,12,90,100,0,0,60,0,54,34,35,52,30,30,22,36,0,0,27,20,41,20,0,46,92,0,23,0,24,0,24,28,0,0,0,0,0,0,0,32,35,12,5,0,100,0,14,0,43,28,0,15,15,100,15,18,100,7,0,0,11,0,0,0,56,0,0,29,29,15,15,23,11,0,56
2018-03-01,26,0,13,0,0,0,0,0,0,0,0,0,48,0,55,14,4,0,0,24,13,0,28,11,20,18,0,0,18,0,40,9,9,27,0,13,14,16,0,0,0,0,28,0,0,42,83,21,0,0,0,0,22,0,0,0,0,0,0,0,0,13,4,4,4,0,26,0,0,0,26,0,0,0,14,42,14,0,17,6,0,0,0,0,20,0,47,0,0,0,0,0,0,0,0,0,25
2018-04-01,18,0,0,13,0,0,0,29,0,0,0,0,0,0,65,9,0,0,0,18,13,0,18,6,9,19,0,0,0,0,9,9,19,0,0,14,0,0,0,0,0,0,19,0,0,22,44,0,0,0,0,0,23,0,0,26,26,0,0,32,0,7,19,9,5,0,27,0,0,0,20,0,0,0,0,22,0,7,7,3,0,0,10,0,0,0,53,0,0,0,14,14,0,0,11,0,32
2018-05-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,3,0,0,6,7,0,9,0,12,28,0,0,0,0,14,0,41,0,0,0,0,0,0,0,17,0,0,0,0,22,43,0,22,0,23,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,13,0,20,0,0,0,14,14,0,3,5,0,0,0,0,0,0,0,44,0,0,0,0,14,0,0,11,0,32
2018-06-01,3,0,0,14,0,0,0,0,0,0,0,0,0,0,46,3,6,0,0,4,3,0,6,0,0,20,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,35,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,8,0,0,0,0,0,0,0,30,0,0,0,15,16,0,4,0,0,0,0,0,0,0,0,31,0,0,0,15,0,0,0,0,0,40
2018-07-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,0,5,3,0,6,0,6,0,0,0,0,0,10,0,39,15,0,0,0,0,0,0,0,0,0,0,0,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,14,0,14,0,29,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,21,0,0,0,15,0,0,0,0,0,56
2018-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,2,4,2,0,6,0,6,0,0,0,0,0,29,0,19,15,0,0,0,0,0,0,0,0,20,0,0,23,34,0,23,0,0,0,24,0,28,0,0,0,0,17,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11
2018-09-01,20,0,0,14,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0,13,6,0,0,0,6,29,0,0,0,0,19,0,24,0,14,0,0,35,0,0,18,0,0,0,0,45,0,34,22,0,0,0,0,27,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,14,14,0,0,15,0,0,7,0,3,0,0,0,0,0,0,33,0,0,14,0,0,0,0,11,0,49
2018-10-01,41,0,0,20,0,0,0,0,0,0,0,0,0,0,59,7,3,0,0,20,9,0,15,0,6,19,0,0,37,0,0,0,14,14,28,0,0,26,0,0,17,19,19,38,0,22,22,97,22,0,23,0,46,0,26,0,26,0,0,16,0,5,12,0,5,0,27,0,0,0,27,0,0,0,0,14,0,5,0,3,0,0,0,0,10,0,24,0,0,0,0,0,14,0,0,0,11
2018-11-01,27,0,0,14,0,0,0,0,0,0,0,0,0,0,77,6,8,0,0,20,7,0,12,6,6,38,0,0,0,0,14,9,33,14,21,14,14,26,0,0,0,19,0,20,0,0,22,22,0,0,0,0,0,27,0,0,0,0,0,0,0,5,21,5,5,0,14,0,0,0,14,14,0,0,0,15,0,5,5,3,0,0,11,0,0,0,46,0,0,14,14,0,28,11,0,0,27
2018-12-01,26,0,14,13,0,0,0,29,0,0,0,0,0,0,67,12,6,0,0,16,15,0,24,6,12,38,0,0,29,0,47,19,24,0,0,14,0,0,0,0,35,19,0,0,0,67,22,22,22,0,46,0,0,0,27,0,0,0,0,0,0,9,33,14,5,0,14,0,0,0,21,0,0,0,0,29,0,3,8,0,0,0,0,11,11,0,33,0,4,0,14,0,14,11,11,0,11
2019-01-01,55,0,0,52,0,0,0,0,0,0,0,0,98,0,100,29,6,0,0,49,37,0,57,6,37,91,0,0,0,0,49,27,18,14,0,14,0,17,0,0,33,0,28,18,0,21,21,32,21,0,66,0,0,0,25,0,0,0,15,0,0,7,36,9,7,0,78,0,0,0,26,13,0,0,0,21,0,14,22,6,0,0,10,100,40,0,79,0,4,13,27,20,0,10,10,0,46
2019-02-01,48,0,0,28,0,0,0,0,0,0,0,0,52,0,75,24,8,0,0,45,30,0,49,9,27,68,0,0,0,0,48,19,29,15,0,15,15,27,0,0,54,40,20,0,0,68,56,23,0,0,71,0,0,27,27,0,0,0,0,0,0,19,34,7,5,0,62,0,0,0,28,14,0,0,15,60,15,7,51,5,0,0,11,27,0,0,64,0,4,14,43,14,14,11,16,0,71
2019-03-01,30,0,0,13,0,0,0,0,0,0,0,0,0,0,82,20,7,0,1,34,27,0,39,8,22,45,0,0,0,0,27,18,18,0,0,20,13,0,0,0,25,18,0,18,0,31,62,0,21,0,43,0,0,0,0,0,25,0,0,30,0,11,58,9,0,0,19,0,0,0,19,13,0,0,14,35,14,6,21,3,0,0,10,10,20,0,50,0,0,13,39,0,0,10,0,0,41
2019-04-01,22,0,0,0,0,0,0,0,0,0,0,0,75,0,79,12,0,0,0,22,10,0,23,9,6,28,0,0,18,0,32,9,23,0,0,35,14,17,0,0,17,19,0,38,0,0,21,0,0,0,0,0,0,26,26,0,0,0,0,0,0,9,21,7,5,0,60,0,0,0,27,27,0,0,0,29,0,8,13,3,0,10,0,10,10,0,60,0,4,27,41,0,0,0,0,0,42
2019-05-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,3,0,0,8,6,0,9,0,6,56,0,0,0,0,9,9,23,14,0,14,0,17,0,0,0,19,0,0,0,21,64,21,43,0,0,0,0,0,26,0,26,0,0,0,0,5,11,7,5,0,13,0,0,0,26,13,0,0,0,14,0,0,3,0,0,0,0,10,10,0,64,0,0,13,0,14,0,0,0,0,52
2019-06-01,7,0,0,14,0,0,0,0,0,0,0,0,0,0,42,3,3,0,0,5,4,0,6,0,6,29,0,0,0,0,19,19,15,0,0,0,0,18,0,0,0,0,40,20,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,35,0,0,0,0,15,0,0,3,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,11,0,22
2019-07-01,4,0,0,14,0,0,0,0,0,0,0,0,0,0,34,3,3,0,0,5,2,0,6,0,0,0,0,0,0,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,16,0,8,0,0,0,0,0,0,11,0,0,22
2019-08-01,6,0,0,14,0,0,0,0,0,0,0,0,0,0,32,5,9,0,0,7,4,0,9,0,0,0,0,0,19,0,19,0,14,0,0,0,0,0,0,0,17,0,0,0,0,22,33,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,11,0,0,11,0,17,0,0,0,0,0,0,11,0,0,16
2019-09-01,17,0,0,24,0,0,0,0,0,0,0,0,0,0,32,4,3,0,0,8,5,0,8,0,5,17,0,0,0,0,26,9,9,0,13,0,13,16,0,0,0,0,17,18,0,20,40,40,0,0,0,0,21,0,24,0,48,0,0,0,0,0,13,0,4,0,0,0,0,0,50,12,0,0,0,0,0,0,0,3,0,0,0,0,10,0,19,0,0,13,19,0,13,10,10,0,44
2019-10-01,37,0,0,29,0,0,0,0,0,0,0,0,0,0,72,10,3,0,0,20,12,0,20,5,5,16,0,0,0,0,16,8,12,0,25,0,0,15,0,0,15,0,17,17,0,19,38,76,19,0,20,0,20,0,0,0,0,0,0,0,0,8,8,6,4,0,23,0,0,0,35,0,0,0,13,25,0,6,4,3,0,0,0,18,0,0,53,0,4,0,12,0,24,0,9,0,42
2019-11-01,26,0,0,19,0,0,0,0,0,0,0,0,0,0,77,12,8,0,1,23,7,0,24,8,24,17,0,0,0,0,30,0,17,13,13,0,0,16,0,0,0,18,0,35,0,0,20,81,40,0,0,0,0,24,24,0,0,0,15,15,0,9,11,4,0,0,12,0,0,0,25,12,0,0,27,27,27,8,6,3,0,10,0,10,10,0,53,0,0,13,38,0,44,0,0,0,44
2019-12-01,41,0,12,12,0,0,0,0,0,0,0,0,0,0,83,11,5,0,0,35,24,0,21,11,16,68,0,0,0,0,50,8,25,13,13,13,13,23,0,0,31,0,17,17,0,20,20,30,0,0,61,0,0,24,24,0,24,0,0,14,0,6,13,13,4,0,12,0,0,0,49,12,0,0,0,20,0,3,21,7,0,0,0,28,19,0,55,0,0,12,0,25,12,10,0,0,38
